"source","scenario","scenario_geography","sector","technology","indicator","units","year","value"
"GECO2021","NDC-LTS","EFTA","Power","NuclearCap","Capacity","MW",2015,12707.0009765625
"GECO2021","NDC-LTS","EFTA","Power","NuclearCap","Capacity","MW",2020,11885.623046875
"GECO2021","NDC-LTS","EFTA","Power","NuclearCap","Capacity","MW",2030,14841.232421875
"GECO2021","NDC-LTS","EFTA","Power","NuclearCap","Capacity","MW",2040,23564.876953125
"GECO2021","NDC-LTS","EFTA","Power","NuclearCap","Capacity","MW",2050,26448.53515625
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",1990,16579.767578125
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2000,5591.7666015625
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2010,6550.5
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2015,2414.5
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2020,2701.90161132812
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2030,978.956298828125
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2040,912.109558105469
"GECO2021","NDC-LTS","EFTA","Power","OilCap","Capacity","MW",2050,857.880187988281
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",1990,388.37531655349
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2000,2190.49612753904
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2010,14955.0067476562
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2015,47700.5619234375
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2020,83285.3400701976
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2030,204715.973660896
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2040,347845.862792969
"GECO2021","NDC-LTS","EFTA","Power","RenewablesCap","Capacity","MW",2050,460313.003845215
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",1990,0.464340564198208
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2000,0.000299999992421363
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2010,0.000299999992421363
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2015,0.000299999992421363
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2020,0.000941176433116197
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2030,109.282133792643
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2040,656.5380859375
"GECO2021","1.5C-Unif","Egypt","Power","CoalCap","Capacity","MW",2050,1727.69381713867
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",1990,4500.0001
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2000,10000.0001
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2010,18199.400490625
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2015,27108.0001
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2020,45831.3360486111
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2030,43354.3516736111
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2040,52578.7849121094
"GECO2021","1.5C-Unif","Egypt","Power","GasCap","Capacity","MW",2050,67797.7932128906
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",1990,2650
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2000,2736
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2010,2800
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2015,2800
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2020,2946.07885742187
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2030,3122.70825195312
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2040,3407.3134765625
"GECO2021","1.5C-Unif","Egypt","Power","HydroCap","Capacity","MW",2050,3516.48486328125
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2040,0.000261713721556589
"GECO2021","1.5C-Unif","Egypt","Power","NuclearCap","Capacity","MW",2050,0.000259009277215227
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",1990,4483
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2000,2075
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2010,4926
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2015,4926
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2020,4916.716796875
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2030,5121.7177734375
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2040,4374.236328125
"GECO2021","1.5C-Unif","Egypt","Power","OilCap","Capacity","MW",2050,3724.22973632812
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",1990,0.00177974829483674
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2000,100.000875744635
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2010,1115.00187519532
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2015,1534.99992207032
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2020,4584.88293353982
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2030,57405.3173199102
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2040,229975.728040288
"GECO2021","1.5C-Unif","Egypt","Power","RenewablesCap","Capacity","MW",2050,426772.619614038
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",1990,0.464340564198208
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2000,0.000299999992421363
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2010,0.000299999992421363
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2015,0.000299999992421363
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2020,0.000941176433116197
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2030,1194.90526459099
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2040,7436.65843841911
"GECO2021","CurPol","Egypt","Power","CoalCap","Capacity","MW",2050,17756.3557040441
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",1990,4500.0001
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2000,10000.0001
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2010,18199.400490625
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2015,27108.0001
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2020,45831.3360486111
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2030,51068.9297986111
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2040,81525.9922986111
"GECO2021","CurPol","Egypt","Power","GasCap","Capacity","MW",2050,97592.6876111111
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",1990,2650
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2000,2736
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2010,2800
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2015,2800
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2020,2946.07885742187
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2030,2991.88549804688
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2040,3090.54174804688
"GECO2021","CurPol","Egypt","Power","HydroCap","Capacity","MW",2050,3165.73291015625
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2040,0.000261713721556589
"GECO2021","CurPol","Egypt","Power","NuclearCap","Capacity","MW",2050,0.000259009277215227
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",1990,4483
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2000,2075
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2010,4926
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2015,4926
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2020,4916.716796875
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2030,5618.43603515625
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2040,8007.0556640625
"GECO2021","CurPol","Egypt","Power","OilCap","Capacity","MW",2050,8350.6484375
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",1990,0.00177974829483674
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2000,100.000875744635
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2010,1115.00187519532
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2015,1534.99992207032
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2020,4576.08520404762
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2030,16736.8387203618
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2040,77042.789162574
"GECO2021","CurPol","Egypt","Power","RenewablesCap","Capacity","MW",2050,226160.091167231
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",1990,0.464340564198208
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2000,0.000299999992421363
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2010,0.000299999992421363
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2015,0.000299999992421363
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2020,0.000941176433116197
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2030,1174.6163241613
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2040,6886.31810638786
"GECO2021","NDC-LTS","Egypt","Power","CoalCap","Capacity","MW",2050,16468.1154696691
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",1990,4500.0001
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2000,10000.0001
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2010,18199.400490625
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2015,27108.0001
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2020,45831.3360486111
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2030,51013.6016736111
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2040,81502.1876111111
"GECO2021","NDC-LTS","Egypt","Power","GasCap","Capacity","MW",2050,100178.476673611
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",1990,2650
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2000,2736
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2010,2800
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2015,2800
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2020,2946.07885742187
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2030,2990.58032226562
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2040,3082.54663085938
"GECO2021","NDC-LTS","Egypt","Power","HydroCap","Capacity","MW",2050,3164.92895507813
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2040,0.000261713721556589
"GECO2021","NDC-LTS","Egypt","Power","NuclearCap","Capacity","MW",2050,0.000259009277215227
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",1990,4483
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2000,2075
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2010,4926
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2015,4926
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2020,4916.716796875
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2030,5596.16162109375
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2040,7853.32275390625
"GECO2021","NDC-LTS","Egypt","Power","OilCap","Capacity","MW",2050,8275.3876953125
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",1990,0.00177974829483674
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2000,100.000875744635
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2010,1115.00187519532
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2015,1534.99992207032
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2020,4576.08532611793
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2030,17047.876684229
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2040,77340.357521949
"GECO2021","NDC-LTS","Egypt","Power","RenewablesCap","Capacity","MW",2050,232822.888286372
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",1990,155574.833525
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2000,166384.3179
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2010,160096.09915
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2015,158397.59915
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2020,140814.287602941
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2030,48892.982915441
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2040,23157.7693786621
"GECO2021","1.5C-Unif","EU","Power","CoalCap","Capacity","MW",2050,29433.9317626953
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",1990,67548.2761374998
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2000,107700.9480125
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2010,184110.674575
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2015,190512.84645
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2020,186409.674875
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2030,200470.5655
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2040,193658.3515625
"GECO2021","1.5C-Unif","EU","Power","GasCap","Capacity","MW",2050,183399.08984375
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",1990,131278.28125
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2000,144207.40625
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2010,154920.46875
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2015,161106.25
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2020,170311.375
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2030,172811.453125
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2040,172380.8125
"GECO2021","1.5C-Unif","EU","Power","HydroCap","Capacity","MW",2050,170161.625
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",1990,113887.0078125
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2000,124968.0078125
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2010,120588.6484375
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2015,110904.0859375
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2020,103141.7265625
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2030,91589.7578125
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2040,103537.328125
"GECO2021","1.5C-Unif","EU","Power","NuclearCap","Capacity","MW",2050,66968.8203125
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",1990,78896.8984375
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2000,79156.0234375
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2010,56477.5
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2015,40367.2578125
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2020,35387.953125
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2030,33441.62890625
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2040,31713.28125
"GECO2021","1.5C-Unif","EU","Power","OilCap","Capacity","MW",2050,28251.671875
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",1990,9214.67195048805
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2000,35069.2732078124
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2010,214543.5027
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2015,377463.8698875
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2020,517225.885971323
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2030,1192168.21800257
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2040,1822551.62402344
"GECO2021","1.5C-Unif","EU","Power","RenewablesCap","Capacity","MW",2050,2409391.32617188
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",1990,155574.833525
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2000,166384.3179
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2010,160096.09915
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2015,158397.59915
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2020,140831.146977941
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2030,60748.561040441
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2040,34526.7266845703
"GECO2021","CurPol","EU","Power","CoalCap","Capacity","MW",2050,40611.6870117187
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",1990,67548.2761374998
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2000,107700.9480125
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2010,184110.674575
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2015,190512.84645
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2020,186432.862375
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2030,211043.878
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2040,277675.3984375
"GECO2021","CurPol","EU","Power","GasCap","Capacity","MW",2050,282988.98046875
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",1990,131278.28125
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2000,144207.40625
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2010,154920.46875
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2015,161106.25
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2020,170311.375
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2030,172273.40625
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2040,170348.46875
"GECO2021","CurPol","EU","Power","HydroCap","Capacity","MW",2050,166418.09375
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",1990,113887.0078125
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2000,124968.0078125
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2010,120588.6484375
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2015,110904.0859375
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2020,103137.75
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2030,89969.40625
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2040,89485.3046875
"GECO2021","CurPol","EU","Power","NuclearCap","Capacity","MW",2050,45522.4921875
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",1990,78896.8984375
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2000,79156.0234375
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2010,56477.5
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2015,40367.2578125
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2020,35401.08984375
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2030,33733.1328125
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2040,31858.169921875
"GECO2021","CurPol","EU","Power","OilCap","Capacity","MW",2050,30101.1953125
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",1990,9214.67195048805
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2000,35069.2732078124
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2010,214543.5027
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2015,377463.8698875
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2020,516193.007065073
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2030,1054701.22190882
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2040,1509219.79077148
"GECO2021","CurPol","EU","Power","RenewablesCap","Capacity","MW",2050,1862854.20922852
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",1990,155574.833525
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2000,166384.3179
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2010,160096.09915
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2015,158397.59915
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2020,140815.615727941
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2030,48889.303227941
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2040,24098.5797576904
"GECO2021","NDC-LTS","EU","Power","CoalCap","Capacity","MW",2050,25344.0765991211
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",1990,67548.2761374998
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2000,107700.9480125
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2010,184110.674575
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2015,190512.84645
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2020,186412.299875
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2030,194377.003
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2040,181728.629882812
"GECO2021","NDC-LTS","EU","Power","GasCap","Capacity","MW",2050,142616.138671875
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",1990,131278.28125
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2000,144207.40625
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2010,154920.46875
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2015,161106.25
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2020,170311.921875
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2030,172972.546875
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2040,175177.140625
"GECO2021","NDC-LTS","EU","Power","HydroCap","Capacity","MW",2050,168150
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",1990,113887.0078125
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2000,124968.0078125
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2010,120588.6484375
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2015,110904.0859375
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2020,103141.515625
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2030,91895.40625
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2040,111959.2578125
"GECO2021","NDC-LTS","EU","Power","NuclearCap","Capacity","MW",2050,89814
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",1990,78896.8984375
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2000,79156.0234375
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2010,56477.5
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2015,40367.2578125
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2020,35386.16796875
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2030,32037.431640625
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2040,30119.86328125
"GECO2021","NDC-LTS","EU","Power","OilCap","Capacity","MW",2050,26632.369140625
"GECO2021","NDC-LTS","EU","Power","RenewablesCap","Capacity","MW",1990,9214.67195048805
"GECO2021","NDC-LTS","EU","Power","RenewablesCap","Capacity","MW",2000,35069.2732078124
"GECO2021","NDC-LTS","EU","Power","RenewablesCap","Capacity","MW",2010,214543.5027
"GECO2021","NDC-LTS","EU","Power","RenewablesCap","Capacity","MW",2015,377463.8698875
"GECO2021","NDC-LTS","EU","Power","RenewablesCap","Capacity","MW",2020,517344.866440073
