"source","scenario","scenario_geography","sector","technology","indicator","units","year","value"
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2030,32.1208457946777
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2040,225.176284790039
"GECO2021","CurPol","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2050,625.700927734375
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",1990,1523
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2000,2135
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2010,2010
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2015,2009
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2020,1967.05627441406
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2030,1750.11926269531
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2040,2277.88696289063
"GECO2021","CurPol","Morocco&Tunisia","Power","OilCap","Capacity","MW",2050,2282.32543945313
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",1990,0.0013207031225182
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2000,122.000975744632
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2010,705.440695898441
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2015,2252.00099863281
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2020,3780.7953825862
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2030,8987.36596618831
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2040,25291.476176607
"GECO2021","CurPol","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2050,54410.9656938189
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",1990,465.000199999995
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2000,1455.0002
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2010,1785.0002
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2015,2545.00019999999
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2020,4208.08519623161
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2030,2960.43382904411
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2040,413.993979190592
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","CoalCap","Capacity","MW",2050,576.375675201416
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",1990,700.000099999997
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2000,1941.0001
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2010,4092.0001
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2015,5684.0001
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2020,5233.84532595486
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2030,5578.65538454861
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2040,8203.02159548611
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","GasCap","Capacity","MW",2050,15980.4304351807
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",1990,1078
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2000,1628
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2010,1908
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2015,2372
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2020,2555.14697265625
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2030,2864.060546875
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2040,2829.587890625
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","HydroCap","Capacity","MW",2050,2804.53540039063
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2030,235.377304077148
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2040,900.326904296875
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","NuclearCap","Capacity","MW",2050,1944.04577636719
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",1990,1523
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2000,2135
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2010,2010
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2015,2009
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2020,1966.01708984375
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2030,1531.67175292969
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2040,2095.88818359375
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","OilCap","Capacity","MW",2050,2144.37548828125
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",1990,0.0013207031225182
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2000,122.000975744632
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2010,705.440695898441
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2015,2252.00099863281
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2020,3954.01010426588
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2030,20437.4871934527
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2040,58515.734645235
"GECO2021","NDC-LTS","Morocco&Tunisia","Power","RenewablesCap","Capacity","MW",2050,97511.0675120354
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",1990,912.000199999995
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2000,828.000199999995
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2010,508.000199999995
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2015,258.000199999995
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2020,268.252310489421
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2030,8.8387953984784
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2040,4.26804435253144
"GECO2021","1.5C-Unif","NewZealand","Power","CoalCap","Capacity","MW",2050,25.2334086894989
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",1990,1114.0001
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2000,1457.0001
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2010,2035.9151390625
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2015,1739.9151390625
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2020,1534.09117556423
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2030,1982.64085818142
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2040,1080.34762382507
"GECO2021","1.5C-Unif","NewZealand","Power","GasCap","Capacity","MW",2050,1125.91082000733
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",1990,4864.77978515625
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2000,5317.22021484375
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2010,5361.990234375
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2015,5473.5400390625
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2020,5621.41455078125
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2030,6330.1396484375
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2040,6479.94384765625
"GECO2021","1.5C-Unif","NewZealand","Power","HydroCap","Capacity","MW",2050,6558.25439453125
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2040,129.950988769531
"GECO2021","1.5C-Unif","NewZealand","Power","NuclearCap","Capacity","MW",2050,520.436828613281
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",1990,220
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2000,9.99999974737875e-05
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2010,155.425003051758
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2015,155.425003051758
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2020,207.991409301758
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2030,206.313842773438
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2040,210.639526367187
"GECO2021","1.5C-Unif","NewZealand","Power","OilCap","Capacity","MW",2050,232.474487304688
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",1990,363.661721093748
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2000,548.931169781499
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2010,2039.65198435059
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2015,2858.61896433106
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2020,3991.70857533521
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2030,11830.4828262731
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2040,18038.9730114937
"GECO2021","1.5C-Unif","NewZealand","Power","RenewablesCap","Capacity","MW",2050,27876.7168502808
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",1990,912.000199999995
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2000,828.000199999995
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2010,508.000199999995
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2015,258.000199999995
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2020,268.301169131999
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2030,286.306875919108
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2040,81.7346102941083
"GECO2021","CurPol","NewZealand","Power","CoalCap","Capacity","MW",2050,287.160299991374
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",1990,1114.0001
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2000,1457.0001
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2010,2035.9151390625
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2015,1739.9151390625
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2020,1531.95494509548
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2030,2189.08946657986
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2040,2641.13658572048
"GECO2021","CurPol","NewZealand","Power","GasCap","Capacity","MW",2050,4043.30382204861
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",1990,4864.77978515625
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2000,5317.22021484375
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2010,5361.990234375
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2015,5473.5400390625
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2020,5621.41455078125
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2030,6343.27197265625
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2040,6336.09619140625
"GECO2021","CurPol","NewZealand","Power","HydroCap","Capacity","MW",2050,6344.9892578125
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2040,19.901611328125
"GECO2021","CurPol","NewZealand","Power","NuclearCap","Capacity","MW",2050,105.465644836426
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",1990,220
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2000,9.99999974737875e-05
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2010,155.425003051758
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2015,155.425003051758
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2020,208.179504394531
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2030,211.257919311523
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2040,217.054092407227
"GECO2021","CurPol","NewZealand","Power","OilCap","Capacity","MW",2050,190.796234130859
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",1990,363.661721093748
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2000,548.931169781499
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2010,2039.65198435059
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2015,2858.61896433106
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2020,3986.23053273268
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2030,10828.5139065191
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2040,12317.0622361773
"GECO2021","CurPol","NewZealand","Power","RenewablesCap","Capacity","MW",2050,12744.6855958575
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",1990,912.000199999995
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2000,828.000199999995
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2010,508.000199999995
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2015,258.000199999995
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2020,268.301169131999
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2030,286.306875919108
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2040,70.9884936559247
"GECO2021","NDC-LTS","NewZealand","Power","CoalCap","Capacity","MW",2050,229.458243106608
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",1990,1114.0001
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2000,1457.0001
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2010,2035.9151390625
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2015,1739.9151390625
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2020,1531.95494509548
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2030,2188.32262087674
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2040,2607.38682986111
"GECO2021","NDC-LTS","NewZealand","Power","GasCap","Capacity","MW",2050,3940.18297243923
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",1990,4864.77978515625
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2000,5317.22021484375
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2010,5361.990234375
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2015,5473.5400390625
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2020,5621.41455078125
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2030,6341.5771484375
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2040,6342.826171875
"GECO2021","NDC-LTS","NewZealand","Power","HydroCap","Capacity","MW",2050,6367.14697265625
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2040,13.906907081604
"GECO2021","NDC-LTS","NewZealand","Power","NuclearCap","Capacity","MW",2050,55.1882019042969
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",1990,220
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2000,9.99999974737875e-05
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2010,155.425003051758
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2015,155.425003051758
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2020,208.179504394531
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2030,211.241592407227
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2040,216.97785949707
"GECO2021","NDC-LTS","NewZealand","Power","OilCap","Capacity","MW",2050,190.001937866211
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",1990,363.661721093748
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2000,548.931169781499
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2010,2039.65198435059
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2015,2858.61896433106
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2020,3986.23053273268
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2030,10869.8219814702
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2040,12673.5265067691
"GECO2021","NDC-LTS","NewZealand","Power","RenewablesCap","Capacity","MW",2050,13571.8116868609
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",1990,15277.0002
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2000,14608.0002
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2010,15020.3205125
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2015,15379.51973125
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2020,14645.5402743566
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2030,8554.87035248161
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2040,744.876094818115
"GECO2021","1.5C-Unif","OtherCIS","Power","CoalCap","Capacity","MW",2050,1585.39385604858
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",1990,22557.900490625
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2000,28861.0001
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2010,32487.380959375
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2015,36469.66025625
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2020,37597.5508923611
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2030,37262.1524548611
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2040,43812.8706054687
"GECO2021","1.5C-Unif","OtherCIS","Power","GasCap","Capacity","MW",2050,41916.6184082031
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",1990,9.99999974737875e-05
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2000,15395.900390625
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2010,17340.80078125
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2015,19277.560546875
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2020,20580.599609375
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2030,28117.919921875
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2040,54674.7109375
"GECO2021","1.5C-Unif","OtherCIS","Power","HydroCap","Capacity","MW",2050,98211.9296875
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2000,407.500091552734
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2010,407.500091552734
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2015,407.500091552734
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2020,406.686737060547
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2030,2872.5703125
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2040,12432.203125
"GECO2021","1.5C-Unif","OtherCIS","Power","NuclearCap","Capacity","MW",2050,17013.78125
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",1990,13738
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2000,7226
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2010,6972.2998046875
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2015,8989.2197265625
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2020,8580.513671875
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2030,9997.4228515625
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2040,12289.5859375
"GECO2021","1.5C-Unif","OtherCIS","Power","OilCap","Capacity","MW",2050,10857.931640625
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",1990,0.0019531250003979
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2000,-0.00174467774506581
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2010,516.196788175194
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2015,889.596398217771
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2020,2306.30599533261
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2030,96561.013789522
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2040,289493.281433105
"GECO2021","1.5C-Unif","OtherCIS","Power","RenewablesCap","Capacity","MW",2050,433740.34173584
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",1990,15277.0002
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2000,14608.0002
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2010,15020.3205125
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2015,15379.51973125
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2020,14645.5402743566
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2030,14394.3332431066
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2040,16639.3635165441
"GECO2021","CurPol","OtherCIS","Power","CoalCap","Capacity","MW",2050,18637.5959384191
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",1990,22557.900490625
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2000,28861.0001
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2010,32487.380959375
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2015,36469.66025625
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2020,37597.5508923611
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2030,55702.4883923611
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2040,86861.3126111111
"GECO2021","CurPol","OtherCIS","Power","GasCap","Capacity","MW",2050,97447.4766736111
"GECO2021","CurPol","OtherCIS","Power","HydroCap","Capacity","MW",1990,9.99999974737875e-05
"GECO2021","CurPol","OtherCIS","Power","HydroCap","Capacity","MW",2000,15395.900390625
"GECO2021","CurPol","OtherCIS","Power","HydroCap","Capacity","MW",2010,17340.80078125
"GECO2021","CurPol","OtherCIS","Power","HydroCap","Capacity","MW",2015,19277.560546875
