"source","scenario","scenario_geography","sector","indicator","technology","units","year","value"
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2010,187.7
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2015,193.87
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2019,196.71
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2020,197
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2030,205.92
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2035,211.39
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2040,216.34
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2045,220.3
"WEO2021","STEPS","NorthAmerica","Power","Capacity","HydroCap","GW",2050,223.94
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2010,101.02
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2015,102.24
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2019,102.65
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2020,102.94
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2030,105.92
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2035,107.27
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2040,108.85
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2045,110
"WEO2021","STEPS","US","Power","Capacity","HydroCap","GW",2050,110.9
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2010,144.13
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2015,161.2
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2019,185.11
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2020,186.41
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2030,206.22
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2035,217.25
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2040,231.9
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2045,253.45
"WEO2021","STEPS","LatinAmerica","Power","Capacity","HydroCap","GW",2050,273.96
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2010,80.7
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2015,91.65
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2019,110.23
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2020,110.41
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2030,112.61
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2035,115.55
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2040,120.3
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2045,128.61
"WEO2021","STEPS","Brazil","Power","Capacity","HydroCap","GW",2050,138.06
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2010,221.39
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2015,239.67
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2019,249.38
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2020,253
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2030,272.7
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2035,283.26
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2040,293.38
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2045,302.99
"WEO2021","STEPS","Europe","Power","Capacity","HydroCap","GW",2050,312.56
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2010,143.11
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2015,148.31
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2019,150.91
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2020,151.37
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2030,157.33
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2035,160.62
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2040,163.48
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2045,165.83
"WEO2021","STEPS","EU27","Power","Capacity","HydroCap","GW",2050,168.13
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2010,26.56
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2015,29.29
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2019,36.66
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2020,37.25
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2030,57.77
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2035,65.95
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2040,80.37
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2045,101.39
"WEO2021","STEPS","Africa","Power","Capacity","HydroCap","GW",2050,127.58
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2010,12.7
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2015,16.03
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2019,16.75
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2020,16.76
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2030,20.2
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2035,22.35
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2040,24.09
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2045,25.5
"WEO2021","STEPS","MiddleEast","Power","Capacity","HydroCap","GW",2050,26.29
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2010,64.13
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2015,68.35
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2019,69.76
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2020,70.04
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2030,75.64
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2035,79.88
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2040,83.39
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2045,86.17
"WEO2021","STEPS","Eurasia","Power","Capacity","HydroCap","GW",2050,88.68
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2010,47.43
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2015,51
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2019,51.84
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2020,51.83
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2030,54.66
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2035,57.23
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2040,58.63
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2045,59.11
"WEO2021","STEPS","Russia","Power","Capacity","HydroCap","GW",2050,59.15
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2010,370.06
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2015,500.48
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2019,552.11
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2020,566.59
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2030,725.29
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2035,787.41
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2040,849.64
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2045,900.36
"WEO2021","STEPS","AsiaPacific","Power","Capacity","HydroCap","GW",2050,942.18
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2010,216.06
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2015,319.54
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2019,356.43
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2020,368.55
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2030,461.13
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2035,484.26
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2040,510.35
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2045,530.44
"WEO2021","STEPS","China","Power","Capacity","HydroCap","GW",2050,545.95
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2010,40.24
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2015,46.42
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2019,49.4
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2020,49.88
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2030,76.43
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2035,89.46
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2040,101.35
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2045,112.96
"WEO2021","STEPS","India","Power","Capacity","HydroCap","GW",2050,124.99
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2010,47.74
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2015,50.03
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2019,50.03
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2020,50.04
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2030,50.4
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2035,50.71
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2040,50.92
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2045,51.05
"WEO2021","STEPS","Japan","Power","Capacity","HydroCap","GW",2050,51.14
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2010,26.43
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2015,42.06
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2019,47.54
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2020,48.8
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2030,64.5
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2035,80.01
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2040,92.36
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2045,100.83
"WEO2021","STEPS","Southeast Asia","Power","Capacity","HydroCap","GW",2050,105.85
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2010,466.43
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2015,496.1
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2019,507.87
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2020,512.58
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2030,546.36
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2035,562.67
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2040,578.6
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2045,593.17
"WEO2021","STEPS","OECD","Power","Capacity","HydroCap","GW",2050,607.01
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2010,560.24
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2015,712.79
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2019,798.61
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2020,814.46
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2030,1017.38
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2035,1104.82
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2040,1200.51
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2045,1296.99
"WEO2021","STEPS","NonOECD","Power","Capacity","HydroCap","GW",2050,1388.18
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2010,478.08
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2015,508.24
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2019,520.13
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2020,524.84
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2030,559.4
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2035,576.31
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2040,592.5
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2045,607.35
"WEO2021","STEPS","Advanced economies","Power","Capacity","HydroCap","GW",2050,621.5
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2010,548.59
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2015,700.65
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2019,786.34
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2020,802.2
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2030,1004.34
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2035,1091.18
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2040,1186.61
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2045,1282.81
"WEO2021","STEPS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2050,1373.69
"WEO2021","APS","NorthAmerica","Power","Capacity","HydroCap","GW",2030,211.82
"WEO2021","APS","NorthAmerica","Power","Capacity","HydroCap","GW",2035,220.91
"WEO2021","APS","NorthAmerica","Power","Capacity","HydroCap","GW",2040,227.88
"WEO2021","APS","NorthAmerica","Power","Capacity","HydroCap","GW",2045,232.44
"WEO2021","APS","NorthAmerica","Power","Capacity","HydroCap","GW",2050,235.96
"WEO2021","APS","US","Power","Capacity","HydroCap","GW",2030,108.26
"WEO2021","APS","US","Power","Capacity","HydroCap","GW",2035,114.07
"WEO2021","APS","US","Power","Capacity","HydroCap","GW",2040,117.76
"WEO2021","APS","US","Power","Capacity","HydroCap","GW",2045,119.01
"WEO2021","APS","US","Power","Capacity","HydroCap","GW",2050,119.35
"WEO2021","APS","LatinAmerica","Power","Capacity","HydroCap","GW",2030,209.45
"WEO2021","APS","LatinAmerica","Power","Capacity","HydroCap","GW",2035,220.22
"WEO2021","APS","LatinAmerica","Power","Capacity","HydroCap","GW",2040,233.75
"WEO2021","APS","LatinAmerica","Power","Capacity","HydroCap","GW",2045,250.44
"WEO2021","APS","LatinAmerica","Power","Capacity","HydroCap","GW",2050,264.13
"WEO2021","APS","Brazil","Power","Capacity","HydroCap","GW",2030,113.49
"WEO2021","APS","Brazil","Power","Capacity","HydroCap","GW",2035,115.28
"WEO2021","APS","Brazil","Power","Capacity","HydroCap","GW",2040,118.61
"WEO2021","APS","Brazil","Power","Capacity","HydroCap","GW",2045,122.04
"WEO2021","APS","Brazil","Power","Capacity","HydroCap","GW",2050,125.08
"WEO2021","APS","Europe","Power","Capacity","HydroCap","GW",2030,279.63
"WEO2021","APS","Europe","Power","Capacity","HydroCap","GW",2035,290.4
"WEO2021","APS","Europe","Power","Capacity","HydroCap","GW",2040,300.29
"WEO2021","APS","Europe","Power","Capacity","HydroCap","GW",2045,309.78
"WEO2021","APS","Europe","Power","Capacity","HydroCap","GW",2050,318.95
"WEO2021","APS","EU27","Power","Capacity","HydroCap","GW",2030,163.05
"WEO2021","APS","EU27","Power","Capacity","HydroCap","GW",2035,166.56
"WEO2021","APS","EU27","Power","Capacity","HydroCap","GW",2040,169.18
"WEO2021","APS","EU27","Power","Capacity","HydroCap","GW",2045,171.41
"WEO2021","APS","EU27","Power","Capacity","HydroCap","GW",2050,173.31
"WEO2021","APS","Africa","Power","Capacity","HydroCap","GW",2030,57.97
"WEO2021","APS","Africa","Power","Capacity","HydroCap","GW",2035,66.09
"WEO2021","APS","Africa","Power","Capacity","HydroCap","GW",2040,80.46
"WEO2021","APS","Africa","Power","Capacity","HydroCap","GW",2045,101.43
"WEO2021","APS","Africa","Power","Capacity","HydroCap","GW",2050,127.72
"WEO2021","APS","MiddleEast","Power","Capacity","HydroCap","GW",2030,20.16
"WEO2021","APS","MiddleEast","Power","Capacity","HydroCap","GW",2035,22.26
"WEO2021","APS","MiddleEast","Power","Capacity","HydroCap","GW",2040,23.94
"WEO2021","APS","MiddleEast","Power","Capacity","HydroCap","GW",2045,25.28
"WEO2021","APS","MiddleEast","Power","Capacity","HydroCap","GW",2050,26.02
"WEO2021","APS","Eurasia","Power","Capacity","HydroCap","GW",2030,75.64
"WEO2021","APS","Eurasia","Power","Capacity","HydroCap","GW",2035,79.88
"WEO2021","APS","Eurasia","Power","Capacity","HydroCap","GW",2040,83.39
"WEO2021","APS","Eurasia","Power","Capacity","HydroCap","GW",2045,86.17
"WEO2021","APS","Eurasia","Power","Capacity","HydroCap","GW",2050,88.68
"WEO2021","APS","Russia","Power","Capacity","HydroCap","GW",2030,54.66
"WEO2021","APS","Russia","Power","Capacity","HydroCap","GW",2035,57.23
"WEO2021","APS","Russia","Power","Capacity","HydroCap","GW",2040,58.63
"WEO2021","APS","Russia","Power","Capacity","HydroCap","GW",2045,59.11
"WEO2021","APS","Russia","Power","Capacity","HydroCap","GW",2050,59.15
"WEO2021","APS","AsiaPacific","Power","Capacity","HydroCap","GW",2030,729.35
"WEO2021","APS","AsiaPacific","Power","Capacity","HydroCap","GW",2035,818.89
"WEO2021","APS","AsiaPacific","Power","Capacity","HydroCap","GW",2040,887.55
"WEO2021","APS","AsiaPacific","Power","Capacity","HydroCap","GW",2045,941.73
"WEO2021","APS","AsiaPacific","Power","Capacity","HydroCap","GW",2050,988.74
"WEO2021","APS","China","Power","Capacity","HydroCap","GW",2030,461.13
"WEO2021","APS","China","Power","Capacity","HydroCap","GW",2035,508.48
"WEO2021","APS","China","Power","Capacity","HydroCap","GW",2040,537.45
"WEO2021","APS","China","Power","Capacity","HydroCap","GW",2045,559.75
"WEO2021","APS","China","Power","Capacity","HydroCap","GW",2050,579.97
"WEO2021","APS","India","Power","Capacity","HydroCap","GW",2030,76.43
"WEO2021","APS","India","Power","Capacity","HydroCap","GW",2035,89.46
"WEO2021","APS","India","Power","Capacity","HydroCap","GW",2040,101.35
"WEO2021","APS","India","Power","Capacity","HydroCap","GW",2045,112.96
"WEO2021","APS","India","Power","Capacity","HydroCap","GW",2050,124.99
"WEO2021","APS","Japan","Power","Capacity","HydroCap","GW",2030,52.98
"WEO2021","APS","Japan","Power","Capacity","HydroCap","GW",2035,56.13
"WEO2021","APS","Japan","Power","Capacity","HydroCap","GW",2040,59.59
"WEO2021","APS","Japan","Power","Capacity","HydroCap","GW",2045,60.8
"WEO2021","APS","Japan","Power","Capacity","HydroCap","GW",2050,61.18
"WEO2021","APS","Southeast Asia","Power","Capacity","HydroCap","GW",2030,64.5
"WEO2021","APS","Southeast Asia","Power","Capacity","HydroCap","GW",2035,80.01
"WEO2021","APS","Southeast Asia","Power","Capacity","HydroCap","GW",2040,92.36
"WEO2021","APS","Southeast Asia","Power","Capacity","HydroCap","GW",2045,100.83
"WEO2021","APS","Southeast Asia","Power","Capacity","HydroCap","GW",2050,105.85
"WEO2021","APS","OECD","Power","Capacity","HydroCap","GW",2030,564.83
"WEO2021","APS","OECD","Power","Capacity","HydroCap","GW",2035,589.23
"WEO2021","APS","OECD","Power","Capacity","HydroCap","GW",2040,611
"WEO2021","APS","OECD","Power","Capacity","HydroCap","GW",2045,627.5
"WEO2021","APS","OECD","Power","Capacity","HydroCap","GW",2050,641.09
"WEO2021","APS","NonOECD","Power","Capacity","HydroCap","GW",2030,1019.19
"WEO2021","APS","NonOECD","Power","Capacity","HydroCap","GW",2035,1129.41
"WEO2021","APS","NonOECD","Power","Capacity","HydroCap","GW",2040,1226.26
"WEO2021","APS","NonOECD","Power","Capacity","HydroCap","GW",2045,1319.77
"WEO2021","APS","NonOECD","Power","Capacity","HydroCap","GW",2050,1409.11
"WEO2021","APS","Advanced economies","Power","Capacity","HydroCap","GW",2030,578.64
"WEO2021","APS","Advanced economies","Power","Capacity","HydroCap","GW",2035,603.45
"WEO2021","APS","Advanced economies","Power","Capacity","HydroCap","GW",2040,625.29
"WEO2021","APS","Advanced economies","Power","Capacity","HydroCap","GW",2045,641.88
"WEO2021","APS","Advanced economies","Power","Capacity","HydroCap","GW",2050,655.58
"WEO2021","APS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2030,1005.37
"WEO2021","APS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2035,1115.19
"WEO2021","APS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2040,1211.96
"WEO2021","APS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2045,1305.38
"WEO2021","APS","Emerging market and developing economies","Power","Capacity","HydroCap","GW",2050,1394.61
"WEO2021","SDS","NorthAmerica","Power","Capacity","HydroCap","GW",2030,212.46
"WEO2021","SDS","NorthAmerica","Power","Capacity","HydroCap","GW",2035,221.47
"WEO2021","SDS","NorthAmerica","Power","Capacity","HydroCap","GW",2040,228.38
"WEO2021","SDS","NorthAmerica","Power","Capacity","HydroCap","GW",2045,232.87
"WEO2021","SDS","NorthAmerica","Power","Capacity","HydroCap","GW",2050,236.28
"WEO2021","SDS","US","Power","Capacity","HydroCap","GW",2030,108.26
"WEO2021","SDS","US","Power","Capacity","HydroCap","GW",2035,114.07
"WEO2021","SDS","US","Power","Capacity","HydroCap","GW",2040,117.76
"WEO2021","SDS","US","Power","Capacity","HydroCap","GW",2045,119.01
"WEO2021","SDS","US","Power","Capacity","HydroCap","GW",2050,119.35
"WEO2021","SDS","LatinAmerica","Power","Capacity","HydroCap","GW",2030,208.18
"WEO2021","SDS","LatinAmerica","Power","Capacity","HydroCap","GW",2035,224.04
"WEO2021","SDS","LatinAmerica","Power","Capacity","HydroCap","GW",2040,243.57
"WEO2021","SDS","LatinAmerica","Power","Capacity","HydroCap","GW",2045,266
"WEO2021","SDS","LatinAmerica","Power","Capacity","HydroCap","GW",2050,290.79
"WEO2021","SDS","Brazil","Power","Capacity","HydroCap","GW",2030,113.49
"WEO2021","SDS","Brazil","Power","Capacity","HydroCap","GW",2035,115.28
"WEO2021","SDS","Brazil","Power","Capacity","HydroCap","GW",2040,118.61
"WEO2021","SDS","Brazil","Power","Capacity","HydroCap","GW",2045,122.04
"WEO2021","SDS","Brazil","Power","Capacity","HydroCap","GW",2050,125.08
"WEO2021","SDS","Europe","Power","Capacity","HydroCap","GW",2030,288.07
"WEO2021","SDS","Europe","Power","Capacity","HydroCap","GW",2035,297.25
"WEO2021","SDS","Europe","Power","Capacity","HydroCap","GW",2040,304.41
"WEO2021","SDS","Europe","Power","Capacity","HydroCap","GW",2045,311.15
"WEO2021","SDS","Europe","Power","Capacity","HydroCap","GW",2050,318.33
"WEO2021","SDS","EU27","Power","Capacity","HydroCap","GW",2030,163.05
"WEO2021","SDS","EU27","Power","Capacity","HydroCap","GW",2035,166.56
"WEO2021","SDS","EU27","Power","Capacity","HydroCap","GW",2040,169.18
"WEO2021","SDS","EU27","Power","Capacity","HydroCap","GW",2045,171.41
"WEO2021","SDS","EU27","Power","Capacity","HydroCap","GW",2050,173.31
"WEO2021","SDS","Africa","Power","Capacity","HydroCap","GW",2030,76.95
"WEO2021","SDS","Africa","Power","Capacity","HydroCap","GW",2035,92.38
"WEO2021","SDS","Africa","Power","Capacity","HydroCap","GW",2040,114.52
"WEO2021","SDS","Africa","Power","Capacity","HydroCap","GW",2045,139.31
"WEO2021","SDS","Africa","Power","Capacity","HydroCap","GW",2050,167.75
"WEO2021","SDS","MiddleEast","Power","Capacity","HydroCap","GW",2030,23.75
"WEO2021","SDS","MiddleEast","Power","Capacity","HydroCap","GW",2035,25.99
"WEO2021","SDS","MiddleEast","Power","Capacity","HydroCap","GW",2040,28.53
"WEO2021","SDS","MiddleEast","Power","Capacity","HydroCap","GW",2045,31.27
"WEO2021","SDS","MiddleEast","Power","Capacity","HydroCap","GW",2050,32.82
"WEO2021","SDS","Eurasia","Power","Capacity","HydroCap","GW",2030,96.1
"WEO2021","SDS","Eurasia","Power","Capacity","HydroCap","GW",2035,110.04
"WEO2021","SDS","Eurasia","Power","Capacity","HydroCap","GW",2040,123.22
"WEO2021","SDS","Eurasia","Power","Capacity","HydroCap","GW",2045,135.23
"WEO2021","SDS","Eurasia","Power","Capacity","HydroCap","GW",2050,146.58
"WEO2021","SDS","Russia","Power","Capacity","HydroCap","GW",2030,70.06
"WEO2021","SDS","Russia","Power","Capacity","HydroCap","GW",2035,79.8
"WEO2021","SDS","Russia","Power","Capacity","HydroCap","GW",2040,85.65
"WEO2021","SDS","Russia","Power","Capacity","HydroCap","GW",2045,88.13
"WEO2021","SDS","Russia","Power","Capacity","HydroCap","GW",2050,89.74
"WEO2021","SDS","AsiaPacific","Power","Capacity","HydroCap","GW",2030,773.46
"WEO2021","SDS","AsiaPacific","Power","Capacity","HydroCap","GW",2035,889.75
"WEO2021","SDS","AsiaPacific","Power","Capacity","HydroCap","GW",2040,988.94
"WEO2021","SDS","AsiaPacific","Power","Capacity","HydroCap","GW",2045,1080.01
"WEO2021","SDS","AsiaPacific","Power","Capacity","HydroCap","GW",2050,1167.87
"WEO2021","SDS","China","Power","Capacity","HydroCap","GW",2030,473.44
"WEO2021","SDS","China","Power","Capacity","HydroCap","GW",2035,515.47
"WEO2021","SDS","China","Power","Capacity","HydroCap","GW",2040,540.34
"WEO2021","SDS","China","Power","Capacity","HydroCap","GW",2045,559.48
"WEO2021","SDS","China","Power","Capacity","HydroCap","GW",2050,577.91
"WEO2021","SDS","India","Power","Capacity","HydroCap","GW",2030,83.79
"WEO2021","SDS","India","Power","Capacity","HydroCap","GW",2035,101.69
"WEO2021","SDS","India","Power","Capacity","HydroCap","GW",2040,115.17
"WEO2021","SDS","India","Power","Capacity","HydroCap","GW",2045,124.89
"WEO2021","SDS","India","Power","Capacity","HydroCap","GW",2050,132.22
"WEO2021","SDS","Japan","Power","Capacity","HydroCap","GW",2030,52.98
"WEO2021","SDS","Japan","Power","Capacity","HydroCap","GW",2035,56.13
"WEO2021","SDS","Japan","Power","Capacity","HydroCap","GW",2040,59.59
"WEO2021","SDS","Japan","Power","Capacity","HydroCap","GW",2045,60.8
"WEO2021","SDS","Japan","Power","Capacity","HydroCap","GW",2050,61.18
"WEO2021","SDS","Southeast Asia","Power","Capacity","HydroCap","GW",2030,76.17
"WEO2021","SDS","Southeast Asia","Power","Capacity","HydroCap","GW",2035,112.32
"WEO2021","SDS","Southeast Asia","Power","Capacity","HydroCap","GW",2040,152.77
"WEO2021","SDS","Southeast Asia","Power","Capacity","HydroCap","GW",2045,196.25
"WEO2021","SDS","Southeast Asia","Power","Capacity","HydroCap","GW",2050,237.11
"WEO2021","SDS","OECD","Power","Capacity","HydroCap","GW",2030,569.94
"WEO2021","SDS","OECD","Power","Capacity","HydroCap","GW",2035,590.26
