"Scenario","Region","Sector","Units","Variable_class","Sub_variable_class_1","Sub_variable_class_2","year","value"
"FPS","EEU","Total","PJ","Primary energy demand","Coal",NA,"2029",2448.327997
"FPS","EURA","Total","PJ","Primary energy demand","Coal",NA,"2029",3586.168648
"FPS","GCC","Total","PJ","Primary energy demand","Coal",NA,"2029",85.23304837
"FPS","IND","Total","PJ","Primary energy demand","Coal",NA,"2029",17503.73632
"FPS","IDN","Total","PJ","Primary energy demand","Coal",NA,"2029",3864.772096
"FPS","JPN","Total","PJ","Primary energy demand","Coal",NA,"2029",3268.501021
"FPS","MENA","Total","PJ","Primary energy demand","Coal",NA,"2029",2824.214745
"FPS","RUS","Total","PJ","Primary energy demand","Coal",NA,"2029",4011.2556
"FPS","SA","Total","PJ","Primary energy demand","Coal",NA,"2029",682.7142766
"FPS","ZAF","Total","PJ","Primary energy demand","Coal",NA,"2029",3178.950121
"FPS","SEAO","Total","PJ","Primary energy demand","Coal",NA,"2029",6700.770303
"FPS","KOR","Total","PJ","Primary energy demand","Coal",NA,"2029",2531.432011
"FPS","SSA","Total","PJ","Primary energy demand","Coal",NA,"2029",526.5062517
"FPS","GBR","Total","PJ","Primary energy demand","Coal",NA,"2029",142.1179944
"FPS","USA","Total","PJ","Primary energy demand","Coal",NA,"2029",4842.411915
"FPS","WEU","Total","PJ","Primary energy demand","Coal",NA,"2029",3352.552205
"FPS","WORLD","Total","PJ","Primary energy demand","Coal",NA,"2029",145843.1849
"FPS","AUS","Total","PJ","Primary energy demand","Biomass",NA,"2029",373.2168659
"FPS","BRA","Total","PJ","Primary energy demand","Biomass",NA,"2029",3608.641763
"FPS","CAN","Total","PJ","Primary energy demand","Biomass",NA,"2029",767.0127703
"FPS","CHN","Total","PJ","Primary energy demand","Biomass",NA,"2029",4904.128584
"FPS","CSA","Total","PJ","Primary energy demand","Biomass",NA,"2029",1725.40634
"FPS","EEU","Total","PJ","Primary energy demand","Biomass",NA,"2029",1305.823612
"FPS","EURA","Total","PJ","Primary energy demand","Biomass",NA,"2029",500.7932826
"FPS","GCC","Total","PJ","Primary energy demand","Biomass",NA,"2029",423.8691776
"FPS","IND","Total","PJ","Primary energy demand","Biomass",NA,"2029",4264.027725
"FPS","IDN","Total","PJ","Primary energy demand","Biomass",NA,"2029",1152.043733
"FPS","JPN","Total","PJ","Primary energy demand","Biomass",NA,"2029",956.4219059
"FPS","MENA","Total","PJ","Primary energy demand","Biomass",NA,"2029",1891.030084
"FPS","RUS","Total","PJ","Primary energy demand","Biomass",NA,"2029",844.605016
"FPS","SA","Total","PJ","Primary energy demand","Biomass",NA,"2029",807.8100698
"FPS","ZAF","Total","PJ","Primary energy demand","Biomass",NA,"2029",500.0969672
"FPS","SEAO","Total","PJ","Primary energy demand","Biomass",NA,"2029",2422.563387
"FPS","KOR","Total","PJ","Primary energy demand","Biomass",NA,"2029",460.1980966
"FPS","SSA","Total","PJ","Primary energy demand","Biomass",NA,"2029",3628.040936
"FPS","GBR","Total","PJ","Primary energy demand","Biomass",NA,"2029",772.7849095
"FPS","USA","Total","PJ","Primary energy demand","Biomass",NA,"2029",5363.497629
"FPS","WEU","Total","PJ","Primary energy demand","Biomass",NA,"2029",5309.76481
"FPS","WORLD","Total","PJ","Primary energy demand","Biomass",NA,"2029",41981.77766
"RPS","AUS","Power","GW","Capacity","Electricity generation","Coal","2029",2.002540109
"RPS","BRA","Power","GW","Capacity","Electricity generation","Coal","2029",2.153179673
"RPS","CAN","Power","GW","Capacity","Electricity generation","Coal","2029",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Coal","2029",635.0641091
"RPS","CSA","Power","GW","Capacity","Electricity generation","Coal","2029",6.812542816
"RPS","EEU","Power","GW","Capacity","Electricity generation","Coal","2029",4.491302116
"RPS","EURA","Power","GW","Capacity","Electricity generation","Coal","2029",40.13708471
"RPS","GCC","Power","GW","Capacity","Electricity generation","Coal","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Coal","2029",153.3813855
"RPS","IDN","Power","GW","Capacity","Electricity generation","Coal","2029",30.73226773
"RPS","JPN","Power","GW","Capacity","Electricity generation","Coal","2029",16.71401354
"RPS","MENA","Power","GW","Capacity","Electricity generation","Coal","2029",33.15229609
"RPS","RUS","Power","GW","Capacity","Electricity generation","Coal","2029",35.43068946
"RPS","SA","Power","GW","Capacity","Electricity generation","Coal","2029",6.115317422
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Coal","2029",17.09498003
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Coal","2029",54.08842826
"RPS","KOR","Power","GW","Capacity","Electricity generation","Coal","2029",13.68013774
"RPS","SSA","Power","GW","Capacity","Electricity generation","Coal","2029",5.756409449
"RPS","GBR","Power","GW","Capacity","Electricity generation","Coal","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Coal","2029",17.51335444
"RPS","WEU","Power","GW","Capacity","Electricity generation","Coal","2029",6.164473634
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Coal","2029",1080.484512
"RPS","AUS","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","CAN","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","CSA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","EURA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","MENA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","SSA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Coal CCS","2029",0
"RPS","AUS","Power","GW","Capacity","Electricity generation","Oil","2029",0.247889319
"RPS","BRA","Power","GW","Capacity","Electricity generation","Oil","2029",3.888835887
"RPS","CAN","Power","GW","Capacity","Electricity generation","Oil","2029",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Oil","2029",7.933613209
"RPS","CSA","Power","GW","Capacity","Electricity generation","Oil","2029",23.45948026
"RPS","EEU","Power","GW","Capacity","Electricity generation","Oil","2029",0.144798934
"RPS","EURA","Power","GW","Capacity","Electricity generation","Oil","2029",9.959525657
"RPS","GCC","Power","GW","Capacity","Electricity generation","Oil","2029",49.66109817
"RPS","IND","Power","GW","Capacity","Electricity generation","Oil","2029",5.115452487
"RPS","IDN","Power","GW","Capacity","Electricity generation","Oil","2029",11.3202357
"RPS","JPN","Power","GW","Capacity","Electricity generation","Oil","2029",9.979279683
"RPS","MENA","Power","GW","Capacity","Electricity generation","Oil","2029",59.80987503
"RPS","RUS","Power","GW","Capacity","Electricity generation","Oil","2029",13.1072721
"RPS","SA","Power","GW","Capacity","Electricity generation","Oil","2029",20.68908371
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Oil","2029",1.345316201
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Oil","2029",23.19279391
"RPS","KOR","Power","GW","Capacity","Electricity generation","Oil","2029",0.871598451
"RPS","SSA","Power","GW","Capacity","Electricity generation","Oil","2029",22.31484637
"RPS","GBR","Power","GW","Capacity","Electricity generation","Oil","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Oil","2029",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Oil","2029",1.626790787
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Oil","2029",264.6677859
"RPS","AUS","Power","GW","Capacity","Electricity generation","Natural gas","2029",13.45018764
"RPS","BRA","Power","GW","Capacity","Electricity generation","Natural gas","2029",11.12716232
"RPS","CAN","Power","GW","Capacity","Electricity generation","Natural gas","2029",1.014878938
"RPS","CHN","Power","GW","Capacity","Electricity generation","Natural gas","2029",44.33437038
"RPS","CSA","Power","GW","Capacity","Electricity generation","Natural gas","2029",78.77149716
"RPS","EEU","Power","GW","Capacity","Electricity generation","Natural gas","2029",8.15577717
"RPS","EURA","Power","GW","Capacity","Electricity generation","Natural gas","2029",47.04199895
"RPS","GCC","Power","GW","Capacity","Electricity generation","Natural gas","2029",106.4351864
"RPS","IND","Power","GW","Capacity","Electricity generation","Natural gas","2029",37.67204702
"RPS","IDN","Power","GW","Capacity","Electricity generation","Natural gas","2029",17.14475013
"RPS","JPN","Power","GW","Capacity","Electricity generation","Natural gas","2029",20.05855683
"RPS","MENA","Power","GW","Capacity","Electricity generation","Natural gas","2029",187.5467966
"RPS","RUS","Power","GW","Capacity","Electricity generation","Natural gas","2029",105.3492328
"RPS","SA","Power","GW","Capacity","Electricity generation","Natural gas","2029",42.41294678
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Natural gas","2029",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Natural gas","2029",74.90657516
"RPS","KOR","Power","GW","Capacity","Electricity generation","Natural gas","2029",14.19758318
"RPS","SSA","Power","GW","Capacity","Electricity generation","Natural gas","2029",49.33318131
"RPS","GBR","Power","GW","Capacity","Electricity generation","Natural gas","2029",14.10928095
"RPS","USA","Power","GW","Capacity","Electricity generation","Natural gas","2029",202.9677099
"RPS","WEU","Power","GW","Capacity","Electricity generation","Natural gas","2029",67.65192233
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Natural gas","2029",1143.681642
"RPS","AUS","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",1.358151058
"RPS","BRA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",4.996504204
"RPS","CAN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",14.98201616
"RPS","CHN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","CSA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",21.13866927
"RPS","EURA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","MENA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","SSA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",30.60648428
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Natural gas CCS","2029",73.08182497
"RPS","AUS","Power","GW","Capacity","Electricity generation","Nuclear","2029",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Nuclear","2029",2.273299325
"RPS","CAN","Power","GW","Capacity","Electricity generation","Nuclear","2029",11.98961047
"RPS","CHN","Power","GW","Capacity","Electricity generation","Nuclear","2029",85.44589665
"RPS","CSA","Power","GW","Capacity","Electricity generation","Nuclear","2029",3.304484351
"RPS","EEU","Power","GW","Capacity","Electricity generation","Nuclear","2029",13.44831678
"RPS","EURA","Power","GW","Capacity","Electricity generation","Nuclear","2029",13.17317426
"RPS","GCC","Power","GW","Capacity","Electricity generation","Nuclear","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Nuclear","2029",13.08048887
"RPS","IDN","Power","GW","Capacity","Electricity generation","Nuclear","2029",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Nuclear","2029",13.42769776
"RPS","MENA","Power","GW","Capacity","Electricity generation","Nuclear","2029",1.156248639
"RPS","RUS","Power","GW","Capacity","Electricity generation","Nuclear","2029",25.64403955
"RPS","SA","Power","GW","Capacity","Electricity generation","Nuclear","2029",1.917514143
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Nuclear","2029",1.89387355
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Nuclear","2029",4.013220965
"RPS","KOR","Power","GW","Capacity","Electricity generation","Nuclear","2029",20.73205862
"RPS","SSA","Power","GW","Capacity","Electricity generation","Nuclear","2029",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Nuclear","2029",9.460918812
"RPS","USA","Power","GW","Capacity","Electricity generation","Nuclear","2029",85.81781722
"RPS","WEU","Power","GW","Capacity","Electricity generation","Nuclear","2029",84.66251982
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Nuclear","2029",391.4411798
"RPS","AUS","Power","GW","Capacity","Electricity generation","Hydro","2029",4.062757322
"RPS","BRA","Power","GW","Capacity","Electricity generation","Hydro","2029",122.0346245
"RPS","CAN","Power","GW","Capacity","Electricity generation","Hydro","2029",79.70539676
"RPS","CHN","Power","GW","Capacity","Electricity generation","Hydro","2029",425.4626002
"RPS","CSA","Power","GW","Capacity","Electricity generation","Hydro","2029",103.6323829
"RPS","EEU","Power","GW","Capacity","Electricity generation","Hydro","2029",14.43896312
"RPS","EURA","Power","GW","Capacity","Electricity generation","Hydro","2029",29.17746834
"RPS","GCC","Power","GW","Capacity","Electricity generation","Hydro","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Hydro","2029",54.24239057
"RPS","IDN","Power","GW","Capacity","Electricity generation","Hydro","2029",10.47248869
"RPS","JPN","Power","GW","Capacity","Electricity generation","Hydro","2029",18.88813914
"RPS","MENA","Power","GW","Capacity","Electricity generation","Hydro","2029",38.85881213
"RPS","RUS","Power","GW","Capacity","Electricity generation","Hydro","2029",54.96680526
"RPS","SA","Power","GW","Capacity","Electricity generation","Hydro","2029",20.29868696
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Hydro","2029",0.502311807
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Hydro","2029",84.19109992
"RPS","KOR","Power","GW","Capacity","Electricity generation","Hydro","2029",0.829699754
"RPS","SSA","Power","GW","Capacity","Electricity generation","Hydro","2029",51.17049533
"RPS","GBR","Power","GW","Capacity","Electricity generation","Hydro","2029",1.478360717
"RPS","USA","Power","GW","Capacity","Electricity generation","Hydro","2029",82.35935962
"RPS","WEU","Power","GW","Capacity","Electricity generation","Hydro","2029",127.4053917
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Hydro","2029",1324.178235
"RPS","AUS","Power","GW","Capacity","Electricity generation","Biomass","2029",1.979241077
"RPS","BRA","Power","GW","Capacity","Electricity generation","Biomass","2029",19.89607307
"RPS","CAN","Power","GW","Capacity","Electricity generation","Biomass","2029",4.986638868
"RPS","CHN","Power","GW","Capacity","Electricity generation","Biomass","2029",37.77292027
"RPS","CSA","Power","GW","Capacity","Electricity generation","Biomass","2029",9.189485857
"RPS","EEU","Power","GW","Capacity","Electricity generation","Biomass","2029",5.820354074
"RPS","EURA","Power","GW","Capacity","Electricity generation","Biomass","2029",0.628578616
"RPS","GCC","Power","GW","Capacity","Electricity generation","Biomass","2029",0.001702945
"RPS","IND","Power","GW","Capacity","Electricity generation","Biomass","2029",56.18070259
"RPS","IDN","Power","GW","Capacity","Electricity generation","Biomass","2029",8.406622367
"RPS","JPN","Power","GW","Capacity","Electricity generation","Biomass","2029",6.313407195
"RPS","MENA","Power","GW","Capacity","Electricity generation","Biomass","2029",1.637862598
"RPS","RUS","Power","GW","Capacity","Electricity generation","Biomass","2029",2.787300829
"RPS","SA","Power","GW","Capacity","Electricity generation","Biomass","2029",0.504302965
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Biomass","2029",0.891357457
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Biomass","2029",7.429032897
"RPS","KOR","Power","GW","Capacity","Electricity generation","Biomass","2029",2.511332949
"RPS","SSA","Power","GW","Capacity","Electricity generation","Biomass","2029",1.720049579
"RPS","GBR","Power","GW","Capacity","Electricity generation","Biomass","2029",9.382628481
"RPS","USA","Power","GW","Capacity","Electricity generation","Biomass","2029",20.33147427
"RPS","WEU","Power","GW","Capacity","Electricity generation","Biomass","2029",40.60100119
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Biomass","2029",238.9720702
"RPS","AUS","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","CAN","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","CSA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","EURA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","MENA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","SSA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Biomass CCS","2029",0
"RPS","AUS","Power","GW","Capacity","Electricity generation","Solar","2029",50.41215256
"RPS","BRA","Power","GW","Capacity","Electricity generation","Solar","2029",12.22093557
"RPS","CAN","Power","GW","Capacity","Electricity generation","Solar","2029",23.42829807
"RPS","CHN","Power","GW","Capacity","Electricity generation","Solar","2029",1482.789867
"RPS","CSA","Power","GW","Capacity","Electricity generation","Solar","2029",92.08355411
"RPS","EEU","Power","GW","Capacity","Electricity generation","Solar","2029",154.8576094
"RPS","EURA","Power","GW","Capacity","Electricity generation","Solar","2029",46.46105065
"RPS","GCC","Power","GW","Capacity","Electricity generation","Solar","2029",87.2797353
"RPS","IND","Power","GW","Capacity","Electricity generation","Solar","2029",383.1501789
"RPS","IDN","Power","GW","Capacity","Electricity generation","Solar","2029",179.6036752
"RPS","JPN","Power","GW","Capacity","Electricity generation","Solar","2029",302.1895673
"RPS","MENA","Power","GW","Capacity","Electricity generation","Solar","2029",148.6666323
"RPS","RUS","Power","GW","Capacity","Electricity generation","Solar","2029",133.8753818
"RPS","SA","Power","GW","Capacity","Electricity generation","Solar","2029",30.12486843
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Solar","2029",52.50055378
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Solar","2029",155.8089262
"RPS","KOR","Power","GW","Capacity","Electricity generation","Solar","2029",136.8310492
"RPS","SSA","Power","GW","Capacity","Electricity generation","Solar","2029",49.6912673
"RPS","GBR","Power","GW","Capacity","Electricity generation","Solar","2029",41.45470759
"RPS","USA","Power","GW","Capacity","Electricity generation","Solar","2029",1070.174092
"RPS","WEU","Power","GW","Capacity","Electricity generation","Solar","2029",334.5123673
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Solar","2029",4968.11647
"RPS","AUS","Power","GW","Capacity","Electricity generation","Onshore wind","2029",34.58399695
"RPS","BRA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",25.01011347
"RPS","CAN","Power","GW","Capacity","Electricity generation","Onshore wind","2029",34.30325165
"RPS","CHN","Power","GW","Capacity","Electricity generation","Onshore wind","2029",1101.359864
"RPS","CSA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",91.82696795
"RPS","EEU","Power","GW","Capacity","Electricity generation","Onshore wind","2029",25.46940764
"RPS","EURA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",34.49226198
"RPS","GCC","Power","GW","Capacity","Electricity generation","Onshore wind","2029",4.242873939
"RPS","IND","Power","GW","Capacity","Electricity generation","Onshore wind","2029",263.6930071
"RPS","IDN","Power","GW","Capacity","Electricity generation","Onshore wind","2029",25.72753296
"RPS","JPN","Power","GW","Capacity","Electricity generation","Onshore wind","2029",23.21594278
"RPS","MENA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",113.0855492
"RPS","RUS","Power","GW","Capacity","Electricity generation","Onshore wind","2029",19.50362964
"RPS","SA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",19.423674
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Onshore wind","2029",27.12041376
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Onshore wind","2029",65.48352308
"RPS","KOR","Power","GW","Capacity","Electricity generation","Onshore wind","2029",25.12965396
"RPS","SSA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",37.14256456
"RPS","GBR","Power","GW","Capacity","Electricity generation","Onshore wind","2029",28.68610843
"RPS","USA","Power","GW","Capacity","Electricity generation","Onshore wind","2029",186.4917796
"RPS","WEU","Power","GW","Capacity","Electricity generation","Onshore wind","2029",255.7094463
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Onshore wind","2029",2441.701563
"RPS","AUS","Power","GW","Capacity","Electricity generation","Offshore wind","2029",2.884180453
"RPS","BRA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",1.308207793
"RPS","CAN","Power","GW","Capacity","Electricity generation","Offshore wind","2029",4.05127857
"RPS","CHN","Power","GW","Capacity","Electricity generation","Offshore wind","2029",66.86566366
"RPS","CSA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",5.048189487
"RPS","EEU","Power","GW","Capacity","Electricity generation","Offshore wind","2029",5.192359527
"RPS","EURA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",3.724402512
"RPS","GCC","Power","GW","Capacity","Electricity generation","Offshore wind","2029",0.914961426
"RPS","IND","Power","GW","Capacity","Electricity generation","Offshore wind","2029",11.43616578
"RPS","IDN","Power","GW","Capacity","Electricity generation","Offshore wind","2029",6.362207097
"RPS","JPN","Power","GW","Capacity","Electricity generation","Offshore wind","2029",12.55642971
"RPS","MENA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",6.24515543
"RPS","RUS","Power","GW","Capacity","Electricity generation","Offshore wind","2029",3.657394084
"RPS","SA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",0.89023843
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Offshore wind","2029",1.949828112
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Offshore wind","2029",7.040809431
"RPS","KOR","Power","GW","Capacity","Electricity generation","Offshore wind","2029",10.78074012
"RPS","SSA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",1.555923321
"RPS","GBR","Power","GW","Capacity","Electricity generation","Offshore wind","2029",19.23140251
"RPS","USA","Power","GW","Capacity","Electricity generation","Offshore wind","2029",129.9262976
"RPS","WEU","Power","GW","Capacity","Electricity generation","Offshore wind","2029",29.3823421
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Offshore wind","2029",331.0041771
"RPS","AUS","Power","GW","Capacity","Electricity generation","Hydrogen","2029",1.358151058
"RPS","BRA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",4.996504204
"RPS","CAN","Power","GW","Capacity","Electricity generation","Hydrogen","2029",14.98201616
"RPS","CHN","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","CSA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Hydrogen","2029",21.13866927
"RPS","EURA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","MENA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","SSA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Hydrogen","2029",30.60648428
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Hydrogen","2029",0
"RPS","AUS","Total","PJ","Primary energy demand","Oil",NA,"2029",1613.570247
"RPS","BRA","Total","PJ","Primary energy demand","Oil",NA,"2029",4220.154231
"RPS","CAN","Total","PJ","Primary energy demand","Oil",NA,"2029",3191.36588
"RPS","CHN","Total","PJ","Primary energy demand","Oil",NA,"2029",33154.57334
"RPS","CSA","Total","PJ","Primary energy demand","Oil",NA,"2029",9468.576725
"RPS","EEU","Total","PJ","Primary energy demand","Oil",NA,"2029",2264.529989
"RPS","EURA","Total","PJ","Primary energy demand","Oil",NA,"2029",3109.140516
"RPS","GCC","Total","PJ","Primary energy demand","Oil",NA,"2029",8873.457876
"RPS","IND","Total","PJ","Primary energy demand","Oil",NA,"2029",14212.55876
"RPS","IDN","Total","PJ","Primary energy demand","Oil",NA,"2029",3931.516617
"RPS","JPN","Total","PJ","Primary energy demand","Oil",NA,"2029",5279.676793
"RPS","MENA","Total","PJ","Primary energy demand","Oil",NA,"2029",14011.23892
"RPS","RUS","Total","PJ","Primary energy demand","Oil",NA,"2029",5292.540471
"RPS","SA","Total","PJ","Primary energy demand","Oil",NA,"2029",2987.673841
"RPS","ZAF","Total","PJ","Primary energy demand","Oil",NA,"2029",1288.212845
