"Annual energy","units","scenario","year","value","scenario_geography"
"solar_electricity","EJ","Oxford2021_fast","2032",78.96398811,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2032",0.07351904,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2032",0.00720576,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2032",0.00187407,"Global"
"hydrogen","EJ","Oxford2021_fast","2032",1.59224083,"Global"
"oil_final","EJ","Oxford2021_base","2033",173.7972432,"Global"
"coal_final","EJ","Oxford2021_base","2033",51.85630708,"Global"
"gas_final","EJ","Oxford2021_base","2033",75.77241344,"Global"
"coal_electricity","EJ","Oxford2021_base","2033",47.56834631,"Global"
"gas_electricity","EJ","Oxford2021_base","2033",30.01286394,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2033",13.05492288,"Global"
"hydro_electricity","EJ","Oxford2021_base","2033",19.87807918,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2033",3.73988485,"Global"
"wind_electricity","EJ","Oxford2021_base","2033",7.52676026,"Global"
"solar_electricity","EJ","Oxford2021_base","2033",6.17423326,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2033",0.00045625,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2033",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2033",0,"Global"
"hydrogen","EJ","Oxford2021_base","2033",0.00175662,"Global"
"oil_final","EJ","Oxford2021_fast","2033",59.61900264,"Global"
"coal_final","EJ","Oxford2021_fast","2033",15.55725085,"Global"
"gas_final","EJ","Oxford2021_fast","2033",37.00661514,"Global"
"coal_electricity","EJ","Oxford2021_fast","2033",7.77607275,"Global"
"gas_electricity","EJ","Oxford2021_fast","2033",37.42834901,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2033",9.86677533,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2033",20.32261191,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2033",9.44197752,"Global"
"wind_electricity","EJ","Oxford2021_fast","2033",51.19170668,"Global"
"solar_electricity","EJ","Oxford2021_fast","2033",93.21621174,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2033",0.08454689,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2033",0.01152922,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2033",0.00337332,"Global"
"hydrogen","EJ","Oxford2021_fast","2033",2.60571878,"Global"
"oil_final","EJ","Oxford2021_base","2034",177.273188,"Global"
"coal_final","EJ","Oxford2021_base","2034",52.89343322,"Global"
"gas_final","EJ","Oxford2021_base","2034",77.28786716,"Global"
"coal_electricity","EJ","Oxford2021_base","2034",48.42457654,"Global"
"gas_electricity","EJ","Oxford2021_base","2034",30.61312122,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2034",13.31602134,"Global"
"hydro_electricity","EJ","Oxford2021_base","2034",20.1824542,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2034",3.71163226,"Global"
"wind_electricity","EJ","Oxford2021_base","2034",7.75256307,"Global"
"solar_electricity","EJ","Oxford2021_base","2034",6.51381609,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2034",0.00046537,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2034",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2034",0,"Global"
"hydrogen","EJ","Oxford2021_base","2034",0.00178631,"Global"
"oil_final","EJ","Oxford2021_fast","2034",50.29764747,"Global"
"coal_final","EJ","Oxford2021_fast","2034",13.65343771,"Global"
"gas_final","EJ","Oxford2021_fast","2034",36.14063856,"Global"
"coal_electricity","EJ","Oxford2021_fast","2034",5.46453941,"Global"
"gas_electricity","EJ","Oxford2021_fast","2034",33.37207548,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2034",9.47210431,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2034",20.72906415,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2034",9.88218198,"Global"
"wind_electricity","EJ","Oxford2021_fast","2034",55.04508843,"Global"
"solar_electricity","EJ","Oxford2021_fast","2034",107.6593904,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2034",0.09389678,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2034",0.01844674,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2034",0.00607198,"Global"
"hydrogen","EJ","Oxford2021_fast","2034",4.25716158,"Global"
"oil_final","EJ","Oxford2021_base","2035",180.8186518,"Global"
"coal_final","EJ","Oxford2021_base","2035",53.95130188,"Global"
"gas_final","EJ","Oxford2021_base","2035",78.83363011,"Global"
"coal_electricity","EJ","Oxford2021_base","2035",49.29621892,"Global"
"gas_electricity","EJ","Oxford2021_base","2035",31.22538365,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2035",13.58234177,"Global"
"hydro_electricity","EJ","Oxford2021_base","2035",20.49023242,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2035",3.69331803,"Global"
"wind_electricity","EJ","Oxford2021_base","2035",7.98513996,"Global"
"solar_electricity","EJ","Oxford2021_base","2035",6.85182566,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2035",0.00047468,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2035",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2035",0,"Global"
"hydrogen","EJ","Oxford2021_base","2035",0.00181643,"Global"
"oil_final","EJ","Oxford2021_fast","2035",42.75781511,"Global"
"coal_final","EJ","Oxford2021_fast","2035",11.98399303,"Global"
"gas_final","EJ","Oxford2021_fast","2035",37.79909891,"Global"
"coal_electricity","EJ","Oxford2021_fast","2035",3.8310688,"Global"
"gas_electricity","EJ","Oxford2021_fast","2035",26.88925278,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2035",9.09322014,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2035",21.14364543,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2035",10.17864744,"Global"
"wind_electricity","EJ","Oxford2021_fast","2035",58.78955174,"Global"
"solar_electricity","EJ","Oxford2021_fast","2035",122.2412056,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2035",0.10157508,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2035",0.02951479,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2035",0.01092956,"Global"
"hydrogen","EJ","Oxford2021_fast","2035",6.93659867,"Global"
"oil_final","EJ","Oxford2021_base","2036",184.4350248,"Global"
"coal_final","EJ","Oxford2021_base","2036",55.03032792,"Global"
"gas_final","EJ","Oxford2021_base","2036",80.41030848,"Global"
"coal_electricity","EJ","Oxford2021_base","2036",50.18355086,"Global"
"gas_electricity","EJ","Oxford2021_base","2036",31.84989132,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2036",13.8539886,"Global"
"hydro_electricity","EJ","Oxford2021_base","2036",20.80142603,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2036",3.68666783,"Global"
"wind_electricity","EJ","Oxford2021_base","2036",8.22469416,"Global"
"solar_electricity","EJ","Oxford2021_base","2036",7.18672257,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2036",0.00048418,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2036",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2036",0,"Global"
"hydrogen","EJ","Oxford2021_base","2036",0.00184699,"Global"
"oil_final","EJ","Oxford2021_fast","2036",36.04644992,"Global"
"coal_final","EJ","Oxford2021_fast","2036",10.51984686,"Global"
"gas_final","EJ","Oxford2021_fast","2036",37.92032938,"Global"
"coal_electricity","EJ","Oxford2021_fast","2036",2.68336912,"Global"
"gas_electricity","EJ","Oxford2021_fast","2036",21.75461252,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2036",8.72949134,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2036",21.56651834,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2036",10.48400686,"Global"
"wind_electricity","EJ","Oxford2021_fast","2036",62.31692484,"Global"
"solar_electricity","EJ","Oxford2021_fast","2036",137.1479225,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2036",0.10819489,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2036",0.04722366,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2036",0.0196732,"Global"
"hydrogen","EJ","Oxford2021_fast","2036",11.25004779,"Global"
"oil_final","EJ","Oxford2021_base","2037",188.1237253,"Global"
"coal_final","EJ","Oxford2021_base","2037",56.13093448,"Global"
"gas_final","EJ","Oxford2021_base","2037",82.01852058,"Global"
"coal_electricity","EJ","Oxford2021_base","2037",51.08685478,"Global"
"gas_electricity","EJ","Oxford2021_base","2037",32.48688915,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2037",14.13106837,"Global"
"hydro_electricity","EJ","Oxford2021_base","2037",21.11604705,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2037",3.69277046,"Global"
"wind_electricity","EJ","Oxford2021_base","2037",8.47143499,"Global"
"solar_electricity","EJ","Oxford2021_base","2037",7.51760693,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2037",0.00049386,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2037",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2037",0,"Global"
"hydrogen","EJ","Oxford2021_base","2037",0.001878,"Global"
"oil_final","EJ","Oxford2021_fast","2037",29.51552397,"Global"
"coal_final","EJ","Oxford2021_fast","2037",9.23556894,"Global"
"gas_final","EJ","Oxford2021_fast","2037",35.94599699,"Global"
"coal_electricity","EJ","Oxford2021_fast","2037",1.87835838,"Global"
"gas_electricity","EJ","Oxford2021_fast","2037",18.62453287,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2037",8.38031168,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2037",21.99784871,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2037",10.79852707,"Global"
"wind_electricity","EJ","Oxford2021_fast","2037",66.05594034,"Global"
"solar_electricity","EJ","Oxford2021_fast","2037",152.6756818,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2037",0.11401132,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2037",0.07555786,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2037",0.03541177,"Global"
"hydrogen","EJ","Oxford2021_fast","2037",18.01409504,"Global"
"oil_final","EJ","Oxford2021_base","2038",191.8861998,"Global"
"coal_final","EJ","Oxford2021_base","2038",57.25355317,"Global"
"gas_final","EJ","Oxford2021_base","2038",83.65889709,"Global"
"coal_electricity","EJ","Oxford2021_base","2038",52.00641816,"Global"
"gas_electricity","EJ","Oxford2021_base","2038",33.13662693,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2038",14.41368974,"Global"
"hydro_electricity","EJ","Oxford2021_base","2038",21.43410744,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2038",3.71207121,"Global"
"wind_electricity","EJ","Oxford2021_base","2038",8.72557804,"Global"
"solar_electricity","EJ","Oxford2021_base","2038",7.84422493,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2038",0.00050374,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2038",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2038",0,"Global"
"hydrogen","EJ","Oxford2021_base","2038",0.00190946,"Global"
"oil_final","EJ","Oxford2021_fast","2038",25.9111139,"Global"
"coal_final","EJ","Oxford2021_fast","2038",8.10890779,"Global"
"gas_final","EJ","Oxford2021_fast","2038",31.42401232,"Global"
"coal_electricity","EJ","Oxford2021_fast","2038",1.31485087,"Global"
"gas_electricity","EJ","Oxford2021_fast","2038",17.33797838,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2038",8.04509922,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2038",22.43780568,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2038",11.12248288,"Global"
"wind_electricity","EJ","Oxford2021_fast","2038",70.01929676,"Global"
"solar_electricity","EJ","Oxford2021_fast","2038",169.1380382,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2038",0.11629155,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2038",0.12089258,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2038",0.06374118,"Global"
"hydrogen","EJ","Oxford2021_fast","2038",27.98932609,"Global"
"oil_final","EJ","Oxford2021_base","2039",195.7239238,"Global"
"coal_final","EJ","Oxford2021_base","2039",58.39862423,"Global"
"gas_final","EJ","Oxford2021_base","2039",85.3320813,"Global"
"coal_electricity","EJ","Oxford2021_base","2039",52.94253369,"Global"
"gas_electricity","EJ","Oxford2021_base","2039",33.79935947,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2039",14.70196354,"Global"
"hydro_electricity","EJ","Oxford2021_base","2039",21.75561906,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2039",3.83178902,"Global"
"wind_electricity","EJ","Oxford2021_base","2039",8.98734538,"Global"
"solar_electricity","EJ","Oxford2021_base","2039",8.07955168,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2039",0.00051381,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2039",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2039",0,"Global"
"hydrogen","EJ","Oxford2021_base","2039",0.00194138,"Global"
"oil_final","EJ","Oxford2021_fast","2039",20.95499438,"Global"
"coal_final","EJ","Oxford2021_fast","2039",7.12038883,"Global"
"gas_final","EJ","Oxford2021_fast","2039",24.79737457,"Global"
"coal_electricity","EJ","Oxford2021_fast","2039",0.92039561,"Global"
"gas_electricity","EJ","Oxford2021_fast","2039",18.52510521,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2039",7.72329525,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2039",22.88656179,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2039",11.45615736,"Global"
"wind_electricity","EJ","Oxford2021_fast","2039",74.22045456,"Global"
"solar_electricity","EJ","Oxford2021_fast","2039",186.8271701,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2039",0.11861738,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2039",0.14303979,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2039",0.0715199,"Global"
"hydrogen","EJ","Oxford2021_fast","2039",40.89371133,"Global"
"oil_final","EJ","Oxford2021_base","2040",199.6384023,"Global"
"coal_final","EJ","Oxford2021_base","2040",59.56659671,"Global"
"gas_final","EJ","Oxford2021_base","2040",87.03872936,"Global"
"coal_electricity","EJ","Oxford2021_base","2040",53.8954993,"Global"
"gas_electricity","EJ","Oxford2021_base","2040",34.47534666,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2040",14.99600281,"Global"
"hydro_electricity","EJ","Oxford2021_base","2040",22.08059369,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2040",3.95376945,"Global"
"wind_electricity","EJ","Oxford2021_base","2040",9.25696574,"Global"
"solar_electricity","EJ","Oxford2021_base","2040",8.32193823,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2040",0.00052409,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2040",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2040",0,"Global"
"hydrogen","EJ","Oxford2021_base","2040",0.00197377,"Global"
"oil_final","EJ","Oxford2021_fast","2040",16.29673617,"Global"
"coal_final","EJ","Oxford2021_fast","2040",6.25296416,"Global"
"gas_final","EJ","Oxford2021_fast","2040",18.33147577,"Global"
"coal_electricity","EJ","Oxford2021_fast","2040",0.64427693,"Global"
"gas_electricity","EJ","Oxford2021_fast","2040",17.66925021,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2040",7.41436344,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2040",23.34429303,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2040",11.79984209,"Global"
"wind_electricity","EJ","Oxford2021_fast","2040",78.67368183,"Global"
"solar_electricity","EJ","Oxford2021_fast","2040",206.0083898,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2040",0.12098973,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2040",0.15599018,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2040",0.07799509,"Global"
"hydrogen","EJ","Oxford2021_fast","2040",53.75848473,"Global"
"oil_final","EJ","Oxford2021_base","2041",203.6311703,"Global"
"coal_final","EJ","Oxford2021_base","2041",60.75792865,"Global"
"gas_final","EJ","Oxford2021_base","2041",88.77951057,"Global"
"coal_electricity","EJ","Oxford2021_base","2041",54.86561829,"Global"
"gas_electricity","EJ","Oxford2021_base","2041",35.16485359,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2041",15.29592286,"Global"
"hydro_electricity","EJ","Oxford2021_base","2041",22.40904309,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2041",4.07799981,"Global"
"wind_electricity","EJ","Oxford2021_base","2041",9.53467471,"Global"
"solar_electricity","EJ","Oxford2021_base","2041",8.57159638,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2041",0.00053457,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2041",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2041",0,"Global"
"hydrogen","EJ","Oxford2021_base","2041",0.00200663,"Global"
"oil_final","EJ","Oxford2021_fast","2041",13.87813425,"Global"
"coal_final","EJ","Oxford2021_fast","2041",5.49170692,"Global"
"gas_final","EJ","Oxford2021_fast","2041",14.30650044,"Global"
"coal_electricity","EJ","Oxford2021_fast","2041",0.45099385,"Global"
"gas_electricity","EJ","Oxford2021_fast","2041",18.62714171,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2041",7.1177889,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2041",23.81117889,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2041",12.15383735,"Global"
"wind_electricity","EJ","Oxford2021_fast","2041",83.39410274,"Global"
"solar_electricity","EJ","Oxford2021_fast","2041",218.3325652,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2041",0.12340952,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2041",0.16532968,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2041",0.08266484,"Global"
"hydrogen","EJ","Oxford2021_fast","2041",63.46087144,"Global"
"oil_final","EJ","Oxford2021_base","2042",207.7037938,"Global"
"coal_final","EJ","Oxford2021_base","2042",61.97308722,"Global"
"gas_final","EJ","Oxford2021_base","2042",90.55510758,"Global"
"coal_electricity","EJ","Oxford2021_base","2042",55.85319941,"Global"
"gas_electricity","EJ","Oxford2021_base","2042",35.86815066,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2042",15.60184132,"Global"
"hydro_electricity","EJ","Oxford2021_base","2042",22.74097901,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2042",4.20446357,"Global"
"wind_electricity","EJ","Oxford2021_base","2042",9.82071495,"Global"
"solar_electricity","EJ","Oxford2021_base","2042",8.82874427,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2042",0.00054526,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2042",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2042",0,"Global"
"hydrogen","EJ","Oxford2021_base","2042",0.00203996,"Global"
"oil_final","EJ","Oxford2021_fast","2042",12.86328775,"Global"
"coal_final","EJ","Oxford2021_fast","2042",4.8235448,"Global"
"gas_final","EJ","Oxford2021_fast","2042",12.46422299,"Global"
"coal_electricity","EJ","Oxford2021_fast","2042",0.31569569,"Global"
"gas_electricity","EJ","Oxford2021_fast","2042",19.10596782,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2042",6.83307734,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2042",24.28740247,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2042",12.51845247,"Global"
"wind_electricity","EJ","Oxford2021_fast","2042",88.39774891,"Global"
"solar_electricity","EJ","Oxford2021_fast","2042",227.1875171,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2042",0.12587771,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2042",0.17292343,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2042",0.08646172,"Global"
"hydrogen","EJ","Oxford2021_fast","2042",70.79449379,"Global"
"oil_final","EJ","Oxford2021_base","2043",211.8578696,"Global"
"coal_final","EJ","Oxford2021_base","2043",63.21254897,"Global"
"gas_final","EJ","Oxford2021_base","2043",92.36621671,"Global"
"coal_electricity","EJ","Oxford2021_base","2043",56.858557,"Global"
"gas_electricity","EJ","Oxford2021_base","2043",36.58551368,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2043",15.91387815,"Global"
"hydro_electricity","EJ","Oxford2021_base","2043",23.07641319,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2043",4.33314008,"Global"
"wind_electricity","EJ","Oxford2021_base","2043",10.1153364,"Global"
"solar_electricity","EJ","Oxford2021_base","2043",9.0936066,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2043",0.00055617,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2043",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2043",0,"Global"
"hydrogen","EJ","Oxford2021_base","2043",0.00207378,"Global"
"oil_final","EJ","Oxford2021_fast","2043",12.27054852,"Global"
"coal_final","EJ","Oxford2021_fast","2043",4.2370273,"Global"
"gas_final","EJ","Oxford2021_fast","2043",11.79024218,"Global"
"coal_electricity","EJ","Oxford2021_fast","2043",0.22098699,"Global"
"gas_electricity","EJ","Oxford2021_fast","2043",18.67457343,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2043",6.55975425,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2043",24.77315052,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2043",12.89400604,"Global"
"wind_electricity","EJ","Oxford2021_fast","2043",93.70161384,"Global"
"solar_electricity","EJ","Oxford2021_fast","2043",235.2361276,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2043",0.12839527,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2043",0.18023986,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2043",0.09011993,"Global"
"hydrogen","EJ","Oxford2021_fast","2043",77.34100552,"Global"
"oil_final","EJ","Oxford2021_base","2044",216.095027,"Global"
"coal_final","EJ","Oxford2021_base","2044",64.47679995,"Global"
"gas_final","EJ","Oxford2021_base","2044",94.21354821,"Global"
"coal_electricity","EJ","Oxford2021_base","2044",57.88201103,"Global"
"gas_electricity","EJ","Oxford2021_base","2044",37.31722395,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2044",16.23215571,"Global"
"hydro_electricity","EJ","Oxford2021_base","2044",23.41535738,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2044",4.46400439,"Global"
"wind_electricity","EJ","Oxford2021_base","2044",10.41879649,"Global"
"solar_electricity","EJ","Oxford2021_base","2044",9.3664148,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2044",0.00056729,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2044",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2044",0,"Global"
"hydrogen","EJ","Oxford2021_base","2044",0.00210809,"Global"
"oil_final","EJ","Oxford2021_fast","2044",11.77854864,"Global"
"coal_final","EJ","Oxford2021_fast","2044",3.72212264,"Global"
"gas_final","EJ","Oxford2021_fast","2044",11.62189089,"Global"
"coal_electricity","EJ","Oxford2021_fast","2044",0.15469089,"Global"
"gas_electricity","EJ","Oxford2021_fast","2044",17.8006239,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2044",6.29736408,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2044",25.26861353,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2044",13.28082622,"Global"
"wind_electricity","EJ","Oxford2021_fast","2044",99.32371067,"Global"
"solar_electricity","EJ","Oxford2021_fast","2044",243.188744,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2044",0.13096317,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2044",0.18767806,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2044",0.09383903,"Global"
"hydrogen","EJ","Oxford2021_fast","2044",83.92222475,"Global"
"oil_final","EJ","Oxford2021_base","2045",220.4169276,"Global"
"coal_final","EJ","Oxford2021_base","2045",65.76633594,"Global"
"gas_final","EJ","Oxford2021_base","2045",96.09782653,"Global"
"coal_electricity","EJ","Oxford2021_base","2045",58.92388723,"Global"
"gas_electricity","EJ","Oxford2021_base","2045",38.06356843,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2045",16.55679882,"Global"
"hydro_electricity","EJ","Oxford2021_base","2045",23.75782341,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2045",4.597027,"Global"
"wind_electricity","EJ","Oxford2021_base","2045",10.73136039,"Global"
"solar_electricity","EJ","Oxford2021_base","2045",9.64740724,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2045",0.00057863,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2045",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2045",0,"Global"
"hydrogen","EJ","Oxford2021_base","2045",0.00214289,"Global"
"oil_final","EJ","Oxford2021_fast","2045",11.30603096,"Global"
"coal_final","EJ","Oxford2021_fast","2045",3.27004036,"Global"
"gas_final","EJ","Oxford2021_fast","2045",11.62541155,"Global"
"coal_electricity","EJ","Oxford2021_fast","2045",0.10828362,"Global"
"gas_electricity","EJ","Oxford2021_fast","2045",16.65105097,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2045",6.04546952,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2045",25.7739858,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2045",13.67925101,"Global"
"wind_electricity","EJ","Oxford2021_fast","2045",105.2831333,"Global"
"solar_electricity","EJ","Oxford2021_fast","2045",251.3117614,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2045",0.13358244,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2045",0.19539446,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2045",0.09769723,"Global"
"hydrogen","EJ","Oxford2021_fast","2045",90.80575651,"Global"
"oil_final","EJ","Oxford2021_base","2046",224.8252661,"Global"
"coal_final","EJ","Oxford2021_base","2046",67.08166266,"Global"
"gas_final","EJ","Oxford2021_base","2046",98.01979062,"Global"
"coal_electricity","EJ","Oxford2021_base","2046",59.9845172,"Global"
"gas_electricity","EJ","Oxford2021_base","2046",38.8248398,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2046",16.8879348,"Global"
"hydro_electricity","EJ","Oxford2021_base","2046",24.10382316,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2046",4.73217356,"Global"
"wind_electricity","EJ","Oxford2021_base","2046",11.0533012,"Global"
"solar_electricity","EJ","Oxford2021_base","2046",9.93682946,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2046",0.00059021,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2046",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2046",0,"Global"
"hydrogen","EJ","Oxford2021_base","2046",0.0021782,"Global"
"oil_final","EJ","Oxford2021_fast","2046",10.83090059,"Global"
"coal_final","EJ","Oxford2021_fast","2046",2.87307637,"Global"
"gas_final","EJ","Oxford2021_fast","2046",11.64975885,"Global"
"coal_electricity","EJ","Oxford2021_fast","2046",0.07579854,"Global"
"gas_electricity","EJ","Oxford2021_fast","2046",15.22987694,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2046",5.80365074,"Global"
