"Annual energy","units","scenario","year","value","scenario_geography"
"hydro_electricity","EJ","Oxford2021_fast","2046",26.28946551,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2046",14.08962854,"Global"
"wind_electricity","EJ","Oxford2021_fast","2046",111.6001213,"Global"
"solar_electricity","EJ","Oxford2021_fast","2046",259.6328124,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2046",0.13625408,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2046",0.20341531,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2046",0.10170765,"Global"
"hydrogen","EJ","Oxford2021_fast","2046",97.94571763,"Global"
"oil_final","EJ","Oxford2021_base","2047",229.3217714,"Global"
"coal_final","EJ","Oxford2021_base","2047",68.42329592,"Global"
"gas_final","EJ","Oxford2021_base","2047",99.98019418,"Global"
"coal_electricity","EJ","Oxford2021_base","2047",61.06423851,"Global"
"gas_electricity","EJ","Oxford2021_base","2047",39.60133659,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2047",17.2256935,"Global"
"hydro_electricity","EJ","Oxford2021_base","2047",24.45336861,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2047",4.86940471,"Global"
"wind_electricity","EJ","Oxford2021_base","2047",11.38490023,"Global"
"solar_electricity","EJ","Oxford2021_base","2047",10.23493434,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2047",0.00060201,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2047",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2047",0,"Global"
"hydrogen","EJ","Oxford2021_base","2047",0.00221401,"Global"
"oil_final","EJ","Oxford2021_fast","2047",10.34473978,"Global"
"coal_final","EJ","Oxford2021_fast","2047",2.52447752,"Global"
"gas_final","EJ","Oxford2021_fast","2047",11.63136707,"Global"
"coal_electricity","EJ","Oxford2021_fast","2047",0.05305898,"Global"
"gas_electricity","EJ","Oxford2021_fast","2047",13.46311874,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2047",5.57150471,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2047",26.81525482,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2047",14.5123174,"Global"
"wind_electricity","EJ","Oxford2021_fast","2047",118.2961286,"Global"
"solar_electricity","EJ","Oxford2021_fast","2047",268.0670749,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2047",0.13897917,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2047",0.21170586,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2047",0.10585293,"Global"
"hydrogen","EJ","Oxford2021_fast","2047",105.1458101,"Global"
"oil_final","EJ","Oxford2021_base","2048",233.9082069,"Global"
"coal_final","EJ","Oxford2021_base","2048",69.79176184,"Global"
"gas_final","EJ","Oxford2021_base","2048",101.979806,"Global"
"coal_electricity","EJ","Oxford2021_base","2048",62.1633948,"Global"
"gas_electricity","EJ","Oxford2021_base","2048",40.39336333,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2048",17.57020737,"Global"
"hydro_electricity","EJ","Oxford2021_base","2048",24.80647185,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2048",5.0086757,"Global"
"wind_electricity","EJ","Oxford2021_base","2048",11.72644724,"Global"
"solar_electricity","EJ","Oxford2021_base","2048",10.54198237,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2048",0.00061405,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2048",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2048",0,"Global"
"hydrogen","EJ","Oxford2021_base","2048",0.00225034,"Global"
"oil_final","EJ","Oxford2021_fast","2048",9.84246926,"Global"
"coal_final","EJ","Oxford2021_fast","2048",2.21832328,"Global"
"gas_final","EJ","Oxford2021_fast","2048",11.5457347,"Global"
"coal_electricity","EJ","Oxford2021_fast","2048",0.03714128,"Global"
"gas_electricity","EJ","Oxford2021_fast","2048",11.25569214,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2048",5.34864452,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2048",27.35155992,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2048",14.94768692,"Global"
"wind_electricity","EJ","Oxford2021_fast","2048",125.3938963,"Global"
"solar_electricity","EJ","Oxford2021_fast","2048",276.5019316,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2048",0.14175875,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2048",0.22021689,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2048",0.11010845,"Global"
"hydrogen","EJ","Oxford2021_fast","2048",112.1823275,"Global"
"oil_final","EJ","Oxford2021_base","2049",238.586371,"Global"
"coal_final","EJ","Oxford2021_base","2049",71.18759707,"Global"
"gas_final","EJ","Oxford2021_base","2049",104.0194166,"Global"
"coal_electricity","EJ","Oxford2021_base","2049",63.28233591,"Global"
"gas_electricity","EJ","Oxford2021_base","2049",41.20123059,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2049",17.92161151,"Global"
"hydro_electricity","EJ","Oxford2021_base","2049",25.05453657,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2049",5.2585357,"Global"
"wind_electricity","EJ","Oxford2021_base","2049",12.07824066,"Global"
"solar_electricity","EJ","Oxford2021_base","2049",10.85824184,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2049",0.00062633,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2049",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2049",0,"Global"
"hydrogen","EJ","Oxford2021_base","2049",0.00228084,"Global"
"oil_final","EJ","Oxford2021_fast","2049",9.32002054,"Global"
"coal_final","EJ","Oxford2021_fast","2049",1.94942226,"Global"
"gas_final","EJ","Oxford2021_fast","2049",11.38506066,"Global"
"coal_electricity","EJ","Oxford2021_fast","2049",0.0259989,"Global"
"gas_electricity","EJ","Oxford2021_fast","2049",8.52719178,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2049",5.13469874,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2049",27.89859112,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2049",15.39611753,"Global"
"wind_electricity","EJ","Oxford2021_fast","2049",132.9175301,"Global"
"solar_electricity","EJ","Oxford2021_fast","2049",284.8501922,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2049",0.14459392,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2049",0.22891382,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2049",0.11445691,"Global"
"hydrogen","EJ","Oxford2021_fast","2049",118.8869311,"Global"
"oil_final","EJ","Oxford2021_base","2050",243.3580984,"Global"
"coal_final","EJ","Oxford2021_base","2050",72.61134901,"Global"
"gas_final","EJ","Oxford2021_base","2050",106.0998196,"Global"
"coal_electricity","EJ","Oxford2021_base","2050",64.42141795,"Global"
"gas_electricity","EJ","Oxford2021_base","2050",42.0252552,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2050",18.28004374,"Global"
"hydro_electricity","EJ","Oxford2021_base","2050",25.30508194,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2050",5.5114307,"Global"
"wind_electricity","EJ","Oxford2021_base","2050",12.44058788,"Global"
"solar_electricity","EJ","Oxford2021_base","2050",11.1839891,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2050",0.00063886,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2050",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2050",0,"Global"
"hydrogen","EJ","Oxford2021_base","2050",0.00231181,"Global"
"oil_final","EJ","Oxford2021_fast","2050",8.77371442,"Global"
"coal_final","EJ","Oxford2021_fast","2050",1.71322171,"Global"
"gas_final","EJ","Oxford2021_fast","2050",11.14830445,"Global"
"coal_electricity","EJ","Oxford2021_fast","2050",0.01819923,"Global"
"gas_electricity","EJ","Oxford2021_fast","2050",5.22677458,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2050",4.92931079,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2050",28.45656294,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2050",15.85800105,"Global"
"wind_electricity","EJ","Oxford2021_fast","2050",140.8925819,"Global"
"solar_electricity","EJ","Oxford2021_fast","2050",293.0721457,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2050",0.1474858,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2050",0.23778889,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2050",0.11889445,"Global"
"hydrogen","EJ","Oxford2021_fast","2050",125.1806418,"Global"
"oil_final","EJ","Oxford2021_base","2051",248.2252604,"Global"
"coal_final","EJ","Oxford2021_base","2051",74.06357599,"Global"
"gas_final","EJ","Oxford2021_base","2051",108.2218308,"Global"
"coal_electricity","EJ","Oxford2021_base","2051",65.58100348,"Global"
"gas_electricity","EJ","Oxford2021_base","2051",42.86576031,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2051",18.64564462,"Global"
"hydro_electricity","EJ","Oxford2021_base","2051",25.55813275,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2051",5.76728606,"Global"
"wind_electricity","EJ","Oxford2021_base","2051",12.81380551,"Global"
"solar_electricity","EJ","Oxford2021_base","2051",11.51950877,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2051",0.00065164,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2051",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2051",0,"Global"
"hydrogen","EJ","Oxford2021_base","2051",0.00234324,"Global"
"oil_final","EJ","Oxford2021_fast","2051",8.20016872,"Global"
"coal_final","EJ","Oxford2021_fast","2051",1.50572842,"Global"
"gas_final","EJ","Oxford2021_fast","2051",10.83693073,"Global"
"coal_electricity","EJ","Oxford2021_fast","2051",0.01273946,"Global"
"gas_electricity","EJ","Oxford2021_fast","2051",1.33139034,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2051",4.73213836,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2051",29.0256942,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2051",16.33374108,"Global"
"wind_electricity","EJ","Oxford2021_fast","2051",149.3461368,"Global"
"solar_electricity","EJ","Oxford2021_fast","2051",301.1727604,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2051",0.15043552,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2051",0.24685967,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2051",0.12342983,"Global"
"hydrogen","EJ","Oxford2021_fast","2051",131.0664367,"Global"
"oil_final","EJ","Oxford2021_base","2052",253.1897656,"Global"
"coal_final","EJ","Oxford2021_base","2052",75.54484751,"Global"
"gas_final","EJ","Oxford2021_base","2052",110.3862824,"Global"
"coal_electricity","EJ","Oxford2021_base","2052",66.76146154,"Global"
"gas_electricity","EJ","Oxford2021_base","2052",43.72307551,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2052",19.01855751,"Global"
"hydro_electricity","EJ","Oxford2021_base","2052",25.81371408,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2052",6.02602062,"Global"
"wind_electricity","EJ","Oxford2021_base","2052",13.19821968,"Global"
"solar_electricity","EJ","Oxford2021_base","2052",11.86509403,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2052",0.00066467,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2052",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2052",0,"Global"
"hydrogen","EJ","Oxford2021_base","2052",0.00237516,"Global"
"oil_final","EJ","Oxford2021_fast","2052",7.59618297,"Global"
"coal_final","EJ","Oxford2021_fast","2052",1.32343939,"Global"
"gas_final","EJ","Oxford2021_fast","2052",10.45306858,"Global"
"coal_electricity","EJ","Oxford2021_fast","2052",0.00891762,"Global"
"gas_electricity","EJ","Oxford2021_fast","2052",0.54939647,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2052",4.54285282,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2052",29.60620808,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2052",16.82375332,"Global"
"wind_electricity","EJ","Oxford2021_fast","2052",154.593385,"Global"
"solar_electricity","EJ","Oxford2021_fast","2052",309.1867699,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2052",0.15344423,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2052",0.25412611,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2052",0.12706306,"Global"
"hydrogen","EJ","Oxford2021_fast","2052",136.6014053,"Global"
"oil_final","EJ","Oxford2021_base","2053",258.2535609,"Global"
"coal_final","EJ","Oxford2021_base","2053",77.05574446,"Global"
"gas_final","EJ","Oxford2021_base","2053",112.5940231,"Global"
"coal_electricity","EJ","Oxford2021_base","2053",67.96316785,"Global"
"gas_electricity","EJ","Oxford2021_base","2053",44.59753702,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2053",19.39892866,"Global"
"hydro_electricity","EJ","Oxford2021_base","2053",26.07185122,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2053",6.28754639,"Global"
"wind_electricity","EJ","Oxford2021_base","2053",13.59416627,"Global"
"solar_electricity","EJ","Oxford2021_base","2053",12.22104685,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2053",0.00067796,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2053",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2053",0,"Global"
"hydrogen","EJ","Oxford2021_base","2053",0.00240757,"Global"
"oil_final","EJ","Oxford2021_fast","2053",6.95869559,"Global"
"coal_final","EJ","Oxford2021_fast","2053",1.1632813,"Global"
"gas_final","EJ","Oxford2021_fast","2053",9.99876911,"Global"
"coal_electricity","EJ","Oxford2021_fast","2053",0.00624234,"Global"
"gas_electricity","EJ","Oxford2021_fast","2053",0.96625086,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2053",4.36113871,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2053",30.19833225,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2053",17.32846592,"Global"
"wind_electricity","EJ","Oxford2021_fast","2053",158.5812902,"Global"
"solar_electricity","EJ","Oxford2021_fast","2053",317.1625804,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2053",0.15651311,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2053",0.26068157,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2053",0.13034079,"Global"
"hydrogen","EJ","Oxford2021_fast","2053",141.8674072,"Global"
"oil_final","EJ","Oxford2021_base","2054",263.4186321,"Global"
"coal_final","EJ","Oxford2021_base","2054",78.59685935,"Global"
"gas_final","EJ","Oxford2021_base","2054",114.8459188,"Global"
"coal_electricity","EJ","Oxford2021_base","2054",69.18650487,"Global"
"gas_electricity","EJ","Oxford2021_base","2054",45.48948776,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2054",19.78690723,"Global"
"hydro_electricity","EJ","Oxford2021_base","2054",26.33256974,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2054",6.55176826,"Global"
"wind_electricity","EJ","Oxford2021_base","2054",14.00199126,"Global"
"solar_electricity","EJ","Oxford2021_base","2054",12.58767826,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2054",0.00069152,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2054",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2054",0,"Global"
"hydrogen","EJ","Oxford2021_base","2054",0.00244048,"Global"
"oil_final","EJ","Oxford2021_fast","2054",6.28474699,"Global"
"coal_final","EJ","Oxford2021_fast","2054",1.02255744,"Global"
"gas_final","EJ","Oxford2021_fast","2054",9.47572362,"Global"
"coal_electricity","EJ","Oxford2021_fast","2054",0.00436963,"Global"
"gas_electricity","EJ","Oxford2021_fast","2054",1.35008115,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2054",4.18669316,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2054",30.80229889,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2054",17.84831989,"Global"
"wind_electricity","EJ","Oxford2021_fast","2054",162.5752882,"Global"
"solar_electricity","EJ","Oxford2021_fast","2054",325.1505764,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2054",0.15964338,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2054",0.26724705,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2054",0.13362352,"Global"
"hydrogen","EJ","Oxford2021_fast","2054",146.9498802,"Global"
"oil_final","EJ","Oxford2021_base","2055",268.6870048,"Global"
"coal_final","EJ","Oxford2021_base","2055",80.16879654,"Global"
"gas_final","EJ","Oxford2021_base","2055",117.1428526,"Global"
"coal_electricity","EJ","Oxford2021_base","2055",70.43186196,"Global"
"gas_electricity","EJ","Oxford2021_base","2055",46.39927752,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2055",20.18264538,"Global"
"hydro_electricity","EJ","Oxford2021_base","2055",26.59589543,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2055",6.81858364,"Global"
"wind_electricity","EJ","Oxford2021_base","2055",14.422051,"Global"
"solar_electricity","EJ","Oxford2021_base","2055",12.96530861,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2055",0.00070535,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2055",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2055",0,"Global"
"hydrogen","EJ","Oxford2021_base","2055",0.00247389,"Global"
"oil_final","EJ","Oxford2021_fast","2055",5.57144778,"Global"
"coal_final","EJ","Oxford2021_fast","2055",0.89890126,"Global"
"gas_final","EJ","Oxford2021_fast","2055",8.88517701,"Global"
"coal_electricity","EJ","Oxford2021_fast","2055",0.00305874,"Global"
"gas_electricity","EJ","Oxford2021_fast","2055",1.70838145,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2055",4.01922543,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2055",31.41834487,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2055",18.38376949,"Global"
"wind_electricity","EJ","Oxford2021_fast","2055",166.59834,"Global"
"solar_electricity","EJ","Oxford2021_fast","2055",333.1966799,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2055",0.16283624,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2055",0.27386028,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2055",0.13693014,"Global"
"hydrogen","EJ","Oxford2021_fast","2055",151.9261906,"Global"
"oil_final","EJ","Oxford2021_base","2056",274.0607449,"Global"
"coal_final","EJ","Oxford2021_base","2056",81.77217247,"Global"
"gas_final","EJ","Oxford2021_base","2056",119.4857252,"Global"
"coal_electricity","EJ","Oxford2021_base","2056",71.69963547,"Global"
"gas_electricity","EJ","Oxford2021_base","2056",47.32726307,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2056",20.58629829,"Global"
"hydro_electricity","EJ","Oxford2021_base","2056",26.86185439,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2056",7.08788218,"Global"
"wind_electricity","EJ","Oxford2021_base","2056",14.85471253,"Global"
"solar_electricity","EJ","Oxford2021_base","2056",13.35426787,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2056",0.00071946,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2056",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2056",0,"Global"
"hydrogen","EJ","Oxford2021_base","2056",0.00250781,"Global"
"oil_final","EJ","Oxford2021_fast","2056",4.81595126,"Global"
"coal_final","EJ","Oxford2021_fast","2056",0.79023571,"Global"
"gas_final","EJ","Oxford2021_fast","2056",8.22792128,"Global"
"coal_electricity","EJ","Oxford2021_fast","2056",0.00214112,"Global"
"gas_electricity","EJ","Oxford2021_fast","2056",2.04738486,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2056",3.85845642,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2056",32.04671177,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2056",18.93528258,"Global"
"wind_electricity","EJ","Oxford2021_fast","2056",170.6699302,"Global"
"solar_electricity","EJ","Oxford2021_fast","2056",341.3398604,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2056",0.16609297,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2056",0.28055331,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2056",0.14027665,"Global"
"hydrogen","EJ","Oxford2021_fast","2056",156.861121,"Global"
"oil_final","EJ","Oxford2021_base","2057",279.5419598,"Global"
"coal_final","EJ","Oxford2021_base","2057",83.40761592,"Global"
"gas_final","EJ","Oxford2021_base","2057",121.8754554,"Global"
"coal_electricity","EJ","Oxford2021_base","2057",72.99022891,"Global"
"gas_electricity","EJ","Oxford2021_base","2057",48.27380833,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2057",20.99802425,"Global"
"hydro_electricity","EJ","Oxford2021_base","2057",27.13047293,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2057",7.35954539,"Global"
"wind_electricity","EJ","Oxford2021_base","2057",15.3003539,"Global"
"solar_electricity","EJ","Oxford2021_base","2057",13.7548959,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2057",0.00073385,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2057",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2057",0,"Global"
"hydrogen","EJ","Oxford2021_base","2057",0.00254226,"Global"
"oil_final","EJ","Oxford2021_fast","2057",4.01542943,"Global"
"coal_final","EJ","Oxford2021_fast","2057",0.6947376,"Global"
"gas_final","EJ","Oxford2021_fast","2057",7.50431945,"Global"
"coal_electricity","EJ","Oxford2021_fast","2057",0.00149878,"Global"
"gas_electricity","EJ","Oxford2021_fast","2057",2.37205468,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2057",3.70411816,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2057",32.687646,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2057",19.50334105,"Global"
"wind_electricity","EJ","Oxford2021_fast","2057",174.8059761,"Global"
"solar_electricity","EJ","Oxford2021_fast","2057",349.6119521,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2057",0.16941483,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2057",0.28735229,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2057",0.14367614,"Global"
"hydrogen","EJ","Oxford2021_fast","2057",161.8065227,"Global"
"oil_final","EJ","Oxford2021_base","2058",285.132799,"Global"
"coal_final","EJ","Oxford2021_base","2058",85.07576824,"Global"
"gas_final","EJ","Oxford2021_base","2058",124.3129804,"Global"
"coal_electricity","EJ","Oxford2021_base","2058",74.30405303,"Global"
"gas_electricity","EJ","Oxford2021_base","2058",49.2392845,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2058",21.41798474,"Global"
"hydro_electricity","EJ","Oxford2021_base","2058",27.40177766,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2058",7.63344632,"Global"
"wind_electricity","EJ","Oxford2021_base","2058",15.75936452,"Global"
"solar_electricity","EJ","Oxford2021_base","2058",14.16754278,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2058",0.00074853,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2058",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2058",0,"Global"
"hydrogen","EJ","Oxford2021_base","2058",0.00257724,"Global"
"oil_final","EJ","Oxford2021_fast","2058",3.16705197,"Global"
"coal_final","EJ","Oxford2021_fast","2058",0.61080645,"Global"
"gas_final","EJ","Oxford2021_fast","2058",6.71433879,"Global"
"coal_electricity","EJ","Oxford2021_fast","2058",0.00104915,"Global"
"gas_electricity","EJ","Oxford2021_fast","2058",2.68624764,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2058",3.55595343,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2058",33.34139892,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2058",20.08844128,"Global"
"wind_electricity","EJ","Oxford2021_fast","2058",179.0192713,"Global"
"solar_electricity","EJ","Oxford2021_fast","2058",358.0385426,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2058",0.17280312,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2058",0.29427825,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2058",0.14713913,"Global"
"hydrogen","EJ","Oxford2021_fast","2058",166.8028994,"Global"
"oil_final","EJ","Oxford2021_base","2059",290.8354549,"Global"
"coal_final","EJ","Oxford2021_base","2059",86.7772836,"Global"
"gas_final","EJ","Oxford2021_base","2059",126.799256,"Global"
"coal_electricity","EJ","Oxford2021_base","2059",75.64152599,"Global"
"gas_electricity","EJ","Oxford2021_base","2059",50.22407019,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2059",21.84634443,"Global"
"hydro_electricity","EJ","Oxford2021_base","2059",27.67579544,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2059",7.90944917,"Global"
"wind_electricity","EJ","Oxford2021_base","2059",16.23214545,"Global"
"solar_electricity","EJ","Oxford2021_base","2059",14.59256906,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2059",0.0007635,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2059",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2059",0,"Global"
"hydrogen","EJ","Oxford2021_base","2059",0.00261276,"Global"
"oil_final","EJ","Oxford2021_fast","2059",2.2679678,"Global"
"coal_final","EJ","Oxford2021_fast","2059",0.53703705,"Global"
"gas_final","EJ","Oxford2021_fast","2059",5.85758703,"Global"
"coal_electricity","EJ","Oxford2021_fast","2059",0.0007344,"Global"
"gas_electricity","EJ","Oxford2021_fast","2059",3.02974511,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2059",3.4137153,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2059",34.0082269,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2059",20.69109452,"Global"
"wind_electricity","EJ","Oxford2021_fast","2059",183.4305487,"Global"
"solar_electricity","EJ","Oxford2021_fast","2059",366.8610974,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2059",0.17625919,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2059",0.30152967,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2059",0.15076483,"Global"
"hydrogen","EJ","Oxford2021_fast","2059",172.2780857,"Global"
"oil_final","EJ","Oxford2021_base","2060",296.652164,"Global"
"coal_final","EJ","Oxford2021_base","2060",88.51282928,"Global"
"gas_final","EJ","Oxford2021_base","2060",129.3352573,"Global"
"coal_electricity","EJ","Oxford2021_base","2060",77.00307345,"Global"
"gas_electricity","EJ","Oxford2021_base","2060",51.22855159,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2060",22.28327132,"Global"
"hydro_electricity","EJ","Oxford2021_base","2060",27.95255339,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2060",8.18740889,"Global"
"wind_electricity","EJ","Oxford2021_base","2060",16.71910982,"Global"
"solar_electricity","EJ","Oxford2021_base","2060",15.03034613,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2060",0.00077877,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2060",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2060",0,"Global"
"hydrogen","EJ","Oxford2021_base","2060",0.00264883,"Global"
"oil_final","EJ","Oxford2021_fast","2060",1.31528862,"Global"
"coal_final","EJ","Oxford2021_fast","2060",0.4721956,"Global"
"gas_final","EJ","Oxford2021_fast","2060",4.9333359,"Global"
