scenario,technology,year,Production (Mt)
Carbon Cost,Smelting Reduction+CCUS,2032,23.75535452
Carbon Cost,Smelting Reduction+CCUS,2033,35.2449607
Carbon Cost,Smelting Reduction+CCUS,2034,41.64906703
Carbon Cost,Smelting Reduction+CCUS,2035,52.92625323
Carbon Cost,Smelting Reduction+CCUS,2036,59.36940309
Carbon Cost,Smelting Reduction+CCUS,2037,69.55411257
Carbon Cost,Smelting Reduction+CCUS,2038,85.92496389
Carbon Cost,Smelting Reduction+CCUS,2039,102.6225101
Carbon Cost,Smelting Reduction+CCUS,2040,115.3535595
Carbon Cost,Smelting Reduction+CCUS,2041,118.4673226
Carbon Cost,Smelting Reduction+CCUS,2042,124.0975563
Carbon Cost,Smelting Reduction+CCUS,2043,136.090331
Carbon Cost,Smelting Reduction+CCUS,2044,143.3909182
Carbon Cost,Smelting Reduction+CCUS,2045,141.7905027
Carbon Cost,Smelting Reduction+CCUS,2046,143.610893
Carbon Cost,Smelting Reduction+CCUS,2047,146.0024479
Carbon Cost,Smelting Reduction+CCUS,2048,148.8035794
Carbon Cost,Smelting Reduction+CCUS,2049,152.6825205
Carbon Cost,Smelting Reduction+CCUS,2050,148.3398984
Tech Moratorium,Avg BF-BOF,2020,996.0865517
Tech Moratorium,Avg BF-BOF,2021,950.2506773
Tech Moratorium,Avg BF-BOF,2022,959.5270723
Tech Moratorium,Avg BF-BOF,2023,967.1878342
Tech Moratorium,Avg BF-BOF,2024,946.2552106
Tech Moratorium,Avg BF-BOF,2025,876.5067384
Tech Moratorium,Avg BF-BOF,2026,796.8372542
Tech Moratorium,Avg BF-BOF,2027,706.947049
Tech Moratorium,Avg BF-BOF,2028,629.4661995
Tech Moratorium,Avg BF-BOF,2029,532.6769758
Tech Moratorium,Avg BF-BOF,2030,498.5018168
Tech Moratorium,Avg BF-BOF,2031,456.5205556
Tech Moratorium,Avg BF-BOF,2032,426.7389717
Tech Moratorium,Avg BF-BOF,2033,383.3143469
Tech Moratorium,Avg BF-BOF,2034,362.7667291
Tech Moratorium,Avg BF-BOF,2035,320.9592286
Tech Moratorium,Avg BF-BOF,2036,293.6553403
Tech Moratorium,Avg BF-BOF,2037,264.9520956
Tech Moratorium,Avg BF-BOF,2038,226.4402964
Tech Moratorium,Avg BF-BOF,2039,202.7693378
Tech Moratorium,Avg BF-BOF,2040,180.6462802
Tech Moratorium,Avg BF-BOF,2041,160.419077
Tech Moratorium,Avg BF-BOF,2042,123.5198433
Tech Moratorium,Avg BF-BOF,2043,83.17468207
Tech Moratorium,Avg BF-BOF,2044,67.58150214
Tech Moratorium,Avg BF-BOF,2045,52.21241523
Tech Moratorium,Avg BF-BOF,2046,36.25801146
Tech Moratorium,Avg BF-BOF,2047,14.66543454
Tech Moratorium,Avg BF-BOF,2048,12.1788006
Tech Moratorium,BAT BF-BOF,2020,330.17441
Tech Moratorium,BAT BF-BOF,2021,339.426099
Tech Moratorium,BAT BF-BOF,2022,339.8222268
Tech Moratorium,BAT BF-BOF,2023,344.9602709
Tech Moratorium,BAT BF-BOF,2024,364.849627
Tech Moratorium,BAT BF-BOF,2025,381.7621424
Tech Moratorium,BAT BF-BOF,2026,412.0450217
Tech Moratorium,BAT BF-BOF,2027,460.3005102
Tech Moratorium,BAT BF-BOF,2028,499.7434527
Tech Moratorium,BAT BF-BOF,2029,546.4568968
Tech Moratorium,BAT BF-BOF,2030,524.6811785
Tech Moratorium,BAT BF-BOF,2031,489.7711379
Tech Moratorium,BAT BF-BOF,2032,475.6645593
Tech Moratorium,BAT BF-BOF,2033,445.5852284
Tech Moratorium,BAT BF-BOF,2034,416.5240357
Tech Moratorium,BAT BF-BOF,2035,390.4343318
Tech Moratorium,BAT BF-BOF,2036,370.2113791
Tech Moratorium,BAT BF-BOF,2037,332.2759963
Tech Moratorium,BAT BF-BOF,2038,283.1688439
Tech Moratorium,BAT BF-BOF,2039,252.4251519
Tech Moratorium,BAT BF-BOF,2040,213.9311132
Tech Moratorium,BAT BF-BOF,2041,184.228397
Tech Moratorium,BAT BF-BOF,2042,140.7551585
Tech Moratorium,BAT BF-BOF,2043,90.70482346
Tech Moratorium,BAT BF-BOF,2044,71.46769369
Tech Moratorium,BAT BF-BOF,2045,61.95926788
Tech Moratorium,BAT BF-BOF,2046,43.31945503
Tech Moratorium,BAT BF-BOF,2047,31.99134617
Tech Moratorium,BAT BF-BOF,2048,19.81828032
Tech Moratorium,BAT BF-BOF_H2 PCI,2025,37.131555
Tech Moratorium,BAT BF-BOF_H2 PCI,2026,69.29279182
Tech Moratorium,BAT BF-BOF_H2 PCI,2027,107.3142641
Tech Moratorium,BAT BF-BOF_H2 PCI,2028,134.060159
Tech Moratorium,BAT BF-BOF_H2 PCI,2029,173.870577
Tech Moratorium,BAT BF-BOF_H2 PCI,2030,173.6983571
Tech Moratorium,BAT BF-BOF_H2 PCI,2031,172.9121773
Tech Moratorium,BAT BF-BOF_H2 PCI,2032,171.8784275
Tech Moratorium,BAT BF-BOF_H2 PCI,2033,171.384701
Tech Moratorium,BAT BF-BOF_H2 PCI,2034,165.5406038
Tech Moratorium,BAT BF-BOF_H2 PCI,2035,159.6696356
Tech Moratorium,BAT BF-BOF_H2 PCI,2036,156.052193
Tech Moratorium,BAT BF-BOF_H2 PCI,2037,150.0678498
Tech Moratorium,BAT BF-BOF_H2 PCI,2038,137.9556819
Tech Moratorium,BAT BF-BOF_H2 PCI,2039,128.0564545
Tech Moratorium,BAT BF-BOF_H2 PCI,2040,119.2179201
Tech Moratorium,BAT BF-BOF_H2 PCI,2041,112.1519387
Tech Moratorium,BAT BF-BOF_H2 PCI,2042,106.9877373
Tech Moratorium,BAT BF-BOF_H2 PCI,2043,97.24335468
Tech Moratorium,BAT BF-BOF_H2 PCI,2044,82.98125461
Tech Moratorium,BAT BF-BOF_H2 PCI,2045,61.79543376
Tech Moratorium,BAT BF-BOF_H2 PCI,2046,39.11279984
Tech Moratorium,BAT BF-BOF_H2 PCI,2047,27.07885633
Tech Moratorium,BAT BF-BOF_H2 PCI,2048,18.4452639
Tech Moratorium,BAT BF-BOF_bio PCI,2021,2.873720623
Tech Moratorium,BAT BF-BOF_bio PCI,2022,3.897210831
Tech Moratorium,BAT BF-BOF_bio PCI,2023,3.897210831
Tech Moratorium,BAT BF-BOF_bio PCI,2024,6.33602231
Tech Moratorium,BAT BF-BOF_bio PCI,2025,6.33602231
Tech Moratorium,BAT BF-BOF_bio PCI,2026,6.322537687
Tech Moratorium,BAT BF-BOF_bio PCI,2027,6.321273089
Tech Moratorium,BAT BF-BOF_bio PCI,2028,6.320601466
Tech Moratorium,BAT BF-BOF_bio PCI,2029,6.319688213
Tech Moratorium,BAT BF-BOF_bio PCI,2030,6.318616327
Tech Moratorium,BAT BF-BOF_bio PCI,2031,6.317682252
Tech Moratorium,BAT BF-BOF_bio PCI,2032,6.278051347
Tech Moratorium,BAT BF-BOF_bio PCI,2033,5.97056469
Tech Moratorium,BAT BF-BOF_bio PCI,2034,5.77400813
Tech Moratorium,BAT BF-BOF_bio PCI,2035,5.777017848
Tech Moratorium,BAT BF-BOF_bio PCI,2036,5.781660323
Tech Moratorium,BAT BF-BOF_bio PCI,2037,5.358703989
Tech Moratorium,BAT BF-BOF_bio PCI,2038,5.164459697
Tech Moratorium,BAT BF-BOF_bio PCI,2039,5.081517342
Tech Moratorium,BAT BF-BOF_bio PCI,2040,5.092595438
Tech Moratorium,BAT BF-BOF_bio PCI,2041,2.432251649
Tech Moratorium,BAT BF-BOF_bio PCI,2042,2.438474263
Tech Moratorium,BAT BF-BOF_bio PCI,2043,2.418970148
Tech Moratorium,DRI-EAF,2020,79.82283092
Tech Moratorium,DRI-EAF,2021,133.9392565
Tech Moratorium,DRI-EAF,2022,138.7711425
Tech Moratorium,DRI-EAF,2023,143.4431095
Tech Moratorium,DRI-EAF,2024,145.4163782
Tech Moratorium,DRI-EAF,2025,171.8035
Tech Moratorium,DRI-EAF,2026,161.1437621
Tech Moratorium,DRI-EAF,2027,120.0749158
Tech Moratorium,DRI-EAF,2028,82.56333404
Tech Moratorium,DRI-EAF,2029,61.48881366
Tech Moratorium,DRI-EAF,2030,56.68209426
Tech Moratorium,DRI-EAF,2031,46.6612857
Tech Moratorium,DRI-EAF,2032,41.89914656
Tech Moratorium,DRI-EAF,2033,33.26435093
Tech Moratorium,DRI-EAF,2034,27.79790702
Tech Moratorium,DRI-EAF,2035,27.38373608
Tech Moratorium,DRI-EAF,2036,26.41541595
Tech Moratorium,DRI-EAF,2037,24.97082314
Tech Moratorium,DRI-EAF,2038,23.87664277
Tech Moratorium,DRI-EAF,2039,23.0537913
Tech Moratorium,DRI-EAF,2040,21.70626865
Tech Moratorium,DRI-EAF,2041,18.82189356
Tech Moratorium,DRI-EAF,2042,16.90456346
Tech Moratorium,DRI-EAF,2043,16.14675942
Tech Moratorium,DRI-EAF,2044,14.84075847
Tech Moratorium,DRI-EAF,2045,8.256182932
Tech Moratorium,DRI-EAF,2046,7.099546346
Tech Moratorium,DRI-EAF,2047,6.173812164
Tech Moratorium,DRI-EAF,2048,3.182721146
Tech Moratorium,DRI-EAF+CCUS,2030,0.419067444
Tech Moratorium,DRI-EAF+CCUS,2031,4.22064805
Tech Moratorium,DRI-EAF+CCUS,2032,4.910177206
Tech Moratorium,DRI-EAF+CCUS,2033,5.95232058
Tech Moratorium,DRI-EAF+CCUS,2034,7.105788087
Tech Moratorium,DRI-EAF+CCUS,2035,7.059888643
Tech Moratorium,DRI-EAF+CCUS,2036,7.657910687
Tech Moratorium,DRI-EAF+CCUS,2037,8.95253458
Tech Moratorium,DRI-EAF+CCUS,2038,9.498076846
Tech Moratorium,DRI-EAF+CCUS,2039,11.44789032
Tech Moratorium,DRI-EAF+CCUS,2040,13.29741825
Tech Moratorium,DRI-EAF+CCUS,2041,15.31801703
Tech Moratorium,DRI-EAF+CCUS,2042,16.77951947
Tech Moratorium,DRI-EAF+CCUS,2043,18.39873151
Tech Moratorium,DRI-EAF+CCUS,2044,20.78839694
Tech Moratorium,DRI-EAF+CCUS,2045,20.66579299
Tech Moratorium,DRI-EAF+CCUS,2046,20.76448639
Tech Moratorium,DRI-EAF+CCUS,2047,20.62403193
Tech Moratorium,DRI-EAF+CCUS,2048,21.44117377
Tech Moratorium,DRI-EAF+CCUS,2049,24.05613904
Tech Moratorium,DRI-EAF+CCUS,2050,23.8437358
Tech Moratorium,DRI-EAF_100% green H2,2030,4.078122652
Tech Moratorium,DRI-EAF_100% green H2,2031,12.72033443
Tech Moratorium,DRI-EAF_100% green H2,2032,18.14980433
Tech Moratorium,DRI-EAF_100% green H2,2033,23.75403555
Tech Moratorium,DRI-EAF_100% green H2,2034,29.40078165
Tech Moratorium,DRI-EAF_100% green H2,2035,29.99240795
Tech Moratorium,DRI-EAF_100% green H2,2036,31.80592231
Tech Moratorium,DRI-EAF_100% green H2,2037,38.05812684
Tech Moratorium,DRI-EAF_100% green H2,2038,46.12864332
Tech Moratorium,DRI-EAF_100% green H2,2039,50.6824372
Tech Moratorium,DRI-EAF_100% green H2,2040,56.41833194
Tech Moratorium,DRI-EAF_100% green H2,2041,78.77641375
Tech Moratorium,DRI-EAF_100% green H2,2042,112.1739461
Tech Moratorium,DRI-EAF_100% green H2,2043,132.3262344
Tech Moratorium,DRI-EAF_100% green H2,2044,143.7178976
Tech Moratorium,DRI-EAF_100% green H2,2045,179.2824578
Tech Moratorium,DRI-EAF_100% green H2,2046,194.2893164
Tech Moratorium,DRI-EAF_100% green H2,2047,206.2370144
Tech Moratorium,DRI-EAF_100% green H2,2048,212.3940131
Tech Moratorium,DRI-EAF_100% green H2,2049,226.1346513
Tech Moratorium,DRI-EAF_100% green H2,2050,225.5104563
Tech Moratorium,DRI-EAF_50% bio-CH4,2029,0.119998395
Tech Moratorium,DRI-EAF_50% bio-CH4,2030,0.119978042
Tech Moratorium,DRI-EAF_50% bio-CH4,2031,0.119960306
Tech Moratorium,DRI-EAF_50% bio-CH4,2032,0.119961317
Tech Moratorium,DRI-EAF_50% bio-CH4,2033,0.119975192
Tech Moratorium,DRI-EAF_50% bio-CH4,2034,0.120012845
Tech Moratorium,DRI-EAF_50% bio-CH4,2035,0.120075402
Tech Moratorium,DRI-EAF_50% bio-CH4,2036,0.120171896
Tech Moratorium,DRI-EAF_50% bio-CH4,2037,0.120310651
Tech Moratorium,DRI-EAF_50% bio-CH4,2038,0.119211969
Tech Moratorium,DRI-EAF_50% bio-CH4,2039,0.119435601
Tech Moratorium,DRI-EAF_50% bio-CH4,2040,0.11969598
Tech Moratorium,DRI-EAF_50% bio-CH4,2041,0.119984946
Tech Moratorium,DRI-EAF_50% bio-CH4,2042,0.120291912
Tech Moratorium,DRI-EAF_50% bio-CH4,2043,0.119329759
Tech Moratorium,DRI-EAF_50% bio-CH4,2044,0.119613829
Tech Moratorium,DRI-EAF_50% bio-CH4,2045,0.119864187
Tech Moratorium,DRI-EAF_50% bio-CH4,2046,0.120071226
Tech Moratorium,DRI-EAF_50% bio-CH4,2047,0.120226604
Tech Moratorium,DRI-EAF_50% bio-CH4,2048,0.1203232
Tech Moratorium,DRI-EAF_50% green H2,2026,10.7104438
Tech Moratorium,DRI-EAF_50% green H2,2027,52.71120982
Tech Moratorium,DRI-EAF_50% green H2,2028,89.42556242
Tech Moratorium,DRI-EAF_50% green H2,2029,111.2591332
Tech Moratorium,DRI-EAF_50% green H2,2030,111.3049194
Tech Moratorium,DRI-EAF_50% green H2,2031,111.4284671
Tech Moratorium,DRI-EAF_50% green H2,2032,111.3489333
Tech Moratorium,DRI-EAF_50% green H2,2033,111.4011151
Tech Moratorium,DRI-EAF_50% green H2,2034,111.5663385
Tech Moratorium,DRI-EAF_50% green H2,2035,110.8954535
Tech Moratorium,DRI-EAF_50% green H2,2036,110.0911199
Tech Moratorium,DRI-EAF_50% green H2,2037,105.1784692
Tech Moratorium,DRI-EAF_50% green H2,2038,100.0542799
Tech Moratorium,DRI-EAF_50% green H2,2039,93.1842138
Tech Moratorium,DRI-EAF_50% green H2,2040,83.80123853
Tech Moratorium,DRI-EAF_50% green H2,2041,61.67269869
Tech Moratorium,DRI-EAF_50% green H2,2042,44.72057646
Tech Moratorium,DRI-EAF_50% green H2,2043,39.90613657
Tech Moratorium,DRI-EAF_50% green H2,2044,32.92648866
Tech Moratorium,DRI-EAF_50% green H2,2045,11.03656707
Tech Moratorium,DRI-EAF_50% green H2,2046,7.172709001
Tech Moratorium,DRI-EAF_50% green H2,2047,6.040259901
Tech Moratorium,DRI-EAF_50% green H2,2048,3.556133249
Tech Moratorium,DRI-Melt-BOF,2026,30.63066659
Tech Moratorium,DRI-Melt-BOF,2027,45.41482585
Tech Moratorium,DRI-Melt-BOF,2028,66.17328126
Tech Moratorium,DRI-Melt-BOF,2029,82.95308884
Tech Moratorium,DRI-Melt-BOF,2030,82.96802784
Tech Moratorium,DRI-Melt-BOF,2031,83.27105825
Tech Moratorium,DRI-Melt-BOF,2032,83.24733254
Tech Moratorium,DRI-Melt-BOF,2033,83.28243914
Tech Moratorium,DRI-Melt-BOF,2034,83.38814987
Tech Moratorium,DRI-Melt-BOF,2035,82.94966665
Tech Moratorium,DRI-Melt-BOF,2036,83.00218982
Tech Moratorium,DRI-Melt-BOF,2037,83.11137324
Tech Moratorium,DRI-Melt-BOF,2038,83.20968605
Tech Moratorium,DRI-Melt-BOF,2039,83.31583148
Tech Moratorium,DRI-Melt-BOF,2040,82.95929804
Tech Moratorium,DRI-Melt-BOF,2041,82.98523858
Tech Moratorium,DRI-Melt-BOF,2042,83.05687957
Tech Moratorium,DRI-Melt-BOF,2043,83.15105519
Tech Moratorium,DRI-Melt-BOF,2044,83.25852998
Tech Moratorium,DRI-Melt-BOF,2045,83.21003358
Tech Moratorium,DRI-Melt-BOF,2046,52.38694596
Tech Moratorium,DRI-Melt-BOF,2047,37.82469607
Tech Moratorium,DRI-Melt-BOF,2048,16.70912267
Tech Moratorium,DRI-Melt-BOF+CCUS,2030,14.20774963
Tech Moratorium,DRI-Melt-BOF+CCUS,2031,34.27949253
Tech Moratorium,DRI-Melt-BOF+CCUS,2032,46.58657522
Tech Moratorium,DRI-Melt-BOF+CCUS,2033,72.7346991
Tech Moratorium,DRI-Melt-BOF+CCUS,2034,87.96955418
Tech Moratorium,DRI-Melt-BOF+CCUS,2035,106.5835884
Tech Moratorium,DRI-Melt-BOF+CCUS,2036,125.4268312
Tech Moratorium,DRI-Melt-BOF+CCUS,2037,150.9622312
Tech Moratorium,DRI-Melt-BOF+CCUS,2038,180.9722922
Tech Moratorium,DRI-Melt-BOF+CCUS,2039,210.601429
Tech Moratorium,DRI-Melt-BOF+CCUS,2040,243.9126163
Tech Moratorium,DRI-Melt-BOF+CCUS,2041,280.0717197
Tech Moratorium,DRI-Melt-BOF+CCUS,2042,314.2069843
Tech Moratorium,DRI-Melt-BOF+CCUS,2043,347.1611683
Tech Moratorium,DRI-Melt-BOF+CCUS,2044,366.5787822
Tech Moratorium,DRI-Melt-BOF+CCUS,2045,391.419734
Tech Moratorium,DRI-Melt-BOF+CCUS,2046,431.7312967
Tech Moratorium,DRI-Melt-BOF+CCUS,2047,463.4998924
Tech Moratorium,DRI-Melt-BOF+CCUS,2048,489.6834418
Tech Moratorium,DRI-Melt-BOF+CCUS,2049,512.9957279
Tech Moratorium,DRI-Melt-BOF+CCUS,2050,517.4954246
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2030,18.17310429
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2031,34.23453743
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2032,51.13908983
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2033,64.15761638
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2034,76.70904862
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2035,92.37216786
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2036,103.705481
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2037,128.4253168
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2038,156.0064652
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2039,172.0756877
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2040,195.2334334
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2041,218.9658201
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2042,245.6996281
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2043,288.134209
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2044,335.581207
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2045,354.2343766
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2046,388.3965344
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2047,410.7569608
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2048,436.871307
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2049,466.9561439
Tech Moratorium,DRI-Melt-BOF_100% zero-C H2,2050,488.4267879
Tech Moratorium,EAF,2020,469.8115907
Tech Moratorium,EAF,2021,552.0000749
Tech Moratorium,EAF,2022,562.0877337
Tech Moratorium,EAF,2023,569.560109
Tech Moratorium,EAF,2024,590.6506548
Tech Moratorium,EAF,2025,603.856537
Tech Moratorium,EAF,2026,613.1973044
Tech Moratorium,EAF,2027,622.3685727
Tech Moratorium,EAF,2028,633.2058953
Tech Moratorium,EAF,2029,643.6498716
Tech Moratorium,EAF,2030,668.2681098
Tech Moratorium,EAF,2031,696.0513887
Tech Moratorium,EAF,2032,712.6772132
Tech Moratorium,EAF,2033,730.4987701
Tech Moratorium,EAF,2034,748.6412517
Tech Moratorium,EAF,2035,773.3999309
Tech Moratorium,EAF,2036,791.217405
Tech Moratorium,EAF,2037,803.8006331
Tech Moratorium,EAF,2038,828.4807064
Tech Moratorium,EAF,2039,839.4454871
Tech Moratorium,EAF,2040,854.7485314
Tech Moratorium,EAF,2041,862.77717
Tech Moratorium,EAF,2042,877.8754657
Tech Moratorium,EAF,2043,893.9676941
Tech Moratorium,EAF,2044,896.2046934
Tech Moratorium,EAF,2045,906.815459
Tech Moratorium,EAF,2046,922.3073188
Tech Moratorium,EAF,2047,933.2490772
Tech Moratorium,EAF,2048,943.9468669
Tech Moratorium,EAF,2049,963.4949042
Tech Moratorium,EAF,2050,967.5743931
Tech Moratorium,Smelting Reduction+CCUS,2030,15.81613207
Tech Moratorium,Smelting Reduction+CCUS,2031,41.77477808
Tech Moratorium,Smelting Reduction+CCUS,2032,53.04574863
Tech Moratorium,Smelting Reduction+CCUS,2033,83.78068276
Tech Moratorium,Smelting Reduction+CCUS,2034,101.6075769
Tech Moratorium,Smelting Reduction+CCUS,2035,125.6515969
Tech Moratorium,Smelting Reduction+CCUS,2036,135.8474624
Tech Moratorium,Smelting Reduction+CCUS,2037,152.8719078
Tech Moratorium,Smelting Reduction+CCUS,2038,177.5116616
Tech Moratorium,Smelting Reduction+CCUS,2039,197.9795972
Tech Moratorium,Smelting Reduction+CCUS,2040,213.5161752
Tech Moratorium,Smelting Reduction+CCUS,2041,223.1744844
Tech Moratorium,Smelting Reduction+CCUS,2042,236.9649964
Tech Moratorium,Smelting Reduction+CCUS,2043,252.3919892
Tech Moratorium,Smelting Reduction+CCUS,2044,254.6444408
Tech Moratorium,Smelting Reduction+CCUS,2045,267.0534521
Tech Moratorium,Smelting Reduction+CCUS,2046,283.8821409
Tech Moratorium,Smelting Reduction+CCUS,2047,298.2815203
Tech Moratorium,Smelting Reduction+CCUS,2048,308.3451106
Tech Moratorium,Smelting Reduction+CCUS,2049,323.2379062
Tech Moratorium,Smelting Reduction+CCUS,2050,323.683312
