"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Electricity generation","Solar","","FPS","KOR","Power","TWh","2029",72.67056983
"Electricity generation","Solar","","FPS","SSA","Power","TWh","2029",67.46485496
"Electricity generation","Solar","","FPS","GBR","Power","TWh","2029",32.20850962
"Electricity generation","Solar","","FPS","USA","Power","TWh","2029",1265.573255
"Electricity generation","Solar","","FPS","WEU","Power","TWh","2029",286.3192671
"Electricity generation","Solar","","FPS","WORLD","Power","TWh","2029",4328.633539
"Electricity generation","Onshore wind","","FPS","AUS","Power","TWh","2029",56.66950606
"Electricity generation","Onshore wind","","FPS","BRA","Power","TWh","2029",98.17448589
"Electricity generation","Onshore wind","","FPS","CAN","Power","TWh","2029",100.1324188
"Electricity generation","Onshore wind","","FPS","CHN","Power","TWh","2029",1735.072753
"Electricity generation","Onshore wind","","FPS","CSA","Power","TWh","2029",178.5682525
"Electricity generation","Onshore wind","","FPS","EEU","Power","TWh","2029",38.8899358
"Electricity generation","Onshore wind","","FPS","EURA","Power","TWh","2029",47.24533633
"Electricity generation","Onshore wind","","FPS","GCC","Power","TWh","2029",4.480180791
"Electricity generation","Onshore wind","","FPS","IND","Power","TWh","2029",504.2024185
"Electricity generation","Onshore wind","","FPS","IDN","Power","TWh","2029",11.35517088
"Electricity generation","Onshore wind","","FPS","JPN","Power","TWh","2029",25.69833701
"Electricity generation","Onshore wind","","FPS","MENA","Power","TWh","2029",137.1652757
"Electricity generation","Onshore wind","","FPS","RUS","Power","TWh","2029",7.273413533
"Electricity generation","Onshore wind","","FPS","SA","Power","TWh","2029",37.08330251
"Electricity generation","Onshore wind","","FPS","ZAF","Power","TWh","2029",63.08263235
"Electricity generation","Onshore wind","","FPS","SEAO","Power","TWh","2029",48.68520997
"Electricity generation","Onshore wind","","FPS","KOR","Power","TWh","2029",21.3211033
"Electricity generation","Onshore wind","","FPS","SSA","Power","TWh","2029",41.18477261
"Electricity generation","Onshore wind","","FPS","GBR","Power","TWh","2029",65.21405386
"Electricity generation","Onshore wind","","FPS","USA","Power","TWh","2029",490.9331527
"Electricity generation","Onshore wind","","FPS","WEU","Power","TWh","2029",405.7264412
"Electricity generation","Onshore wind","","FPS","WORLD","Power","TWh","2029",4118.158153
"Electricity generation","Offshore wind","","FPS","AUS","Power","TWh","2029",5.902422836
"Electricity generation","Offshore wind","","FPS","BRA","Power","TWh","2029",4.806855509
"Electricity generation","Offshore wind","","FPS","CAN","Power","TWh","2029",15.21296157
"Electricity generation","Offshore wind","","FPS","CHN","Power","TWh","2029",111.7518279
"Electricity generation","Offshore wind","","FPS","CSA","Power","TWh","2029",10.8049644
"Electricity generation","Offshore wind","","FPS","EEU","Power","TWh","2029",9.46857792
"Electricity generation","Offshore wind","","FPS","EURA","Power","TWh","2029",5.509641041
"Electricity generation","Offshore wind","","FPS","GCC","Power","TWh","2029",0.927103111
"Electricity generation","Offshore wind","","FPS","IND","Power","TWh","2029",22.3197409
"Electricity generation","Offshore wind","","FPS","IDN","Power","TWh","2029",4.097446527
"Electricity generation","Offshore wind","","FPS","JPN","Power","TWh","2029",19.35707103
"Electricity generation","Offshore wind","","FPS","MENA","Power","TWh","2029",6.698115403
"Electricity generation","Offshore wind","","FPS","RUS","Power","TWh","2029",1.957012496
"Electricity generation","Offshore wind","","FPS","SA","Power","TWh","2029",1.513617608
"Electricity generation","Offshore wind","","FPS","ZAF","Power","TWh","2029",4.796129256
"Electricity generation","Offshore wind","","FPS","SEAO","Power","TWh","2029",4.691663214
"Electricity generation","Offshore wind","","FPS","KOR","Power","TWh","2029",12.54688231
"Electricity generation","Offshore wind","","FPS","SSA","Power","TWh","2029",3.495430378
"Electricity generation","Offshore wind","","FPS","GBR","Power","TWh","2029",72.97388511
"Electricity generation","Offshore wind","","FPS","USA","Power","TWh","2029",351.8236985
"Electricity generation","Offshore wind","","FPS","WEU","Power","TWh","2029",81.42713508
"Electricity generation","Offshore wind","","FPS","WORLD","Power","TWh","2029",752.0821821
"Electricity generation","Hydrogen","","FPS","AUS","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","BRA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","CAN","Power","TWh","2029",5.719147871
"Electricity generation","Hydrogen","","FPS","CHN","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","CSA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","EEU","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","EURA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","GCC","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","IND","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","IDN","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","JPN","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","MENA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","RUS","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","SA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","ZAF","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","SEAO","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","KOR","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","SSA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","GBR","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","USA","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","WEU","Power","TWh","2029",0
"Electricity generation","Hydrogen","","FPS","WORLD","Power","TWh","2029",5.719147871
"Capacity","Electricity generation","Coal","RPS","AUS","Power","GW","2029",2.002540109
"Capacity","Electricity generation","Coal","RPS","BRA","Power","GW","2029",2.153179673
"Capacity","Electricity generation","Coal","RPS","CAN","Power","GW","2029",0
"Capacity","Electricity generation","Coal","RPS","CHN","Power","GW","2029",635.0641091
"Capacity","Electricity generation","Coal","RPS","CSA","Power","GW","2029",6.812542816
"Capacity","Electricity generation","Coal","RPS","EEU","Power","GW","2029",4.491302116
"Capacity","Electricity generation","Coal","RPS","EURA","Power","GW","2029",40.13708471
"Capacity","Electricity generation","Coal","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Coal","RPS","IND","Power","GW","2029",153.3813855
"Capacity","Electricity generation","Coal","RPS","IDN","Power","GW","2029",30.73226773
"Capacity","Electricity generation","Coal","RPS","JPN","Power","GW","2029",16.71401354
"Capacity","Electricity generation","Coal","RPS","MENA","Power","GW","2029",33.15229609
"Capacity","Electricity generation","Coal","RPS","RUS","Power","GW","2029",35.43068946
"Capacity","Electricity generation","Coal","RPS","SA","Power","GW","2029",6.115317422
"Capacity","Electricity generation","Coal","RPS","ZAF","Power","GW","2029",17.09498003
"Capacity","Electricity generation","Coal","RPS","SEAO","Power","GW","2029",54.08842826
"Capacity","Electricity generation","Coal","RPS","KOR","Power","GW","2029",13.68013774
"Capacity","Electricity generation","Coal","RPS","SSA","Power","GW","2029",5.756409449
"Capacity","Electricity generation","Coal","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Coal","RPS","USA","Power","GW","2029",17.51335444
"Capacity","Electricity generation","Coal","RPS","WEU","Power","GW","2029",6.164473634
"Capacity","Electricity generation","Coal","RPS","WORLD","Power","GW","2029",1080.484512
"Capacity","Electricity generation","Coal CCS","RPS","AUS","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","BRA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","CAN","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","CHN","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","CSA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","EEU","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","EURA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","IND","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","IDN","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","JPN","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","MENA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","RUS","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","SA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","ZAF","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","SEAO","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","KOR","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","SSA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","USA","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","WEU","Power","GW","2029",0
"Capacity","Electricity generation","Coal CCS","RPS","WORLD","Power","GW","2029",0
"Capacity","Electricity generation","Oil","RPS","AUS","Power","GW","2029",0.247889319
"Capacity","Electricity generation","Oil","RPS","BRA","Power","GW","2029",3.888835887
"Capacity","Electricity generation","Oil","RPS","CAN","Power","GW","2029",0
"Capacity","Electricity generation","Oil","RPS","CHN","Power","GW","2029",7.933613209
"Capacity","Electricity generation","Oil","RPS","CSA","Power","GW","2029",23.45948026
"Capacity","Electricity generation","Oil","RPS","EEU","Power","GW","2029",0.144798934
"Capacity","Electricity generation","Oil","RPS","EURA","Power","GW","2029",9.959525657
"Capacity","Electricity generation","Oil","RPS","GCC","Power","GW","2029",49.66109817
"Capacity","Electricity generation","Oil","RPS","IND","Power","GW","2029",5.115452487
"Capacity","Electricity generation","Oil","RPS","IDN","Power","GW","2029",11.3202357
"Capacity","Electricity generation","Oil","RPS","JPN","Power","GW","2029",9.979279683
"Capacity","Electricity generation","Oil","RPS","MENA","Power","GW","2029",59.80987503
"Capacity","Electricity generation","Oil","RPS","RUS","Power","GW","2029",13.1072721
"Capacity","Electricity generation","Oil","RPS","SA","Power","GW","2029",20.68908371
"Capacity","Electricity generation","Oil","RPS","ZAF","Power","GW","2029",1.345316201
"Capacity","Electricity generation","Oil","RPS","SEAO","Power","GW","2029",23.19279391
"Capacity","Electricity generation","Oil","RPS","KOR","Power","GW","2029",0.871598451
"Capacity","Electricity generation","Oil","RPS","SSA","Power","GW","2029",22.31484637
"Capacity","Electricity generation","Oil","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Oil","RPS","USA","Power","GW","2029",0
"Capacity","Electricity generation","Oil","RPS","WEU","Power","GW","2029",1.626790787
"Capacity","Electricity generation","Oil","RPS","WORLD","Power","GW","2029",264.6677859
"Capacity","Electricity generation","Natural gas","RPS","AUS","Power","GW","2029",13.45018764
"Capacity","Electricity generation","Natural gas","RPS","BRA","Power","GW","2029",11.12716232
"Capacity","Electricity generation","Natural gas","RPS","CAN","Power","GW","2029",1.014878938
"Capacity","Electricity generation","Natural gas","RPS","CHN","Power","GW","2029",44.33437038
"Capacity","Electricity generation","Natural gas","RPS","CSA","Power","GW","2029",78.77149716
"Capacity","Electricity generation","Natural gas","RPS","EEU","Power","GW","2029",8.15577717
"Capacity","Electricity generation","Natural gas","RPS","EURA","Power","GW","2029",47.04199895
"Capacity","Electricity generation","Natural gas","RPS","GCC","Power","GW","2029",106.4351864
"Capacity","Electricity generation","Natural gas","RPS","IND","Power","GW","2029",37.67204702
"Capacity","Electricity generation","Natural gas","RPS","IDN","Power","GW","2029",17.14475013
"Capacity","Electricity generation","Natural gas","RPS","JPN","Power","GW","2029",20.05855683
"Capacity","Electricity generation","Natural gas","RPS","MENA","Power","GW","2029",187.5467966
"Capacity","Electricity generation","Natural gas","RPS","RUS","Power","GW","2029",105.3492328
"Capacity","Electricity generation","Natural gas","RPS","SA","Power","GW","2029",42.41294678
"Capacity","Electricity generation","Natural gas","RPS","ZAF","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas","RPS","SEAO","Power","GW","2029",74.90657516
"Capacity","Electricity generation","Natural gas","RPS","KOR","Power","GW","2029",14.19758318
"Capacity","Electricity generation","Natural gas","RPS","SSA","Power","GW","2029",49.33318131
"Capacity","Electricity generation","Natural gas","RPS","GBR","Power","GW","2029",14.10928095
"Capacity","Electricity generation","Natural gas","RPS","USA","Power","GW","2029",202.9677099
"Capacity","Electricity generation","Natural gas","RPS","WEU","Power","GW","2029",67.65192233
"Capacity","Electricity generation","Natural gas","RPS","WORLD","Power","GW","2029",1143.681642
"Capacity","Electricity generation","Natural gas CCS","RPS","AUS","Power","GW","2029",1.358151058
"Capacity","Electricity generation","Natural gas CCS","RPS","BRA","Power","GW","2029",4.996504204
"Capacity","Electricity generation","Natural gas CCS","RPS","CAN","Power","GW","2029",14.98201616
"Capacity","Electricity generation","Natural gas CCS","RPS","CHN","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","CSA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","EEU","Power","GW","2029",21.13866927
"Capacity","Electricity generation","Natural gas CCS","RPS","EURA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","IND","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","IDN","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","JPN","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","MENA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","RUS","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","SA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","ZAF","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","SEAO","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","KOR","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","SSA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","USA","Power","GW","2029",0
"Capacity","Electricity generation","Natural gas CCS","RPS","WEU","Power","GW","2029",30.60648428
"Capacity","Electricity generation","Natural gas CCS","RPS","WORLD","Power","GW","2029",73.08182497
"Capacity","Electricity generation","Nuclear","RPS","AUS","Power","GW","2029",0
"Capacity","Electricity generation","Nuclear","RPS","BRA","Power","GW","2029",2.273299325
"Capacity","Electricity generation","Nuclear","RPS","CAN","Power","GW","2029",11.98961047
"Capacity","Electricity generation","Nuclear","RPS","CHN","Power","GW","2029",85.44589665
"Capacity","Electricity generation","Nuclear","RPS","CSA","Power","GW","2029",3.304484351
"Capacity","Electricity generation","Nuclear","RPS","EEU","Power","GW","2029",13.44831678
"Capacity","Electricity generation","Nuclear","RPS","EURA","Power","GW","2029",13.17317426
"Capacity","Electricity generation","Nuclear","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Nuclear","RPS","IND","Power","GW","2029",13.08048887
"Capacity","Electricity generation","Nuclear","RPS","IDN","Power","GW","2029",0
"Capacity","Electricity generation","Nuclear","RPS","JPN","Power","GW","2029",13.42769776
"Capacity","Electricity generation","Nuclear","RPS","MENA","Power","GW","2029",1.156248639
"Capacity","Electricity generation","Nuclear","RPS","RUS","Power","GW","2029",25.64403955
"Capacity","Electricity generation","Nuclear","RPS","SA","Power","GW","2029",1.917514143
"Capacity","Electricity generation","Nuclear","RPS","ZAF","Power","GW","2029",1.89387355
"Capacity","Electricity generation","Nuclear","RPS","SEAO","Power","GW","2029",4.013220965
"Capacity","Electricity generation","Nuclear","RPS","KOR","Power","GW","2029",20.73205862
"Capacity","Electricity generation","Nuclear","RPS","SSA","Power","GW","2029",0
"Capacity","Electricity generation","Nuclear","RPS","GBR","Power","GW","2029",9.460918812
"Capacity","Electricity generation","Nuclear","RPS","USA","Power","GW","2029",85.81781722
"Capacity","Electricity generation","Nuclear","RPS","WEU","Power","GW","2029",84.66251982
"Capacity","Electricity generation","Nuclear","RPS","WORLD","Power","GW","2029",391.4411798
"Capacity","Electricity generation","Hydro","RPS","AUS","Power","GW","2029",4.062757322
"Capacity","Electricity generation","Hydro","RPS","BRA","Power","GW","2029",122.0346245
"Capacity","Electricity generation","Hydro","RPS","CAN","Power","GW","2029",79.70539676
"Capacity","Electricity generation","Hydro","RPS","CHN","Power","GW","2029",425.4626002
"Capacity","Electricity generation","Hydro","RPS","CSA","Power","GW","2029",103.6323829
"Capacity","Electricity generation","Hydro","RPS","EEU","Power","GW","2029",14.43896312
"Capacity","Electricity generation","Hydro","RPS","EURA","Power","GW","2029",29.17746834
"Capacity","Electricity generation","Hydro","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Hydro","RPS","IND","Power","GW","2029",54.24239057
"Capacity","Electricity generation","Hydro","RPS","IDN","Power","GW","2029",10.47248869
"Capacity","Electricity generation","Hydro","RPS","JPN","Power","GW","2029",18.88813914
"Capacity","Electricity generation","Hydro","RPS","MENA","Power","GW","2029",38.85881213
"Capacity","Electricity generation","Hydro","RPS","RUS","Power","GW","2029",54.96680526
"Capacity","Electricity generation","Hydro","RPS","SA","Power","GW","2029",20.29868696
"Capacity","Electricity generation","Hydro","RPS","ZAF","Power","GW","2029",0.502311807
"Capacity","Electricity generation","Hydro","RPS","SEAO","Power","GW","2029",84.19109992
"Capacity","Electricity generation","Hydro","RPS","KOR","Power","GW","2029",0.829699754
"Capacity","Electricity generation","Hydro","RPS","SSA","Power","GW","2029",51.17049533
"Capacity","Electricity generation","Hydro","RPS","GBR","Power","GW","2029",1.478360717
"Capacity","Electricity generation","Hydro","RPS","USA","Power","GW","2029",82.35935962
"Capacity","Electricity generation","Hydro","RPS","WEU","Power","GW","2029",127.4053917
"Capacity","Electricity generation","Hydro","RPS","WORLD","Power","GW","2029",1324.178235
"Capacity","Electricity generation","Biomass","RPS","AUS","Power","GW","2029",1.979241077
"Capacity","Electricity generation","Biomass","RPS","BRA","Power","GW","2029",19.89607307
"Capacity","Electricity generation","Biomass","RPS","CAN","Power","GW","2029",4.986638868
"Capacity","Electricity generation","Biomass","RPS","CHN","Power","GW","2029",37.77292027
"Capacity","Electricity generation","Biomass","RPS","CSA","Power","GW","2029",9.189485857
"Capacity","Electricity generation","Biomass","RPS","EEU","Power","GW","2029",5.820354074
"Capacity","Electricity generation","Biomass","RPS","EURA","Power","GW","2029",0.628578616
"Capacity","Electricity generation","Biomass","RPS","GCC","Power","GW","2029",0.001702945
"Capacity","Electricity generation","Biomass","RPS","IND","Power","GW","2029",56.18070259
"Capacity","Electricity generation","Biomass","RPS","IDN","Power","GW","2029",8.406622367
"Capacity","Electricity generation","Biomass","RPS","JPN","Power","GW","2029",6.313407195
"Capacity","Electricity generation","Biomass","RPS","MENA","Power","GW","2029",1.637862598
"Capacity","Electricity generation","Biomass","RPS","RUS","Power","GW","2029",2.787300829
"Capacity","Electricity generation","Biomass","RPS","SA","Power","GW","2029",0.504302965
"Capacity","Electricity generation","Biomass","RPS","ZAF","Power","GW","2029",0.891357457
"Capacity","Electricity generation","Biomass","RPS","SEAO","Power","GW","2029",7.429032897
"Capacity","Electricity generation","Biomass","RPS","KOR","Power","GW","2029",2.511332949
"Capacity","Electricity generation","Biomass","RPS","SSA","Power","GW","2029",1.720049579
"Capacity","Electricity generation","Biomass","RPS","GBR","Power","GW","2029",9.382628481
"Capacity","Electricity generation","Biomass","RPS","USA","Power","GW","2029",20.33147427
"Capacity","Electricity generation","Biomass","RPS","WEU","Power","GW","2029",40.60100119
"Capacity","Electricity generation","Biomass","RPS","WORLD","Power","GW","2029",238.9720702
"Capacity","Electricity generation","Biomass CCS","RPS","AUS","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","BRA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","CAN","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","CHN","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","CSA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","EEU","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","EURA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","IND","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","IDN","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","JPN","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","MENA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","RUS","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","SA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","ZAF","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","SEAO","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","KOR","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","SSA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","USA","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","WEU","Power","GW","2029",0
"Capacity","Electricity generation","Biomass CCS","RPS","WORLD","Power","GW","2029",0
"Capacity","Electricity generation","Solar","RPS","AUS","Power","GW","2029",50.41215256
"Capacity","Electricity generation","Solar","RPS","BRA","Power","GW","2029",12.22093557
"Capacity","Electricity generation","Solar","RPS","CAN","Power","GW","2029",23.42829807
"Capacity","Electricity generation","Solar","RPS","CHN","Power","GW","2029",1482.789867
"Capacity","Electricity generation","Solar","RPS","CSA","Power","GW","2029",92.08355411
"Capacity","Electricity generation","Solar","RPS","EEU","Power","GW","2029",154.8576094
"Capacity","Electricity generation","Solar","RPS","EURA","Power","GW","2029",46.46105065
"Capacity","Electricity generation","Solar","RPS","GCC","Power","GW","2029",87.2797353
"Capacity","Electricity generation","Solar","RPS","IND","Power","GW","2029",383.1501789
"Capacity","Electricity generation","Solar","RPS","IDN","Power","GW","2029",179.6036752
"Capacity","Electricity generation","Solar","RPS","JPN","Power","GW","2029",302.1895673
"Capacity","Electricity generation","Solar","RPS","MENA","Power","GW","2029",148.6666323
"Capacity","Electricity generation","Solar","RPS","RUS","Power","GW","2029",133.8753818
"Capacity","Electricity generation","Solar","RPS","SA","Power","GW","2029",30.12486843
"Capacity","Electricity generation","Solar","RPS","ZAF","Power","GW","2029",52.50055378
"Capacity","Electricity generation","Solar","RPS","SEAO","Power","GW","2029",155.8089262
"Capacity","Electricity generation","Solar","RPS","KOR","Power","GW","2029",136.8310492
"Capacity","Electricity generation","Solar","RPS","SSA","Power","GW","2029",49.6912673
"Capacity","Electricity generation","Solar","RPS","GBR","Power","GW","2029",41.45470759
"Capacity","Electricity generation","Solar","RPS","USA","Power","GW","2029",1070.174092
"Capacity","Electricity generation","Solar","RPS","WEU","Power","GW","2029",334.5123673
"Capacity","Electricity generation","Solar","RPS","WORLD","Power","GW","2029",4968.11647
"Capacity","Electricity generation","Onshore wind","RPS","AUS","Power","GW","2029",34.58399695
"Capacity","Electricity generation","Onshore wind","RPS","BRA","Power","GW","2029",25.01011347
"Capacity","Electricity generation","Onshore wind","RPS","CAN","Power","GW","2029",34.30325165
"Capacity","Electricity generation","Onshore wind","RPS","CHN","Power","GW","2029",1101.359864
"Capacity","Electricity generation","Onshore wind","RPS","CSA","Power","GW","2029",91.82696795
"Capacity","Electricity generation","Onshore wind","RPS","EEU","Power","GW","2029",25.46940764
"Capacity","Electricity generation","Onshore wind","RPS","EURA","Power","GW","2029",34.49226198
"Capacity","Electricity generation","Onshore wind","RPS","GCC","Power","GW","2029",4.242873939
"Capacity","Electricity generation","Onshore wind","RPS","IND","Power","GW","2029",263.6930071
"Capacity","Electricity generation","Onshore wind","RPS","IDN","Power","GW","2029",25.72753296
"Capacity","Electricity generation","Onshore wind","RPS","JPN","Power","GW","2029",23.21594278
"Capacity","Electricity generation","Onshore wind","RPS","MENA","Power","GW","2029",113.0855492
"Capacity","Electricity generation","Onshore wind","RPS","RUS","Power","GW","2029",19.50362964
"Capacity","Electricity generation","Onshore wind","RPS","SA","Power","GW","2029",19.423674
"Capacity","Electricity generation","Onshore wind","RPS","ZAF","Power","GW","2029",27.12041376
"Capacity","Electricity generation","Onshore wind","RPS","SEAO","Power","GW","2029",65.48352308
"Capacity","Electricity generation","Onshore wind","RPS","KOR","Power","GW","2029",25.12965396
"Capacity","Electricity generation","Onshore wind","RPS","SSA","Power","GW","2029",37.14256456
"Capacity","Electricity generation","Onshore wind","RPS","GBR","Power","GW","2029",28.68610843
"Capacity","Electricity generation","Onshore wind","RPS","USA","Power","GW","2029",186.4917796
"Capacity","Electricity generation","Onshore wind","RPS","WEU","Power","GW","2029",255.7094463
"Capacity","Electricity generation","Onshore wind","RPS","WORLD","Power","GW","2029",2441.701563
"Capacity","Electricity generation","Offshore wind","RPS","AUS","Power","GW","2029",2.884180453
"Capacity","Electricity generation","Offshore wind","RPS","BRA","Power","GW","2029",1.308207793
"Capacity","Electricity generation","Offshore wind","RPS","CAN","Power","GW","2029",4.05127857
"Capacity","Electricity generation","Offshore wind","RPS","CHN","Power","GW","2029",66.86566366
"Capacity","Electricity generation","Offshore wind","RPS","CSA","Power","GW","2029",5.048189487
"Capacity","Electricity generation","Offshore wind","RPS","EEU","Power","GW","2029",5.192359527
"Capacity","Electricity generation","Offshore wind","RPS","EURA","Power","GW","2029",3.724402512
"Capacity","Electricity generation","Offshore wind","RPS","GCC","Power","GW","2029",0.914961426
"Capacity","Electricity generation","Offshore wind","RPS","IND","Power","GW","2029",11.43616578
"Capacity","Electricity generation","Offshore wind","RPS","IDN","Power","GW","2029",6.362207097
"Capacity","Electricity generation","Offshore wind","RPS","JPN","Power","GW","2029",12.55642971
"Capacity","Electricity generation","Offshore wind","RPS","MENA","Power","GW","2029",6.24515543
"Capacity","Electricity generation","Offshore wind","RPS","RUS","Power","GW","2029",3.657394084
"Capacity","Electricity generation","Offshore wind","RPS","SA","Power","GW","2029",0.89023843
"Capacity","Electricity generation","Offshore wind","RPS","ZAF","Power","GW","2029",1.949828112
"Capacity","Electricity generation","Offshore wind","RPS","SEAO","Power","GW","2029",7.040809431
"Capacity","Electricity generation","Offshore wind","RPS","KOR","Power","GW","2029",10.78074012
"Capacity","Electricity generation","Offshore wind","RPS","SSA","Power","GW","2029",1.555923321
"Capacity","Electricity generation","Offshore wind","RPS","GBR","Power","GW","2029",19.23140251
"Capacity","Electricity generation","Offshore wind","RPS","USA","Power","GW","2029",129.9262976
"Capacity","Electricity generation","Offshore wind","RPS","WEU","Power","GW","2029",29.3823421
"Capacity","Electricity generation","Offshore wind","RPS","WORLD","Power","GW","2029",331.0041771
"Capacity","Electricity generation","Hydrogen","RPS","AUS","Power","GW","2029",1.358151058
"Capacity","Electricity generation","Hydrogen","RPS","BRA","Power","GW","2029",4.996504204
"Capacity","Electricity generation","Hydrogen","RPS","CAN","Power","GW","2029",14.98201616
"Capacity","Electricity generation","Hydrogen","RPS","CHN","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","CSA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","EEU","Power","GW","2029",21.13866927
"Capacity","Electricity generation","Hydrogen","RPS","EURA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","GCC","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","IND","Power","GW","2029",0
