"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Capacity","Electricity generation","Coal CCS","RPS","GCC","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","IND","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","IDN","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","JPN","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","MENA","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","RUS","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","SA","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","ZAF","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","SEAO","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","KOR","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","SSA","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","GBR","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","USA","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","WEU","Power","GW","2050",0
"Capacity","Electricity generation","Coal CCS","RPS","WORLD","Power","GW","2050",425.0911196
"Capacity","Electricity generation","Oil","RPS","AUS","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","BRA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","CAN","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","CHN","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","CSA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","EEU","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","EURA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","GCC","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","IND","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","IDN","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","JPN","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","MENA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","RUS","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","SA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","ZAF","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","SEAO","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","KOR","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","SSA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","GBR","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","USA","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","WEU","Power","GW","2050",0
"Capacity","Electricity generation","Oil","RPS","WORLD","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","AUS","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","BRA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","CAN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","CHN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","CSA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","EEU","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","EURA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","GCC","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","IND","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","IDN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","JPN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","MENA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","RUS","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","SA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","ZAF","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","SEAO","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","KOR","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","SSA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","GBR","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","USA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","WEU","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas","RPS","WORLD","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","AUS","Power","GW","2050",12.57950274
"Capacity","Electricity generation","Natural gas CCS","RPS","BRA","Power","GW","2050",22.19903354
"Capacity","Electricity generation","Natural gas CCS","RPS","CAN","Power","GW","2050",21.38531315
"Capacity","Electricity generation","Natural gas CCS","RPS","CHN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","CSA","Power","GW","2050",43.54864725
"Capacity","Electricity generation","Natural gas CCS","RPS","EEU","Power","GW","2050",35.52162371
"Capacity","Electricity generation","Natural gas CCS","RPS","EURA","Power","GW","2050",31.34536165
"Capacity","Electricity generation","Natural gas CCS","RPS","GCC","Power","GW","2050",44.07251074
"Capacity","Electricity generation","Natural gas CCS","RPS","IND","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","IDN","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","JPN","Power","GW","2050",33.73810937
"Capacity","Electricity generation","Natural gas CCS","RPS","MENA","Power","GW","2050",162.4623796
"Capacity","Electricity generation","Natural gas CCS","RPS","RUS","Power","GW","2050",98.48023709
"Capacity","Electricity generation","Natural gas CCS","RPS","SA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","ZAF","Power","GW","2050",17.18971907
"Capacity","Electricity generation","Natural gas CCS","RPS","SEAO","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","KOR","Power","GW","2050",19.63824971
"Capacity","Electricity generation","Natural gas CCS","RPS","SSA","Power","GW","2050",0
"Capacity","Electricity generation","Natural gas CCS","RPS","GBR","Power","GW","2050",25.88405502
"Capacity","Electricity generation","Natural gas CCS","RPS","USA","Power","GW","2050",186.7602927
"Capacity","Electricity generation","Natural gas CCS","RPS","WEU","Power","GW","2050",116.33397
"Capacity","Electricity generation","Natural gas CCS","RPS","WORLD","Power","GW","2050",871.1390054
"Capacity","Electricity generation","Nuclear","RPS","AUS","Power","GW","2050",0
"Capacity","Electricity generation","Nuclear","RPS","BRA","Power","GW","2050",2.122790307
"Capacity","Electricity generation","Nuclear","RPS","CAN","Power","GW","2050",10.79461029
"Capacity","Electricity generation","Nuclear","RPS","CHN","Power","GW","2050",141.7245806
"Capacity","Electricity generation","Nuclear","RPS","CSA","Power","GW","2050",2.413589079
"Capacity","Electricity generation","Nuclear","RPS","EEU","Power","GW","2050",13.00656408
"Capacity","Electricity generation","Nuclear","RPS","EURA","Power","GW","2050",9.487437203
"Capacity","Electricity generation","Nuclear","RPS","GCC","Power","GW","2050",0
"Capacity","Electricity generation","Nuclear","RPS","IND","Power","GW","2050",60.89604057
"Capacity","Electricity generation","Nuclear","RPS","IDN","Power","GW","2050",0
"Capacity","Electricity generation","Nuclear","RPS","JPN","Power","GW","2050",6.83010827
"Capacity","Electricity generation","Nuclear","RPS","MENA","Power","GW","2050",1.13456238
"Capacity","Electricity generation","Nuclear","RPS","RUS","Power","GW","2050",20.09344384
"Capacity","Electricity generation","Nuclear","RPS","SA","Power","GW","2050",1.116849529
"Capacity","Electricity generation","Nuclear","RPS","ZAF","Power","GW","2050",1.650552069
"Capacity","Electricity generation","Nuclear","RPS","SEAO","Power","GW","2050",2.913374974
"Capacity","Electricity generation","Nuclear","RPS","KOR","Power","GW","2050",18.11212911
"Capacity","Electricity generation","Nuclear","RPS","SSA","Power","GW","2050",0
"Capacity","Electricity generation","Nuclear","RPS","GBR","Power","GW","2050",7.336280737
"Capacity","Electricity generation","Nuclear","RPS","USA","Power","GW","2050",37.11855534
"Capacity","Electricity generation","Nuclear","RPS","WEU","Power","GW","2050",52.59491402
"Capacity","Electricity generation","Nuclear","RPS","WORLD","Power","GW","2050",389.3463824
"Capacity","Electricity generation","Hydro","RPS","AUS","Power","GW","2050",3.770885846
"Capacity","Electricity generation","Hydro","RPS","BRA","Power","GW","2050",159.4619819
"Capacity","Electricity generation","Hydro","RPS","CAN","Power","GW","2050",78.20952677
"Capacity","Electricity generation","Hydro","RPS","CHN","Power","GW","2050",388.6199168
"Capacity","Electricity generation","Hydro","RPS","CSA","Power","GW","2050",118.1478774
"Capacity","Electricity generation","Hydro","RPS","EEU","Power","GW","2050",12.92505473
"Capacity","Electricity generation","Hydro","RPS","EURA","Power","GW","2050",29.06695465
"Capacity","Electricity generation","Hydro","RPS","GCC","Power","GW","2050",0
"Capacity","Electricity generation","Hydro","RPS","IND","Power","GW","2050",53.35139838
"Capacity","Electricity generation","Hydro","RPS","IDN","Power","GW","2050",7.657501671
"Capacity","Electricity generation","Hydro","RPS","JPN","Power","GW","2050",17.43146661
"Capacity","Electricity generation","Hydro","RPS","MENA","Power","GW","2050",84.34246765
"Capacity","Electricity generation","Hydro","RPS","RUS","Power","GW","2050",74.99564472
"Capacity","Electricity generation","Hydro","RPS","SA","Power","GW","2050",44.77327874
"Capacity","Electricity generation","Hydro","RPS","ZAF","Power","GW","2050",1.4986858
"Capacity","Electricity generation","Hydro","RPS","SEAO","Power","GW","2050",203.1237531
"Capacity","Electricity generation","Hydro","RPS","KOR","Power","GW","2050",0.785414272
"Capacity","Electricity generation","Hydro","RPS","SSA","Power","GW","2050",60.47357768
"Capacity","Electricity generation","Hydro","RPS","GBR","Power","GW","2050",1.348293658
"Capacity","Electricity generation","Hydro","RPS","USA","Power","GW","2050",112.5528427
"Capacity","Electricity generation","Hydro","RPS","WEU","Power","GW","2050",131.962466
"Capacity","Electricity generation","Hydro","RPS","WORLD","Power","GW","2050",1584.498989
"Capacity","Electricity generation","Biomass","RPS","AUS","Power","GW","2050",5.568630718
"Capacity","Electricity generation","Biomass","RPS","BRA","Power","GW","2050",33.29095632
"Capacity","Electricity generation","Biomass","RPS","CAN","Power","GW","2050",11.05941744
"Capacity","Electricity generation","Biomass","RPS","CHN","Power","GW","2050",71.08796637
"Capacity","Electricity generation","Biomass","RPS","CSA","Power","GW","2050",28.15513888
"Capacity","Electricity generation","Biomass","RPS","EEU","Power","GW","2050",10.95597143
"Capacity","Electricity generation","Biomass","RPS","EURA","Power","GW","2050",2.510362034
"Capacity","Electricity generation","Biomass","RPS","GCC","Power","GW","2050",0.009203595
"Capacity","Electricity generation","Biomass","RPS","IND","Power","GW","2050",197.2092623
"Capacity","Electricity generation","Biomass","RPS","IDN","Power","GW","2050",28.21375816
"Capacity","Electricity generation","Biomass","RPS","JPN","Power","GW","2050",9.157315719
"Capacity","Electricity generation","Biomass","RPS","MENA","Power","GW","2050",6.947875766
"Capacity","Electricity generation","Biomass","RPS","RUS","Power","GW","2050",3.413533908
"Capacity","Electricity generation","Biomass","RPS","SA","Power","GW","2050",3.546878221
"Capacity","Electricity generation","Biomass","RPS","ZAF","Power","GW","2050",3.692661526
"Capacity","Electricity generation","Biomass","RPS","SEAO","Power","GW","2050",21.28213193
"Capacity","Electricity generation","Biomass","RPS","KOR","Power","GW","2050",4.498310432
"Capacity","Electricity generation","Biomass","RPS","SSA","Power","GW","2050",15.87914732
"Capacity","Electricity generation","Biomass","RPS","GBR","Power","GW","2050",11.20849292
"Capacity","Electricity generation","Biomass","RPS","USA","Power","GW","2050",40.23157489
"Capacity","Electricity generation","Biomass","RPS","WEU","Power","GW","2050",63.83792027
"Capacity","Electricity generation","Biomass","RPS","WORLD","Power","GW","2050",571.7565101
"Capacity","Electricity generation","Biomass CCS","RPS","AUS","Power","GW","2050",0.314818147
"Capacity","Electricity generation","Biomass CCS","RPS","BRA","Power","GW","2050",0.609948943
"Capacity","Electricity generation","Biomass CCS","RPS","CAN","Power","GW","2050",0.202834234
"Capacity","Electricity generation","Biomass CCS","RPS","CHN","Power","GW","2050",23.64708115
"Capacity","Electricity generation","Biomass CCS","RPS","CSA","Power","GW","2050",1.290019062
"Capacity","Electricity generation","Biomass CCS","RPS","EEU","Power","GW","2050",0.470941387
"Capacity","Electricity generation","Biomass CCS","RPS","EURA","Power","GW","2050",1.505482465
"Capacity","Electricity generation","Biomass CCS","RPS","GCC","Power","GW","2050",0.940405037
"Capacity","Electricity generation","Biomass CCS","RPS","IND","Power","GW","2050",8.881718383
"Capacity","Electricity generation","Biomass CCS","RPS","IDN","Power","GW","2050",2.616933136
"Capacity","Electricity generation","Biomass CCS","RPS","JPN","Power","GW","2050",0.413448641
"Capacity","Electricity generation","Biomass CCS","RPS","MENA","Power","GW","2050",3.257355564
"Capacity","Electricity generation","Biomass CCS","RPS","RUS","Power","GW","2050",1.519825531
"Capacity","Electricity generation","Biomass CCS","RPS","SA","Power","GW","2050",1.270878002
"Capacity","Electricity generation","Biomass CCS","RPS","ZAF","Power","GW","2050",0.630886619
"Capacity","Electricity generation","Biomass CCS","RPS","SEAO","Power","GW","2050",3.488684403
"Capacity","Electricity generation","Biomass CCS","RPS","KOR","Power","GW","2050",0.3068908
"Capacity","Electricity generation","Biomass CCS","RPS","SSA","Power","GW","2050",2.079757352
"Capacity","Electricity generation","Biomass CCS","RPS","GBR","Power","GW","2050",0.213511891
"Capacity","Electricity generation","Biomass CCS","RPS","USA","Power","GW","2050",34.79478982
"Capacity","Electricity generation","Biomass CCS","RPS","WEU","Power","GW","2050",30.57129556
"Capacity","Electricity generation","Biomass CCS","RPS","WORLD","Power","GW","2050",119.0275061
"Capacity","Electricity generation","Solar","RPS","AUS","Power","GW","2050",77.52723873
"Capacity","Electricity generation","Solar","RPS","BRA","Power","GW","2050",65.59148475
"Capacity","Electricity generation","Solar","RPS","CAN","Power","GW","2050",105.531745
"Capacity","Electricity generation","Solar","RPS","CHN","Power","GW","2050",3247.579829
"Capacity","Electricity generation","Solar","RPS","CSA","Power","GW","2050",475.7687592
"Capacity","Electricity generation","Solar","RPS","EEU","Power","GW","2050",107.2333496
"Capacity","Electricity generation","Solar","RPS","EURA","Power","GW","2050",207.9216947
"Capacity","Electricity generation","Solar","RPS","GCC","Power","GW","2050",375.7259256
"Capacity","Electricity generation","Solar","RPS","IND","Power","GW","2050",1514.221229
"Capacity","Electricity generation","Solar","RPS","IDN","Power","GW","2050",337.1558559
"Capacity","Electricity generation","Solar","RPS","JPN","Power","GW","2050",212.5994836
"Capacity","Electricity generation","Solar","RPS","MENA","Power","GW","2050",888.5847986
"Capacity","Electricity generation","Solar","RPS","RUS","Power","GW","2050",272.6237683
"Capacity","Electricity generation","Solar","RPS","SA","Power","GW","2050",424.0865494
"Capacity","Electricity generation","Solar","RPS","ZAF","Power","GW","2050",129.9602785
"Capacity","Electricity generation","Solar","RPS","SEAO","Power","GW","2050",383.8350213
"Capacity","Electricity generation","Solar","RPS","KOR","Power","GW","2050",92.52550772
"Capacity","Electricity generation","Solar","RPS","SSA","Power","GW","2050",761.7930778
"Capacity","Electricity generation","Solar","RPS","GBR","Power","GW","2050",60.49007764
"Capacity","Electricity generation","Solar","RPS","USA","Power","GW","2050",1535.515017
"Capacity","Electricity generation","Solar","RPS","WEU","Power","GW","2050",613.5903874
"Capacity","Electricity generation","Solar","RPS","WORLD","Power","GW","2050",11889.86108
"Capacity","Electricity generation","Onshore wind","RPS","AUS","Power","GW","2050",33.20185078
"Capacity","Electricity generation","Onshore wind","RPS","BRA","Power","GW","2050",38.70206092
"Capacity","Electricity generation","Onshore wind","RPS","CAN","Power","GW","2050",17.8488008
"Capacity","Electricity generation","Onshore wind","RPS","CHN","Power","GW","2050",920.9575946
"Capacity","Electricity generation","Onshore wind","RPS","CSA","Power","GW","2050",196.6873744
"Capacity","Electricity generation","Onshore wind","RPS","EEU","Power","GW","2050",45.99991201
"Capacity","Electricity generation","Onshore wind","RPS","EURA","Power","GW","2050",124.4952852
"Capacity","Electricity generation","Onshore wind","RPS","GCC","Power","GW","2050",56.92828495
"Capacity","Electricity generation","Onshore wind","RPS","IND","Power","GW","2050",431.4840129
"Capacity","Electricity generation","Onshore wind","RPS","IDN","Power","GW","2050",169.252185
"Capacity","Electricity generation","Onshore wind","RPS","JPN","Power","GW","2050",29.13080935
"Capacity","Electricity generation","Onshore wind","RPS","MENA","Power","GW","2050",318.9790954
"Capacity","Electricity generation","Onshore wind","RPS","RUS","Power","GW","2050",126.4271632
"Capacity","Electricity generation","Onshore wind","RPS","SA","Power","GW","2050",105.2103508
"Capacity","Electricity generation","Onshore wind","RPS","ZAF","Power","GW","2050",37.65560147
"Capacity","Electricity generation","Onshore wind","RPS","SEAO","Power","GW","2050",214.3601252
"Capacity","Electricity generation","Onshore wind","RPS","KOR","Power","GW","2050",25.05146232
"Capacity","Electricity generation","Onshore wind","RPS","SSA","Power","GW","2050",279.1259813
"Capacity","Electricity generation","Onshore wind","RPS","GBR","Power","GW","2050",27.39450833
"Capacity","Electricity generation","Onshore wind","RPS","USA","Power","GW","2050",259.9872451
"Capacity","Electricity generation","Onshore wind","RPS","WEU","Power","GW","2050",124.7717694
"Capacity","Electricity generation","Onshore wind","RPS","WORLD","Power","GW","2050",3583.651473
"Capacity","Electricity generation","Offshore wind","RPS","AUS","Power","GW","2050",12.5192276
"Capacity","Electricity generation","Offshore wind","RPS","BRA","Power","GW","2050",9.743939923
"Capacity","Electricity generation","Offshore wind","RPS","CAN","Power","GW","2050",25.38232829
"Capacity","Electricity generation","Offshore wind","RPS","CHN","Power","GW","2050",180.0184181
"Capacity","Electricity generation","Offshore wind","RPS","CSA","Power","GW","2050",54.34007843
"Capacity","Electricity generation","Offshore wind","RPS","EEU","Power","GW","2050",16.26365953
"Capacity","Electricity generation","Offshore wind","RPS","EURA","Power","GW","2050",54.21527979
"Capacity","Electricity generation","Offshore wind","RPS","GCC","Power","GW","2050",13.97686374
"Capacity","Electricity generation","Offshore wind","RPS","IND","Power","GW","2050",93.79383731
"Capacity","Electricity generation","Offshore wind","RPS","IDN","Power","GW","2050",53.83732077
"Capacity","Electricity generation","Offshore wind","RPS","JPN","Power","GW","2050",37.25004777
"Capacity","Electricity generation","Offshore wind","RPS","MENA","Power","GW","2050",85.02535169
"Capacity","Electricity generation","Offshore wind","RPS","RUS","Power","GW","2050",40.91335433
"Capacity","Electricity generation","Offshore wind","RPS","SA","Power","GW","2050",27.86224237
"Capacity","Electricity generation","Offshore wind","RPS","ZAF","Power","GW","2050",12.68065056
"Capacity","Electricity generation","Offshore wind","RPS","SEAO","Power","GW","2050",56.35275787
"Capacity","Electricity generation","Offshore wind","RPS","KOR","Power","GW","2050",32.37283423
"Capacity","Electricity generation","Offshore wind","RPS","SSA","Power","GW","2050",63.92861095
"Capacity","Electricity generation","Offshore wind","RPS","GBR","Power","GW","2050",29.83684026
"Capacity","Electricity generation","Offshore wind","RPS","USA","Power","GW","2050",171.5156681
"Capacity","Electricity generation","Offshore wind","RPS","WEU","Power","GW","2050",44.13686551
"Capacity","Electricity generation","Offshore wind","RPS","WORLD","Power","GW","2050",1115.966177
"Capacity","Electricity generation","Hydrogen","RPS","AUS","Power","GW","2050",12.57950274
"Capacity","Electricity generation","Hydrogen","RPS","BRA","Power","GW","2050",22.19903354
"Capacity","Electricity generation","Hydrogen","RPS","CAN","Power","GW","2050",21.38531315
"Capacity","Electricity generation","Hydrogen","RPS","CHN","Power","GW","2050",425.0911196
"Capacity","Electricity generation","Hydrogen","RPS","CSA","Power","GW","2050",43.54864725
"Capacity","Electricity generation","Hydrogen","RPS","EEU","Power","GW","2050",35.52162371
"Capacity","Electricity generation","Hydrogen","RPS","EURA","Power","GW","2050",31.34536165
"Capacity","Electricity generation","Hydrogen","RPS","GCC","Power","GW","2050",44.07251074
"Capacity","Electricity generation","Hydrogen","RPS","IND","Power","GW","2050",441.7288351
"Capacity","Electricity generation","Hydrogen","RPS","IDN","Power","GW","2050",51.00539885
"Capacity","Electricity generation","Hydrogen","RPS","JPN","Power","GW","2050",33.73810937
"Capacity","Electricity generation","Hydrogen","RPS","MENA","Power","GW","2050",162.4623796
"Capacity","Electricity generation","Hydrogen","RPS","RUS","Power","GW","2050",98.48023709
"Capacity","Electricity generation","Hydrogen","RPS","SA","Power","GW","2050",96.64167352
"Capacity","Electricity generation","Hydrogen","RPS","ZAF","Power","GW","2050",17.18971907
"Capacity","Electricity generation","Hydrogen","RPS","SEAO","Power","GW","2050",120.4934789
"Capacity","Electricity generation","Hydrogen","RPS","KOR","Power","GW","2050",19.63824971
"Capacity","Electricity generation","Hydrogen","RPS","SSA","Power","GW","2050",100.2711237
"Capacity","Electricity generation","Hydrogen","RPS","GBR","Power","GW","2050",25.88405502
"Capacity","Electricity generation","Hydrogen","RPS","USA","Power","GW","2050",186.7602927
"Capacity","Electricity generation","Hydrogen","RPS","WEU","Power","GW","2050",116.33397
"Capacity","Electricity generation","Hydrogen","RPS","WORLD","Power","GW","2050",0
"Electricity generation","Coal","","RPS","AUS","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","BRA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","CAN","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","CHN","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","CSA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","EEU","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","EURA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","GCC","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","IND","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","IDN","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","JPN","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","MENA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","RUS","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","SA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","ZAF","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","SEAO","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","KOR","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","SSA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","GBR","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","USA","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","WEU","Power","TWh","2050",0
"Electricity generation","Coal","","RPS","WORLD","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","AUS","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","BRA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","CAN","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","CHN","Power","TWh","2050",958.1332788
"Electricity generation","Coal CCS","","RPS","CSA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","EEU","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","EURA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","GCC","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","IND","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","IDN","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","JPN","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","MENA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","RUS","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","SA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","ZAF","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","SEAO","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","KOR","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","SSA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","GBR","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","USA","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","WEU","Power","TWh","2050",0
"Electricity generation","Coal CCS","","RPS","WORLD","Power","TWh","2050",958.1332788
"Electricity generation","Oil","","RPS","AUS","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","BRA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","CAN","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","CHN","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","CSA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","EEU","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","EURA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","GCC","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","IND","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","IDN","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","JPN","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","MENA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","RUS","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","SA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","ZAF","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","SEAO","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","KOR","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","SSA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","GBR","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","USA","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","WEU","Power","TWh","2050",0
"Electricity generation","Oil","","RPS","WORLD","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","AUS","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","BRA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","CAN","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","CHN","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","CSA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","EEU","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","EURA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","GCC","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","IND","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","IDN","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","JPN","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","MENA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","RUS","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","SA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","ZAF","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","SEAO","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","KOR","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","SSA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","GBR","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","USA","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","WEU","Power","TWh","2050",0
"Electricity generation","Natural gas","","RPS","WORLD","Power","TWh","2050",0
"Electricity generation","Natural gas CCS","","RPS","AUS","Power","TWh","2050",41.73139335
"Electricity generation","Natural gas CCS","","RPS","BRA","Power","TWh","2050",71.29033149
"Electricity generation","Natural gas CCS","","RPS","CAN","Power","TWh","2050",24.29739401
"Electricity generation","Natural gas CCS","","RPS","CHN","Power","TWh","2050",0
"Electricity generation","Natural gas CCS","","RPS","CSA","Power","TWh","2050",150.1910972
"Electricity generation","Natural gas CCS","","RPS","EEU","Power","TWh","2050",67.33706329
"Electricity generation","Natural gas CCS","","RPS","EURA","Power","TWh","2050",118.8680058
"Electricity generation","Natural gas CCS","","RPS","GCC","Power","TWh","2050",140.6858007
