scenario;year;region;technology;levelized_cost
baseline;2020;Africa;Avg BF-BOF;460.6
baseline;2020;Africa;BAT BF-BOF;484.7
baseline;2020;Africa;BAT BF-BOF+BECCUS;902.7
baseline;2020;Africa;BAT BF-BOF+CCU;1162.3
baseline;2020;Africa;BAT BF-BOF+CCUS;799.3
baseline;2020;Africa;BAT BF-BOF_H2 PCI;535.9
baseline;2020;Africa;BAT BF-BOF_bio PCI;562
baseline;2020;Africa;DRI-EAF;500.8
baseline;2020;Africa;DRI-EAF+CCUS;679.2
baseline;2020;Africa;DRI-EAF_100% green H2;735.3
baseline;2020;Africa;DRI-EAF_50% bio-CH4;577.3
baseline;2020;Africa;DRI-EAF_50% green H2;550.3
baseline;2020;Africa;DRI-Melt-BOF;441.6
baseline;2020;Africa;DRI-Melt-BOF+CCUS;588.5
baseline;2020;Africa;DRI-Melt-BOF_100% zero-C H2;717.2
baseline;2020;Africa;EAF;416.9
baseline;2020;Africa;Electrolyzer-EAF;697.3
baseline;2020;Africa;Electrowinning-EAF;674.4
baseline;2020;Africa;Smelting Reduction;464.2
baseline;2020;Africa;Smelting Reduction+CCUS;598.1
baseline;2020;CIS;Avg BF-BOF;463.3
baseline;2020;CIS;BAT BF-BOF;487
baseline;2020;CIS;BAT BF-BOF+BECCUS;801.2
baseline;2020;CIS;BAT BF-BOF+CCU;1069.3
baseline;2020;CIS;BAT BF-BOF+CCUS;717.1
baseline;2020;CIS;BAT BF-BOF_H2 PCI;529.8
baseline;2020;CIS;BAT BF-BOF_bio PCI;547.6
baseline;2020;CIS;DRI-EAF;453.2
baseline;2020;CIS;DRI-EAF+CCUS;586
baseline;2020;CIS;DRI-EAF_100% green H2;684.5
baseline;2020;CIS;DRI-EAF_50% bio-CH4;529.8
baseline;2020;CIS;DRI-EAF_50% green H2;502.3
baseline;2020;CIS;DRI-Melt-BOF;403.5
baseline;2020;CIS;DRI-Melt-BOF+CCUS;507.4
baseline;2020;CIS;DRI-Melt-BOF_100% zero-C H2;666.1
baseline;2020;CIS;EAF;404.5
baseline;2020;CIS;Electrolyzer-EAF;650.2
baseline;2020;CIS;Electrowinning-EAF;631.9
baseline;2020;CIS;Smelting Reduction;456.2
baseline;2020;CIS;Smelting Reduction+CCUS;535.5
baseline;2020;China;Avg BF-BOF;463.5
baseline;2020;China;BAT BF-BOF;486.7
baseline;2020;China;BAT BF-BOF+BECCUS;817.8
baseline;2020;China;BAT BF-BOF+CCU;916.9
baseline;2020;China;BAT BF-BOF+CCUS;732.8
baseline;2020;China;BAT BF-BOF_H2 PCI;510.6
baseline;2020;China;BAT BF-BOF_bio PCI;547.4
baseline;2020;China;DRI-EAF;512.3
baseline;2020;China;DRI-EAF+CCUS;654.3
baseline;2020;China;DRI-EAF_100% green H2;635.4
baseline;2020;China;DRI-EAF_50% bio-CH4;565.1
baseline;2020;China;DRI-EAF_50% green H2;530.4
baseline;2020;China;DRI-Melt-BOF;452.9
baseline;2020;China;DRI-Melt-BOF+CCUS;564.4
baseline;2020;China;DRI-Melt-BOF_100% zero-C H2;617.3
baseline;2020;China;EAF;416.4
baseline;2020;China;Electrolyzer-EAF;686.5
baseline;2020;China;Electrowinning-EAF;664.6
baseline;2020;China;Smelting Reduction;471.4
baseline;2020;China;Smelting Reduction+CCUS;557
baseline;2020;Europe;Avg BF-BOF;459.4
baseline;2020;Europe;BAT BF-BOF;484
baseline;2020;Europe;BAT BF-BOF+BECCUS;804.7
baseline;2020;Europe;BAT BF-BOF+CCU;1161.8
baseline;2020;Europe;BAT BF-BOF+CCUS;734.8
baseline;2020;Europe;BAT BF-BOF_H2 PCI;539.4
baseline;2020;Europe;BAT BF-BOF_bio PCI;526.5
baseline;2020;Europe;DRI-EAF;486.9
baseline;2020;Europe;DRI-EAF+CCUS;630.9
baseline;2020;Europe;DRI-EAF_100% green H2;748.3
baseline;2020;Europe;DRI-EAF_50% bio-CH4;532.2
baseline;2020;Europe;DRI-EAF_50% green H2;543.6
baseline;2020;Europe;DRI-Melt-BOF;429.5
baseline;2020;Europe;DRI-Melt-BOF+CCUS;542.5
baseline;2020;Europe;DRI-Melt-BOF_100% zero-C H2;730.2
baseline;2020;Europe;EAF;414.9
baseline;2020;Europe;Electrolyzer-EAF;693.7
baseline;2020;Europe;Electrowinning-EAF;671.1
baseline;2020;Europe;Smelting Reduction;457.7
baseline;2020;Europe;Smelting Reduction+CCUS;544.6
baseline;2020;India;Avg BF-BOF;465.1
baseline;2020;India;BAT BF-BOF;488.3
baseline;2020;India;BAT BF-BOF+BECCUS;859.9
baseline;2020;India;BAT BF-BOF+CCU;1063.8
baseline;2020;India;BAT BF-BOF+CCUS;776.1
baseline;2020;India;BAT BF-BOF_H2 PCI;531.1
baseline;2020;India;BAT BF-BOF_bio PCI;544.1
baseline;2020;India;DRI-EAF;491.2
baseline;2020;India;DRI-EAF+CCUS;654.7
baseline;2020;India;DRI-EAF_100% green H2;679.5
baseline;2020;India;DRI-EAF_50% bio-CH4;544.7
baseline;2020;India;DRI-EAF_50% green H2;531.8
baseline;2020;India;DRI-Melt-BOF;438.6
baseline;2020;India;DRI-Melt-BOF+CCUS;573.4
baseline;2020;India;DRI-Melt-BOF_100% zero-C H2;661.1
baseline;2020;India;EAF;406.8
baseline;2020;India;Electrolyzer-EAF;639.3
baseline;2020;India;Electrowinning-EAF;622.1
baseline;2020;India;Smelting Reduction;454.6
baseline;2020;India;Smelting Reduction+CCUS;578.4
baseline;2020;Japan, South Korea, and Taiwan;Avg BF-BOF;466.8
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF;489.4
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;844
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;1140
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;757.3
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;540.7
baseline;2020;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;550.1
baseline;2020;Japan, South Korea, and Taiwan;DRI-EAF;522.7
baseline;2020;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;676
baseline;2020;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;710.4
baseline;2020;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;567.6
baseline;2020;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;565.6
baseline;2020;Japan, South Korea, and Taiwan;DRI-Melt-BOF;466.5
baseline;2020;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;591
baseline;2020;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;692
baseline;2020;Japan, South Korea, and Taiwan;EAF;410.7
baseline;2020;Japan, South Korea, and Taiwan;Electrolyzer-EAF;642.9
baseline;2020;Japan, South Korea, and Taiwan;Electrowinning-EAF;625.3
baseline;2020;Japan, South Korea, and Taiwan;Smelting Reduction;461.9
baseline;2020;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;570.9
baseline;2020;Middle East;Avg BF-BOF;461.1
baseline;2020;Middle East;BAT BF-BOF;485.2
baseline;2020;Middle East;BAT BF-BOF+BECCUS;827.6
baseline;2020;Middle East;BAT BF-BOF+CCU;1019.2
baseline;2020;Middle East;BAT BF-BOF+CCUS;728.7
baseline;2020;Middle East;BAT BF-BOF_H2 PCI;519.6
baseline;2020;Middle East;BAT BF-BOF_bio PCI;562.4
baseline;2020;Middle East;DRI-EAF;458
baseline;2020;Middle East;DRI-EAF+CCUS;598.2
baseline;2020;Middle East;DRI-EAF_100% green H2;668.6
baseline;2020;Middle East;DRI-EAF_50% bio-CH4;552.4
baseline;2020;Middle East;DRI-EAF_50% green H2;498.3
baseline;2020;Middle East;DRI-Melt-BOF;405
baseline;2020;Middle East;DRI-Melt-BOF+CCUS;515
baseline;2020;Middle East;DRI-Melt-BOF_100% zero-C H2;650.4
baseline;2020;Middle East;EAF;409.5
baseline;2020;Middle East;Electrolyzer-EAF;679.2
baseline;2020;Middle East;Electrowinning-EAF;658
baseline;2020;Middle East;Smelting Reduction;461
baseline;2020;Middle East;Smelting Reduction+CCUS;545.4
baseline;2020;NAFTA;Avg BF-BOF;467.3
baseline;2020;NAFTA;BAT BF-BOF;490.4
baseline;2020;NAFTA;BAT BF-BOF+BECCUS;747.8
baseline;2020;NAFTA;BAT BF-BOF+CCU;1086.4
baseline;2020;NAFTA;BAT BF-BOF+CCUS;674
baseline;2020;NAFTA;BAT BF-BOF_H2 PCI;537.4
baseline;2020;NAFTA;BAT BF-BOF_bio PCI;541.8
baseline;2020;NAFTA;DRI-EAF;441.1
baseline;2020;NAFTA;DRI-EAF+CCUS;547.9
baseline;2020;NAFTA;DRI-EAF_100% green H2;665.9
baseline;2020;NAFTA;DRI-EAF_50% bio-CH4;507.9
baseline;2020;NAFTA;DRI-EAF_50% green H2;494.6
baseline;2020;NAFTA;DRI-Melt-BOF;399.7
baseline;2020;NAFTA;DRI-Melt-BOF+CCUS;481.2
baseline;2020;NAFTA;DRI-Melt-BOF_100% zero-C H2;647.1
baseline;2020;NAFTA;EAF;391.8
baseline;2020;NAFTA;Electrolyzer-EAF;577.7
baseline;2020;NAFTA;Electrowinning-EAF;566.5
baseline;2020;NAFTA;Smelting Reduction;435.3
baseline;2020;NAFTA;Smelting Reduction+CCUS;491.6
baseline;2020;RoW;Avg BF-BOF;459.8
baseline;2020;RoW;BAT BF-BOF;484.1
baseline;2020;RoW;BAT BF-BOF+BECCUS;835.8
baseline;2020;RoW;BAT BF-BOF+CCU;1105.3
baseline;2020;RoW;BAT BF-BOF+CCUS;749.9
baseline;2020;RoW;BAT BF-BOF_H2 PCI;530.5
baseline;2020;RoW;BAT BF-BOF_bio PCI;544.5
baseline;2020;RoW;DRI-EAF;502
baseline;2020;RoW;DRI-EAF+CCUS;654.3
baseline;2020;RoW;DRI-EAF_100% green H2;721.6
baseline;2020;RoW;DRI-EAF_50% bio-CH4;560.4
baseline;2020;RoW;DRI-EAF_50% green H2;546.4
baseline;2020;RoW;DRI-Melt-BOF;442
baseline;2020;RoW;DRI-Melt-BOF+CCUS;562.7
baseline;2020;RoW;DRI-Melt-BOF_100% zero-C H2;703.6
baseline;2020;RoW;EAF;418.2
baseline;2020;RoW;Electrolyzer-EAF;704.6
baseline;2020;RoW;Electrowinning-EAF;680.9
baseline;2020;RoW;Smelting Reduction;464.5
baseline;2020;RoW;Smelting Reduction+CCUS;561
baseline;2020;South and Central America;Avg BF-BOF;466.2
baseline;2020;South and Central America;BAT BF-BOF;489.2
baseline;2020;South and Central America;BAT BF-BOF+BECCUS;794.1
baseline;2020;South and Central America;BAT BF-BOF+CCU;1281
baseline;2020;South and Central America;BAT BF-BOF+CCUS;707.6
baseline;2020;South and Central America;BAT BF-BOF_H2 PCI;557.3
baseline;2020;South and Central America;BAT BF-BOF_bio PCI;553.4
baseline;2020;South and Central America;DRI-EAF;488.7
baseline;2020;South and Central America;DRI-EAF+CCUS;615
baseline;2020;South and Central America;DRI-EAF_100% green H2;760.5
baseline;2020;South and Central America;DRI-EAF_50% bio-CH4;551.3
baseline;2020;South and Central America;DRI-EAF_50% green H2;555.7
baseline;2020;South and Central America;DRI-Melt-BOF;437.8
baseline;2020;South and Central America;DRI-Melt-BOF+CCUS;536.4
baseline;2020;South and Central America;DRI-Melt-BOF_100% zero-C H2;742
baseline;2020;South and Central America;EAF;404.2
baseline;2020;South and Central America;Electrolyzer-EAF;624.8
baseline;2020;South and Central America;Electrowinning-EAF;609
baseline;2020;South and Central America;Smelting Reduction;452.2
baseline;2020;South and Central America;Smelting Reduction+CCUS;527
baseline;2020;Southeast Asia;Avg BF-BOF;461.8
baseline;2020;Southeast Asia;BAT BF-BOF;485.7
baseline;2020;Southeast Asia;BAT BF-BOF+BECCUS;816.2
baseline;2020;Southeast Asia;BAT BF-BOF+CCU;1005.6
baseline;2020;Southeast Asia;BAT BF-BOF+CCUS;729.3
baseline;2020;Southeast Asia;BAT BF-BOF_H2 PCI;520.1
baseline;2020;Southeast Asia;BAT BF-BOF_bio PCI;548.7
baseline;2020;Southeast Asia;DRI-EAF;497.8
baseline;2020;Southeast Asia;DRI-EAF+CCUS;638
baseline;2020;Southeast Asia;DRI-EAF_100% green H2;668.6
baseline;2020;Southeast Asia;DRI-EAF_50% bio-CH4;559.1
baseline;2020;Southeast Asia;DRI-EAF_50% green H2;529.7
baseline;2020;Southeast Asia;DRI-Melt-BOF;440.7
baseline;2020;Southeast Asia;DRI-Melt-BOF+CCUS;550.6
baseline;2020;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;650.4
baseline;2020;Southeast Asia;EAF;413.8
baseline;2020;Southeast Asia;Electrolyzer-EAF;679.2
baseline;2020;Southeast Asia;Electrowinning-EAF;658
baseline;2020;Southeast Asia;Smelting Reduction;460.3
baseline;2020;Southeast Asia;Smelting Reduction+CCUS;544.6
baseline;2021;Africa;Avg BF-BOF;546.8
baseline;2021;Africa;BAT BF-BOF;545.3
baseline;2021;Africa;BAT BF-BOF+BECCUS;969.1
baseline;2021;Africa;BAT BF-BOF+CCU;1152.3
baseline;2021;Africa;BAT BF-BOF+CCUS;884.1
baseline;2021;Africa;BAT BF-BOF_H2 PCI;577.8
baseline;2021;Africa;BAT BF-BOF_bio PCI;593.6
baseline;2021;Africa;DRI-EAF;593.7
baseline;2021;Africa;DRI-EAF+CCUS;792.2
baseline;2021;Africa;DRI-EAF_100% green H2;754.2
baseline;2021;Africa;DRI-EAF_50% bio-CH4;633.5
baseline;2021;Africa;DRI-EAF_50% green H2;619.7
baseline;2021;Africa;DRI-Melt-BOF;517.1
baseline;2021;Africa;DRI-Melt-BOF+CCUS;680.6
baseline;2021;Africa;DRI-Melt-BOF_100% zero-C H2;732.4
baseline;2021;Africa;EAF;441.7
baseline;2021;Africa;Electrolyzer-EAF;776.9
baseline;2021;Africa;Electrowinning-EAF;746
baseline;2021;Africa;Smelting Reduction;509.7
baseline;2021;Africa;Smelting Reduction+CCUS;657.7
baseline;2021;CIS;Avg BF-BOF;549.3
baseline;2021;CIS;BAT BF-BOF;547.5
baseline;2021;CIS;BAT BF-BOF+BECCUS;861.5
baseline;2021;CIS;BAT BF-BOF+CCU;1054.8
baseline;2021;CIS;BAT BF-BOF+CCUS;795.6
baseline;2021;CIS;BAT BF-BOF_H2 PCI;571.3
baseline;2021;CIS;BAT BF-BOF_bio PCI;579.8
baseline;2021;CIS;DRI-EAF;490.7
baseline;2021;CIS;DRI-EAF+CCUS;640.2
baseline;2021;CIS;DRI-EAF_100% green H2;696.1
baseline;2021;CIS;DRI-EAF_50% bio-CH4;555
baseline;2021;CIS;DRI-EAF_50% green H2;527.3
baseline;2021;CIS;DRI-Melt-BOF;430.7
baseline;2021;CIS;DRI-Melt-BOF+CCUS;548.4
baseline;2021;CIS;DRI-Melt-BOF_100% zero-C H2;674
baseline;2021;CIS;EAF;421.2
baseline;2021;CIS;Electrolyzer-EAF;716.3
baseline;2021;CIS;Electrowinning-EAF;691.3
baseline;2021;CIS;Smelting Reduction;499.3
baseline;2021;CIS;Smelting Reduction+CCUS;590.2
baseline;2021;China;Avg BF-BOF;553.6
baseline;2021;China;BAT BF-BOF;550
baseline;2021;China;BAT BF-BOF+BECCUS;882.6
baseline;2021;China;BAT BF-BOF+CCU;942.6
baseline;2021;China;BAT BF-BOF+CCUS;815.7
baseline;2021;China;BAT BF-BOF_H2 PCI;559.3
baseline;2021;China;BAT BF-BOF_bio PCI;582.1
baseline;2021;China;DRI-EAF;630.5
baseline;2021;China;DRI-EAF+CCUS;790.8
baseline;2021;China;DRI-EAF_100% green H2;665.6
baseline;2021;China;DRI-EAF_50% bio-CH4;635.2
baseline;2021;China;DRI-EAF_50% green H2;623.9
baseline;2021;China;DRI-Melt-BOF;551.7
baseline;2021;China;DRI-Melt-BOF+CCUS;678.3
baseline;2021;China;DRI-Melt-BOF_100% zero-C H2;643.6
baseline;2021;China;EAF;442.7
baseline;2021;China;Electrolyzer-EAF;758.8
baseline;2021;China;Electrowinning-EAF;729.6
baseline;2021;China;Smelting Reduction;527.5
baseline;2021;China;Smelting Reduction+CCUS;625.9
baseline;2021;Europe;Avg BF-BOF;550.2
baseline;2021;Europe;BAT BF-BOF;548.2
baseline;2021;Europe;BAT BF-BOF+BECCUS;854.6
baseline;2021;Europe;BAT BF-BOF+CCU;1166.2
baseline;2021;Europe;BAT BF-BOF+CCUS;803.7
baseline;2021;Europe;BAT BF-BOF_H2 PCI;586.9
baseline;2021;Europe;BAT BF-BOF_bio PCI;562.2
baseline;2021;Europe;DRI-EAF;652.2
baseline;2021;Europe;DRI-EAF+CCUS;805.1
baseline;2021;Europe;DRI-EAF_100% green H2;754.5
baseline;2021;Europe;DRI-EAF_50% bio-CH4;625.6
baseline;2021;Europe;DRI-EAF_50% green H2;670.7
baseline;2021;Europe;DRI-Melt-BOF;574
baseline;2021;Europe;DRI-Melt-BOF+CCUS;694.5
baseline;2021;Europe;DRI-Melt-BOF_100% zero-C H2;732.4
baseline;2021;Europe;EAF;440.5
baseline;2021;Europe;Electrolyzer-EAF;729.8
baseline;2021;Europe;Electrowinning-EAF;703.5
baseline;2021;Europe;Smelting Reduction;489.2
baseline;2021;Europe;Smelting Reduction+CCUS;582.5
baseline;2021;India;Avg BF-BOF;550.2
baseline;2021;India;BAT BF-BOF;548
baseline;2021;India;BAT BF-BOF+BECCUS;933
baseline;2021;India;BAT BF-BOF+CCU;1056.1
baseline;2021;India;BAT BF-BOF+CCUS;866.7
baseline;2021;India;BAT BF-BOF_H2 PCI;572.1
baseline;2021;India;BAT BF-BOF_bio PCI;575.4
baseline;2021;India;DRI-EAF;586.5
baseline;2021;India;DRI-EAF+CCUS;773.9
baseline;2021;India;DRI-EAF_100% green H2;705
baseline;2021;India;DRI-EAF_50% bio-CH4;603.8
baseline;2021;India;DRI-EAF_50% green H2;603.7
baseline;2021;India;DRI-Melt-BOF;514.8
baseline;2021;India;DRI-Melt-BOF+CCUS;669.2
baseline;2021;India;DRI-Melt-BOF_100% zero-C H2;682.9
baseline;2021;India;EAF;434.1
baseline;2021;India;Electrolyzer-EAF;733.4
baseline;2021;India;Electrowinning-EAF;706.7
baseline;2021;India;Smelting Reduction;502.5
baseline;2021;India;Smelting Reduction+CCUS;642.9
baseline;2021;Japan, South Korea, and Taiwan;Avg BF-BOF;556
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF;552.1
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;905
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;1134.8
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;836.7
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;585.3
baseline;2021;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;584.2
baseline;2021;Japan, South Korea, and Taiwan;DRI-EAF;595.5
baseline;2021;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;765.2
baseline;2021;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;725.1
baseline;2021;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;612.1
baseline;2021;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;619.4
baseline;2021;Japan, South Korea, and Taiwan;DRI-Melt-BOF;525.3
baseline;2021;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;663.4
baseline;2021;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;702.8
baseline;2021;Japan, South Korea, and Taiwan;EAF;431
baseline;2021;Japan, South Korea, and Taiwan;Electrolyzer-EAF;708
baseline;2021;Japan, South Korea, and Taiwan;Electrowinning-EAF;683.9
baseline;2021;Japan, South Korea, and Taiwan;Smelting Reduction;513.6
baseline;2021;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;634.1
baseline;2021;Middle East;Avg BF-BOF;544.3
baseline;2021;Middle East;BAT BF-BOF;543.5
baseline;2021;Middle East;BAT BF-BOF+BECCUS;902.3
baseline;2021;Middle East;BAT BF-BOF+CCU;1028.3
baseline;2021;Middle East;BAT BF-BOF+CCUS;821.3
baseline;2021;Middle East;BAT BF-BOF_H2 PCI;561.3
baseline;2021;Middle East;BAT BF-BOF_bio PCI;591.9
baseline;2021;Middle East;DRI-EAF;501.4
baseline;2021;Middle East;DRI-EAF+CCUS;667.3
baseline;2021;Middle East;DRI-EAF_100% green H2;704.7
baseline;2021;Middle East;DRI-EAF_50% bio-CH4;582.9
baseline;2021;Middle East;DRI-EAF_50% green H2;531.8
baseline;2021;Middle East;DRI-Melt-BOF;434.1
baseline;2021;Middle East;DRI-Melt-BOF+CCUS;565.2
baseline;2021;Middle East;DRI-Melt-BOF_100% zero-C H2;682.9
baseline;2021;Middle East;EAF;432.5
baseline;2021;Middle East;Electrolyzer-EAF;780.5
baseline;2021;Middle East;Electrowinning-EAF;749.3
baseline;2021;Middle East;Smelting Reduction;509.9
baseline;2021;Middle East;Smelting Reduction+CCUS;612.1
baseline;2021;NAFTA;Avg BF-BOF;553.3
baseline;2021;NAFTA;BAT BF-BOF;551.3
baseline;2021;NAFTA;BAT BF-BOF+BECCUS;790.1
baseline;2021;NAFTA;BAT BF-BOF+CCU;1069
baseline;2021;NAFTA;BAT BF-BOF+CCUS;735.2
baseline;2021;NAFTA;BAT BF-BOF_H2 PCI;579.7
baseline;2021;NAFTA;BAT BF-BOF_bio PCI;574.8
baseline;2021;NAFTA;DRI-EAF;471.9
baseline;2021;NAFTA;DRI-EAF+CCUS;584.9
baseline;2021;NAFTA;DRI-EAF_100% green H2;659.7
baseline;2021;NAFTA;DRI-EAF_50% bio-CH4;526.3
baseline;2021;NAFTA;DRI-EAF_50% green H2;513.2
baseline;2021;NAFTA;DRI-Melt-BOF;424.8
baseline;2021;NAFTA;DRI-Melt-BOF+CCUS;511.6
baseline;2021;NAFTA;DRI-Melt-BOF_100% zero-C H2;637
baseline;2021;NAFTA;EAF;401.3
baseline;2021;NAFTA;Electrolyzer-EAF;602.8
baseline;2021;NAFTA;Electrowinning-EAF;589
baseline;2021;NAFTA;Smelting Reduction;460
baseline;2021;NAFTA;Smelting Reduction+CCUS;520.8
baseline;2021;RoW;Avg BF-BOF;543.7
baseline;2021;RoW;BAT BF-BOF;542.9
baseline;2021;RoW;BAT BF-BOF+BECCUS;911.2
baseline;2021;RoW;BAT BF-BOF+CCU;1097.9
baseline;2021;RoW;BAT BF-BOF+CCUS;842.6
baseline;2021;RoW;BAT BF-BOF_H2 PCI;570.6
baseline;2021;RoW;BAT BF-BOF_bio PCI;575
baseline;2021;RoW;DRI-EAF;598.3
baseline;2021;RoW;DRI-EAF+CCUS;776
baseline;2021;RoW;DRI-EAF_100% green H2;749.9
baseline;2021;RoW;DRI-EAF_50% bio-CH4;620.5
baseline;2021;RoW;DRI-EAF_50% green H2;619.2
baseline;2021;RoW;DRI-Melt-BOF;518.5
baseline;2021;RoW;DRI-Melt-BOF+CCUS;660.2
baseline;2021;RoW;DRI-Melt-BOF_100% zero-C H2;728.2
baseline;2021;RoW;EAF;446.5
baseline;2021;RoW;Electrolyzer-EAF;804.7
baseline;2021;RoW;Electrowinning-EAF;771.1
baseline;2021;RoW;Smelting Reduction;512
baseline;2021;RoW;Smelting Reduction+CCUS;626.2
baseline;2021;South and Central America;Avg BF-BOF;554.4
baseline;2021;South and Central America;BAT BF-BOF;551.4
baseline;2021;South and Central America;BAT BF-BOF+BECCUS;850
baseline;2021;South and Central America;BAT BF-BOF+CCU;1233.1
baseline;2021;South and Central America;BAT BF-BOF+CCUS;782.2
baseline;2021;South and Central America;BAT BF-BOF_H2 PCI;596.5
baseline;2021;South and Central America;BAT BF-BOF_bio PCI;586.9
baseline;2021;South and Central America;DRI-EAF;577.4
baseline;2021;South and Central America;DRI-EAF+CCUS;717.3
baseline;2021;South and Central America;DRI-EAF_100% green H2;753.1
baseline;2021;South and Central America;DRI-EAF_50% bio-CH4;603.4
baseline;2021;South and Central America;DRI-EAF_50% green H2;616.5
baseline;2021;South and Central America;DRI-Melt-BOF;511.9
baseline;2021;South and Central America;DRI-Melt-BOF+CCUS;621.9
baseline;2021;South and Central America;DRI-Melt-BOF_100% zero-C H2;730.7
baseline;2021;South and Central America;EAF;424.5
baseline;2021;South and Central America;Electrolyzer-EAF;679
baseline;2021;South and Central America;Electrowinning-EAF;657.7
baseline;2021;South and Central America;Smelting Reduction;493.6
baseline;2021;South and Central America;Smelting Reduction+CCUS;578
baseline;2021;Southeast Asia;Avg BF-BOF;545.6
baseline;2021;Southeast Asia;BAT BF-BOF;544.4
baseline;2021;Southeast Asia;BAT BF-BOF+BECCUS;892
baseline;2021;Southeast Asia;BAT BF-BOF+CCU;1015.9
baseline;2021;Southeast Asia;BAT BF-BOF+CCUS;822.5
baseline;2021;Southeast Asia;BAT BF-BOF_H2 PCI;562.3
baseline;2021;Southeast Asia;BAT BF-BOF_bio PCI;579.2
baseline;2021;Southeast Asia;DRI-EAF;594.3
baseline;2021;Southeast Asia;DRI-EAF+CCUS;760.2
baseline;2021;Southeast Asia;DRI-EAF_100% green H2;704.7
baseline;2021;Southeast Asia;DRI-EAF_50% bio-CH4;619.3
baseline;2021;Southeast Asia;DRI-EAF_50% green H2;605
baseline;2021;Southeast Asia;DRI-Melt-BOF;517.2
baseline;2021;Southeast Asia;DRI-Melt-BOF+CCUS;648.3
baseline;2021;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;682.9
baseline;2021;Southeast Asia;EAF;442.3
baseline;2021;Southeast Asia;Electrolyzer-EAF;780.5
baseline;2021;Southeast Asia;Electrowinning-EAF;749.3
baseline;2021;Southeast Asia;Smelting Reduction;508.1
baseline;2021;Southeast Asia;Smelting Reduction+CCUS;610.3
baseline;2022;Africa;Avg BF-BOF;672.4
baseline;2022;Africa;BAT BF-BOF;633.7
baseline;2022;Africa;BAT BF-BOF+BECCUS;1054.7
baseline;2022;Africa;BAT BF-BOF+CCU;1175.9
baseline;2022;Africa;BAT BF-BOF+CCUS;996.3
baseline;2022;Africa;BAT BF-BOF_H2 PCI;644.2
baseline;2022;Africa;BAT BF-BOF_bio PCI;641
baseline;2022;Africa;DRI-EAF;714.9
baseline;2022;Africa;DRI-EAF+CCUS;936.4
baseline;2022;Africa;DRI-EAF_100% green H2;787.1
baseline;2022;Africa;DRI-EAF_50% bio-CH4;706
baseline;2022;Africa;DRI-EAF_50% green H2;714
baseline;2022;Africa;DRI-Melt-BOF;616.8
baseline;2022;Africa;DRI-Melt-BOF+CCUS;799.3
baseline;2022;Africa;DRI-Melt-BOF_100% zero-C H2;759.8
baseline;2022;Africa;EAF;472.2
baseline;2022;Africa;Electrolyzer-EAF;867.3
baseline;2022;Africa;Electrowinning-EAF;827.4
baseline;2022;Africa;Smelting Reduction;572.9
baseline;2022;Africa;Smelting Reduction+CCUS;736.9
baseline;2022;CIS;Avg BF-BOF;674.1
baseline;2022;CIS;BAT BF-BOF;635.5
baseline;2022;CIS;BAT BF-BOF+BECCUS;938.5
baseline;2022;CIS;BAT BF-BOF+CCU;1075.3
baseline;2022;CIS;BAT BF-BOF+CCUS;899.1
baseline;2022;CIS;BAT BF-BOF_H2 PCI;637.2
baseline;2022;CIS;BAT BF-BOF_bio PCI;627.2
baseline;2022;CIS;DRI-EAF;516.1
baseline;2022;CIS;DRI-EAF+CCUS;684
baseline;2022;CIS;DRI-EAF_100% green H2;721
baseline;2022;CIS;DRI-EAF_50% bio-CH4;574
baseline;2022;CIS;DRI-EAF_50% green H2;545.6
baseline;2022;CIS;DRI-Melt-BOF;446.4
baseline;2022;CIS;DRI-Melt-BOF+CCUS;579.4
