scenario;year;region;technology;levelized_cost
tech_moratorium;2042;Middle East;DRI-EAF+CCUS;593.7
tech_moratorium;2042;Middle East;DRI-EAF_100% green H2;572.1
tech_moratorium;2042;Middle East;DRI-EAF_50% bio-CH4;535.1
tech_moratorium;2042;Middle East;DRI-EAF_50% green H2;470.1
tech_moratorium;2042;Middle East;DRI-Melt-BOF;405.8
tech_moratorium;2042;Middle East;DRI-Melt-BOF+CCUS;517.1
tech_moratorium;2042;Middle East;DRI-Melt-BOF_100% zero-C H2;554.9
tech_moratorium;2042;Middle East;EAF;411.6
tech_moratorium;2042;Middle East;Electrolyzer-EAF;687.9
tech_moratorium;2042;Middle East;Electrowinning-EAF;660.2
tech_moratorium;2042;Middle East;Smelting Reduction;417.4
tech_moratorium;2042;Middle East;Smelting Reduction+CCUS;504.3
tech_moratorium;2042;NAFTA;Avg BF-BOF;435.7
tech_moratorium;2042;NAFTA;BAT BF-BOF;468
tech_moratorium;2042;NAFTA;BAT BF-BOF+BECCUS;720.4
tech_moratorium;2042;NAFTA;BAT BF-BOF+CCU;744.8
tech_moratorium;2042;NAFTA;BAT BF-BOF+CCUS;646.6
tech_moratorium;2042;NAFTA;BAT BF-BOF_H2 PCI;481.7
tech_moratorium;2042;NAFTA;BAT BF-BOF_bio PCI;523.1
tech_moratorium;2042;NAFTA;DRI-EAF;439.3
tech_moratorium;2042;NAFTA;DRI-EAF+CCUS;532.7
tech_moratorium;2042;NAFTA;DRI-EAF_100% green H2;527.9
tech_moratorium;2042;NAFTA;DRI-EAF_50% bio-CH4;499
tech_moratorium;2042;NAFTA;DRI-EAF_50% green H2;453.4
tech_moratorium;2042;NAFTA;DRI-Melt-BOF;399.2
tech_moratorium;2042;NAFTA;DRI-Melt-BOF+CCUS;476.7
tech_moratorium;2042;NAFTA;DRI-Melt-BOF_100% zero-C H2;510.6
tech_moratorium;2042;NAFTA;EAF;389
tech_moratorium;2042;NAFTA;Electrolyzer-EAF;561
tech_moratorium;2042;NAFTA;Electrowinning-EAF;545.8
tech_moratorium;2042;NAFTA;Smelting Reduction;386.6
tech_moratorium;2042;NAFTA;Smelting Reduction+CCUS;441
tech_moratorium;2042;RoW;Avg BF-BOF;440.3
tech_moratorium;2042;RoW;BAT BF-BOF;470.5
tech_moratorium;2042;RoW;BAT BF-BOF+BECCUS;804.9
tech_moratorium;2042;RoW;BAT BF-BOF+CCU;734.4
tech_moratorium;2042;RoW;BAT BF-BOF+CCUS;724.3
tech_moratorium;2042;RoW;BAT BF-BOF_H2 PCI;478.3
tech_moratorium;2042;RoW;BAT BF-BOF_bio PCI;527.9
tech_moratorium;2042;RoW;DRI-EAF;484.9
tech_moratorium;2042;RoW;DRI-EAF+CCUS;620.7
tech_moratorium;2042;RoW;DRI-EAF_100% green H2;566.5
tech_moratorium;2042;RoW;DRI-EAF_50% bio-CH4;539.3
tech_moratorium;2042;RoW;DRI-EAF_50% green H2;489
tech_moratorium;2042;RoW;DRI-Melt-BOF;428.9
tech_moratorium;2042;RoW;DRI-Melt-BOF+CCUS;543.2
tech_moratorium;2042;RoW;DRI-Melt-BOF_100% zero-C H2;549.3
tech_moratorium;2042;RoW;EAF;412.2
tech_moratorium;2042;RoW;Electrolyzer-EAF;675.8
tech_moratorium;2042;RoW;Electrowinning-EAF;649.3
tech_moratorium;2042;RoW;Smelting Reduction;414.6
tech_moratorium;2042;RoW;Smelting Reduction+CCUS;507.1
tech_moratorium;2042;South and Central America;Avg BF-BOF;444.1
tech_moratorium;2042;South and Central America;BAT BF-BOF;473.4
tech_moratorium;2042;South and Central America;BAT BF-BOF+BECCUS;776.6
tech_moratorium;2042;South and Central America;BAT BF-BOF+CCU;764
tech_moratorium;2042;South and Central America;BAT BF-BOF+CCUS;698.7
tech_moratorium;2042;South and Central America;BAT BF-BOF_H2 PCI;485.4
tech_moratorium;2042;South and Central America;BAT BF-BOF_bio PCI;529.5
tech_moratorium;2042;South and Central America;DRI-EAF;478.5
tech_moratorium;2042;South and Central America;DRI-EAF+CCUS;598.8
tech_moratorium;2042;South and Central America;DRI-EAF_100% green H2;563.4
tech_moratorium;2042;South and Central America;DRI-EAF_50% bio-CH4;531.5
tech_moratorium;2042;South and Central America;DRI-EAF_50% green H2;486.9
tech_moratorium;2042;South and Central America;DRI-Melt-BOF;426.9
tech_moratorium;2042;South and Central America;DRI-Melt-BOF+CCUS;527.6
tech_moratorium;2042;South and Central America;DRI-Melt-BOF_100% zero-C H2;545.9
tech_moratorium;2042;South and Central America;EAF;405.5
tech_moratorium;2042;South and Central America;Electrolyzer-EAF;637.1
tech_moratorium;2042;South and Central America;Electrowinning-EAF;614.5
tech_moratorium;2042;South and Central America;Smelting Reduction;409.1
tech_moratorium;2042;South and Central America;Smelting Reduction+CCUS;487.1
tech_moratorium;2042;Southeast Asia;Avg BF-BOF;439.4
tech_moratorium;2042;Southeast Asia;BAT BF-BOF;469.7
tech_moratorium;2042;Southeast Asia;BAT BF-BOF+BECCUS;800.9
tech_moratorium;2042;Southeast Asia;BAT BF-BOF+CCU;738.2
tech_moratorium;2042;Southeast Asia;BAT BF-BOF+CCUS;718.7
tech_moratorium;2042;Southeast Asia;BAT BF-BOF_H2 PCI;477.5
tech_moratorium;2042;Southeast Asia;BAT BF-BOF_bio PCI;529.6
tech_moratorium;2042;Southeast Asia;DRI-EAF;486.9
tech_moratorium;2042;Southeast Asia;DRI-EAF+CCUS;620.2
tech_moratorium;2042;Southeast Asia;DRI-EAF_100% green H2;572.1
tech_moratorium;2042;Southeast Asia;DRI-EAF_50% bio-CH4;543.9
tech_moratorium;2042;Southeast Asia;DRI-EAF_50% green H2;491
tech_moratorium;2042;Southeast Asia;DRI-Melt-BOF;429.5
tech_moratorium;2042;Southeast Asia;DRI-Melt-BOF+CCUS;540.8
tech_moratorium;2042;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;554.9
tech_moratorium;2042;Southeast Asia;EAF;414.3
tech_moratorium;2042;Southeast Asia;Electrolyzer-EAF;687.9
tech_moratorium;2042;Southeast Asia;Electrowinning-EAF;660.2
tech_moratorium;2042;Southeast Asia;Smelting Reduction;416.6
tech_moratorium;2042;Southeast Asia;Smelting Reduction+CCUS;503.5
tech_moratorium;2043;Africa;Avg BF-BOF;437.6
tech_moratorium;2043;Africa;BAT BF-BOF;468.3
tech_moratorium;2043;Africa;BAT BF-BOF+BECCUS;878.8
tech_moratorium;2043;Africa;BAT BF-BOF+CCU;762.1
tech_moratorium;2043;Africa;BAT BF-BOF+CCUS;788
tech_moratorium;2043;Africa;BAT BF-BOF_H2 PCI;478.3
tech_moratorium;2043;Africa;BAT BF-BOF_bio PCI;533.2
tech_moratorium;2043;Africa;DRI-EAF;489.9
tech_moratorium;2043;Africa;DRI-EAF+CCUS;660.8
tech_moratorium;2043;Africa;DRI-EAF_100% green H2;587.6
tech_moratorium;2043;Africa;DRI-EAF_50% bio-CH4;552
tech_moratorium;2043;Africa;DRI-EAF_50% green H2;496.2
tech_moratorium;2043;Africa;DRI-Melt-BOF;430.5
tech_moratorium;2043;Africa;DRI-Melt-BOF+CCUS;578.6
tech_moratorium;2043;Africa;DRI-Melt-BOF_100% zero-C H2;570.6
tech_moratorium;2043;Africa;EAF;417.5
tech_moratorium;2043;Africa;Electrolyzer-EAF;705.8
tech_moratorium;2043;Africa;Electrowinning-EAF;676
tech_moratorium;2043;Africa;Smelting Reduction;419.6
tech_moratorium;2043;Africa;Smelting Reduction+CCUS;556.2
tech_moratorium;2043;CIS;Avg BF-BOF;441.6
tech_moratorium;2043;CIS;BAT BF-BOF;471.5
tech_moratorium;2043;CIS;BAT BF-BOF+BECCUS;781.7
tech_moratorium;2043;CIS;BAT BF-BOF+CCU;731.2
tech_moratorium;2043;CIS;BAT BF-BOF+CCUS;701.4
tech_moratorium;2043;CIS;BAT BF-BOF_H2 PCI;479.4
tech_moratorium;2043;CIS;BAT BF-BOF_bio PCI;530.4
tech_moratorium;2043;CIS;DRI-EAF;453.7
tech_moratorium;2043;CIS;DRI-EAF+CCUS;576
tech_moratorium;2043;CIS;DRI-EAF_100% green H2;553.5
tech_moratorium;2043;CIS;DRI-EAF_50% bio-CH4;521.2
tech_moratorium;2043;CIS;DRI-EAF_50% green H2;463.4
tech_moratorium;2043;CIS;DRI-Melt-BOF;403.7
tech_moratorium;2043;CIS;DRI-Melt-BOF+CCUS;506.4
tech_moratorium;2043;CIS;DRI-Melt-BOF_100% zero-C H2;536.1
tech_moratorium;2043;CIS;EAF;404.4
tech_moratorium;2043;CIS;Electrolyzer-EAF;647.2
tech_moratorium;2043;CIS;Electrowinning-EAF;623.2
tech_moratorium;2043;CIS;Smelting Reduction;409.9
tech_moratorium;2043;CIS;Smelting Reduction+CCUS;489.7
tech_moratorium;2043;China;Avg BF-BOF;438.8
tech_moratorium;2043;China;BAT BF-BOF;469.3
tech_moratorium;2043;China;BAT BF-BOF+BECCUS;794.2
tech_moratorium;2043;China;BAT BF-BOF+CCU;734.6
tech_moratorium;2043;China;BAT BF-BOF+CCUS;712.7
tech_moratorium;2043;China;BAT BF-BOF_H2 PCI;477.5
tech_moratorium;2043;China;BAT BF-BOF_bio PCI;528.9
tech_moratorium;2043;China;DRI-EAF;498.4
tech_moratorium;2043;China;DRI-EAF+CCUS;628.3
tech_moratorium;2043;China;DRI-EAF_100% green H2;566.9
tech_moratorium;2043;China;DRI-EAF_50% bio-CH4;548.1
tech_moratorium;2043;China;DRI-EAF_50% green H2;499.6
tech_moratorium;2043;China;DRI-Melt-BOF;440.9
tech_moratorium;2043;China;DRI-Melt-BOF+CCUS;549.7
tech_moratorium;2043;China;DRI-Melt-BOF_100% zero-C H2;549.8
tech_moratorium;2043;China;EAF;413.8
tech_moratorium;2043;China;Electrolyzer-EAF;676.8
tech_moratorium;2043;China;Electrowinning-EAF;649.8
tech_moratorium;2043;China;Smelting Reduction;419.8
tech_moratorium;2043;China;Smelting Reduction+CCUS;504.8
tech_moratorium;2043;Europe;Avg BF-BOF;460.6
tech_moratorium;2043;Europe;BAT BF-BOF;485.3
tech_moratorium;2043;Europe;BAT BF-BOF+BECCUS;761.9
tech_moratorium;2043;Europe;BAT BF-BOF+CCU;840.3
tech_moratorium;2043;Europe;BAT BF-BOF+CCUS;700.1
tech_moratorium;2043;Europe;BAT BF-BOF_H2 PCI;505.5
tech_moratorium;2043;Europe;BAT BF-BOF_bio PCI;522
tech_moratorium;2043;Europe;DRI-EAF;475.5
tech_moratorium;2043;Europe;DRI-EAF+CCUS;590.5
tech_moratorium;2043;Europe;DRI-EAF_100% green H2;592.4
tech_moratorium;2043;Europe;DRI-EAF_50% bio-CH4;513.1
tech_moratorium;2043;Europe;DRI-EAF_50% green H2;494.9
tech_moratorium;2043;Europe;DRI-Melt-BOF;425.9
tech_moratorium;2043;Europe;DRI-Melt-BOF+CCUS;522.7
tech_moratorium;2043;Europe;DRI-Melt-BOF_100% zero-C H2;574
tech_moratorium;2043;Europe;EAF;402.7
tech_moratorium;2043;Europe;Electrolyzer-EAF;618.7
tech_moratorium;2043;Europe;Electrowinning-EAF;597.5
tech_moratorium;2043;Europe;Smelting Reduction;406.6
tech_moratorium;2043;Europe;Smelting Reduction+CCUS;481.5
tech_moratorium;2043;India;Avg BF-BOF;441.6
tech_moratorium;2043;India;BAT BF-BOF;471.5
tech_moratorium;2043;India;BAT BF-BOF+BECCUS;848.6
tech_moratorium;2043;India;BAT BF-BOF+CCU;728.3
tech_moratorium;2043;India;BAT BF-BOF+CCUS;767.7
tech_moratorium;2043;India;BAT BF-BOF_H2 PCI;479.4
tech_moratorium;2043;India;BAT BF-BOF_bio PCI;526
tech_moratorium;2043;India;DRI-EAF;481.5
tech_moratorium;2043;India;DRI-EAF+CCUS;639.4
tech_moratorium;2043;India;DRI-EAF_100% green H2;557.1
tech_moratorium;2043;India;DRI-EAF_50% bio-CH4;532.6
tech_moratorium;2043;India;DRI-EAF_50% green H2;485.6
tech_moratorium;2043;India;DRI-Melt-BOF;427.8
tech_moratorium;2043;India;DRI-Melt-BOF+CCUS;565.4
tech_moratorium;2043;India;DRI-Melt-BOF_100% zero-C H2;539.7
tech_moratorium;2043;India;EAF;408.6
tech_moratorium;2043;India;Electrolyzer-EAF;655
tech_moratorium;2043;India;Electrowinning-EAF;630.2
tech_moratorium;2043;India;Smelting Reduction;411.3
tech_moratorium;2043;India;Smelting Reduction+CCUS;538.9
tech_moratorium;2043;Japan, South Korea, and Taiwan;Avg BF-BOF;442
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF;471.7
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;830.5
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;767.8
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;747.2
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;483.9
tech_moratorium;2043;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;530.7
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-EAF;486.1
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;633.2
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;572.2
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;539.8
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;493.6
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-Melt-BOF;431.9
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;558.6
tech_moratorium;2043;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;554.9
tech_moratorium;2043;Japan, South Korea, and Taiwan;EAF;409.3
tech_moratorium;2043;Japan, South Korea, and Taiwan;Electrolyzer-EAF;656.2
tech_moratorium;2043;Japan, South Korea, and Taiwan;Electrowinning-EAF;631.3
tech_moratorium;2043;Japan, South Korea, and Taiwan;Smelting Reduction;415.8
tech_moratorium;2043;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;528.2
tech_moratorium;2043;Middle East;Avg BF-BOF;439
tech_moratorium;2043;Middle East;BAT BF-BOF;469.5
tech_moratorium;2043;Middle East;BAT BF-BOF+BECCUS;800.9
tech_moratorium;2043;Middle East;BAT BF-BOF+CCU;741.1
tech_moratorium;2043;Middle East;BAT BF-BOF+CCUS;714.7
tech_moratorium;2043;Middle East;BAT BF-BOF_H2 PCI;477.4
tech_moratorium;2043;Middle East;BAT BF-BOF_bio PCI;534.3
tech_moratorium;2043;Middle East;DRI-EAF;459.2
tech_moratorium;2043;Middle East;DRI-EAF+CCUS;590
tech_moratorium;2043;Middle East;DRI-EAF_100% green H2;568.7
tech_moratorium;2043;Middle East;DRI-EAF_50% bio-CH4;533.2
tech_moratorium;2043;Middle East;DRI-EAF_50% green H2;468.9
tech_moratorium;2043;Middle East;DRI-Melt-BOF;405.4
tech_moratorium;2043;Middle East;DRI-Melt-BOF+CCUS;515.1
tech_moratorium;2043;Middle East;DRI-Melt-BOF_100% zero-C H2;551.5
tech_moratorium;2043;Middle East;EAF;410.3
tech_moratorium;2043;Middle East;Electrolyzer-EAF;680.4
tech_moratorium;2043;Middle East;Electrowinning-EAF;653.1
tech_moratorium;2043;Middle East;Smelting Reduction;415.3
tech_moratorium;2043;Middle East;Smelting Reduction+CCUS;501
tech_moratorium;2043;NAFTA;Avg BF-BOF;435.7
tech_moratorium;2043;NAFTA;BAT BF-BOF;468
tech_moratorium;2043;NAFTA;BAT BF-BOF+BECCUS;719.7
tech_moratorium;2043;NAFTA;BAT BF-BOF+CCU;744.1
tech_moratorium;2043;NAFTA;BAT BF-BOF+CCUS;646.2
tech_moratorium;2043;NAFTA;BAT BF-BOF_H2 PCI;481.7
tech_moratorium;2043;NAFTA;BAT BF-BOF_bio PCI;522.9
tech_moratorium;2043;NAFTA;DRI-EAF;439.3
tech_moratorium;2043;NAFTA;DRI-EAF+CCUS;532.1
tech_moratorium;2043;NAFTA;DRI-EAF_100% green H2;527.9
tech_moratorium;2043;NAFTA;DRI-EAF_50% bio-CH4;498.7
tech_moratorium;2043;NAFTA;DRI-EAF_50% green H2;453.4
tech_moratorium;2043;NAFTA;DRI-Melt-BOF;399.2
tech_moratorium;2043;NAFTA;DRI-Melt-BOF+CCUS;476.6
tech_moratorium;2043;NAFTA;DRI-Melt-BOF_100% zero-C H2;510.6
tech_moratorium;2043;NAFTA;EAF;389
tech_moratorium;2043;NAFTA;Electrolyzer-EAF;560.7
tech_moratorium;2043;NAFTA;Electrowinning-EAF;545.2
tech_moratorium;2043;NAFTA;Smelting Reduction;386.2
tech_moratorium;2043;NAFTA;Smelting Reduction+CCUS;440.6
tech_moratorium;2043;RoW;Avg BF-BOF;440.5
tech_moratorium;2043;RoW;BAT BF-BOF;470.6
tech_moratorium;2043;RoW;BAT BF-BOF+BECCUS;803.2
tech_moratorium;2043;RoW;BAT BF-BOF+CCU;733.3
tech_moratorium;2043;RoW;BAT BF-BOF+CCUS;723
tech_moratorium;2043;RoW;BAT BF-BOF_H2 PCI;478.4
tech_moratorium;2043;RoW;BAT BF-BOF_bio PCI;527.8
tech_moratorium;2043;RoW;DRI-EAF;484.5
tech_moratorium;2043;RoW;DRI-EAF+CCUS;619.1
tech_moratorium;2043;RoW;DRI-EAF_100% green H2;565.4
tech_moratorium;2043;RoW;DRI-EAF_50% bio-CH4;538.5
tech_moratorium;2043;RoW;DRI-EAF_50% green H2;488.6
tech_moratorium;2043;RoW;DRI-Melt-BOF;428.8
tech_moratorium;2043;RoW;DRI-Melt-BOF+CCUS;542.4
tech_moratorium;2043;RoW;DRI-Melt-BOF_100% zero-C H2;548.2
tech_moratorium;2043;RoW;EAF;411.8
tech_moratorium;2043;RoW;Electrolyzer-EAF;673.1
tech_moratorium;2043;RoW;Electrowinning-EAF;646.6
tech_moratorium;2043;RoW;Smelting Reduction;413.8
tech_moratorium;2043;RoW;Smelting Reduction+CCUS;505.9
tech_moratorium;2043;South and Central America;Avg BF-BOF;443
tech_moratorium;2043;South and Central America;BAT BF-BOF;472.6
tech_moratorium;2043;South and Central America;BAT BF-BOF+BECCUS;775.3
tech_moratorium;2043;South and Central America;BAT BF-BOF+CCU;762.5
tech_moratorium;2043;South and Central America;BAT BF-BOF+CCUS;697.7
tech_moratorium;2043;South and Central America;BAT BF-BOF_H2 PCI;484.7
tech_moratorium;2043;South and Central America;BAT BF-BOF_bio PCI;528.5
tech_moratorium;2043;South and Central America;DRI-EAF;478.5
tech_moratorium;2043;South and Central America;DRI-EAF+CCUS;598.2
tech_moratorium;2043;South and Central America;DRI-EAF_100% green H2;563.4
tech_moratorium;2043;South and Central America;DRI-EAF_50% bio-CH4;531
tech_moratorium;2043;South and Central America;DRI-EAF_50% green H2;486.9
tech_moratorium;2043;South and Central America;DRI-Melt-BOF;426.9
tech_moratorium;2043;South and Central America;DRI-Melt-BOF+CCUS;527.5
tech_moratorium;2043;South and Central America;DRI-Melt-BOF_100% zero-C H2;545.9
tech_moratorium;2043;South and Central America;EAF;405.4
tech_moratorium;2043;South and Central America;Electrolyzer-EAF;636.9
tech_moratorium;2043;South and Central America;Electrowinning-EAF;613.9
tech_moratorium;2043;South and Central America;Smelting Reduction;408.3
tech_moratorium;2043;South and Central America;Smelting Reduction+CCUS;486.3
tech_moratorium;2043;Southeast Asia;Avg BF-BOF;440
tech_moratorium;2043;Southeast Asia;BAT BF-BOF;470.2
tech_moratorium;2043;Southeast Asia;BAT BF-BOF+BECCUS;797.1
tech_moratorium;2043;Southeast Asia;BAT BF-BOF+CCU;736.6
tech_moratorium;2043;Southeast Asia;BAT BF-BOF+CCUS;715.4
tech_moratorium;2043;Southeast Asia;BAT BF-BOF_H2 PCI;478
tech_moratorium;2043;Southeast Asia;BAT BF-BOF_bio PCI;529.7
tech_moratorium;2043;Southeast Asia;DRI-EAF;485.7
tech_moratorium;2043;Southeast Asia;DRI-EAF+CCUS;616.6
tech_moratorium;2043;Southeast Asia;DRI-EAF_100% green H2;568.7
tech_moratorium;2043;Southeast Asia;DRI-EAF_50% bio-CH4;542.3
tech_moratorium;2043;Southeast Asia;DRI-EAF_50% green H2;489.8
tech_moratorium;2043;Southeast Asia;DRI-Melt-BOF;429.2
tech_moratorium;2043;Southeast Asia;DRI-Melt-BOF+CCUS;538.8
tech_moratorium;2043;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;551.5
tech_moratorium;2043;Southeast Asia;EAF;413.1
tech_moratorium;2043;Southeast Asia;Electrolyzer-EAF;680.4
tech_moratorium;2043;Southeast Asia;Electrowinning-EAF;653.1
tech_moratorium;2043;Southeast Asia;Smelting Reduction;415
tech_moratorium;2043;Southeast Asia;Smelting Reduction+CCUS;500.6
tech_moratorium;2044;Africa;Avg BF-BOF;438.5
tech_moratorium;2044;Africa;BAT BF-BOF;469
tech_moratorium;2044;Africa;BAT BF-BOF+BECCUS;873.2
tech_moratorium;2044;Africa;BAT BF-BOF+CCU;759.7
tech_moratorium;2044;Africa;BAT BF-BOF+CCUS;783.3
tech_moratorium;2044;Africa;BAT BF-BOF_H2 PCI;479
tech_moratorium;2044;Africa;BAT BF-BOF_bio PCI;533.2
tech_moratorium;2044;Africa;DRI-EAF;488.1
tech_moratorium;2044;Africa;DRI-EAF+CCUS;655.6
tech_moratorium;2044;Africa;DRI-EAF_100% green H2;582.7
tech_moratorium;2044;Africa;DRI-EAF_50% bio-CH4;549.6
tech_moratorium;2044;Africa;DRI-EAF_50% green H2;494.4
tech_moratorium;2044;Africa;DRI-Melt-BOF;429.9
tech_moratorium;2044;Africa;DRI-Melt-BOF+CCUS;575.6
tech_moratorium;2044;Africa;DRI-Melt-BOF_100% zero-C H2;565.6
tech_moratorium;2044;Africa;EAF;415.6
tech_moratorium;2044;Africa;Electrolyzer-EAF;694.6
tech_moratorium;2044;Africa;Electrowinning-EAF;665.6
tech_moratorium;2044;Africa;Smelting Reduction;417.4
tech_moratorium;2044;Africa;Smelting Reduction+CCUS;552.1
tech_moratorium;2044;CIS;Avg BF-BOF;441.9
tech_moratorium;2044;CIS;BAT BF-BOF;471.7
tech_moratorium;2044;CIS;BAT BF-BOF+BECCUS;779.5
tech_moratorium;2044;CIS;BAT BF-BOF+CCU;730
tech_moratorium;2044;CIS;BAT BF-BOF+CCUS;699.6
tech_moratorium;2044;CIS;BAT BF-BOF_H2 PCI;479.6
tech_moratorium;2044;CIS;BAT BF-BOF_bio PCI;530.3
tech_moratorium;2044;CIS;DRI-EAF;453.1
tech_moratorium;2044;CIS;DRI-EAF+CCUS;573.9
tech_moratorium;2044;CIS;DRI-EAF_100% green H2;551.8
tech_moratorium;2044;CIS;DRI-EAF_50% bio-CH4;520.3
tech_moratorium;2044;CIS;DRI-EAF_50% green H2;462.8
tech_moratorium;2044;CIS;DRI-Melt-BOF;403.5
tech_moratorium;2044;CIS;DRI-Melt-BOF+CCUS;505.3
tech_moratorium;2044;CIS;DRI-Melt-BOF_100% zero-C H2;534.5
tech_moratorium;2044;CIS;EAF;403.8
tech_moratorium;2044;CIS;Electrolyzer-EAF;643.3
tech_moratorium;2044;CIS;Electrowinning-EAF;619.3
tech_moratorium;2044;CIS;Smelting Reduction;408.9
tech_moratorium;2044;CIS;Smelting Reduction+CCUS;488.1
tech_moratorium;2044;China;Avg BF-BOF;438.2
tech_moratorium;2044;China;BAT BF-BOF;468.9
tech_moratorium;2044;China;BAT BF-BOF+BECCUS;791.7
tech_moratorium;2044;China;BAT BF-BOF+CCU;733.1
tech_moratorium;2044;China;BAT BF-BOF+CCUS;710.4
tech_moratorium;2044;China;BAT BF-BOF_H2 PCI;477.3
tech_moratorium;2044;China;BAT BF-BOF_bio PCI;528.5
tech_moratorium;2044;China;DRI-EAF;497.8
tech_moratorium;2044;China;DRI-EAF+CCUS;626.2
tech_moratorium;2044;China;DRI-EAF_100% green H2;565.2
tech_moratorium;2044;China;DRI-EAF_50% bio-CH4;547.2
tech_moratorium;2044;China;DRI-EAF_50% green H2;499
tech_moratorium;2044;China;DRI-Melt-BOF;440.7
tech_moratorium;2044;China;DRI-Melt-BOF+CCUS;548.7
tech_moratorium;2044;China;DRI-Melt-BOF_100% zero-C H2;548.2
tech_moratorium;2044;China;EAF;413.1
tech_moratorium;2044;China;Electrolyzer-EAF;672.8
tech_moratorium;2044;China;Electrowinning-EAF;646
tech_moratorium;2044;China;Smelting Reduction;418.4
tech_moratorium;2044;China;Smelting Reduction+CCUS;502.8
tech_moratorium;2044;Europe;Avg BF-BOF;459.2
tech_moratorium;2044;Europe;BAT BF-BOF;484.3
tech_moratorium;2044;Europe;BAT BF-BOF+BECCUS;760.7
tech_moratorium;2044;Europe;BAT BF-BOF+CCU;839
tech_moratorium;2044;Europe;BAT BF-BOF+CCUS;699
tech_moratorium;2044;Europe;BAT BF-BOF_H2 PCI;504.7
tech_moratorium;2044;Europe;BAT BF-BOF_bio PCI;521.2
tech_moratorium;2044;Europe;DRI-EAF;475.5
tech_moratorium;2044;Europe;DRI-EAF+CCUS;589.9
tech_moratorium;2044;Europe;DRI-EAF_100% green H2;592.3
tech_moratorium;2044;Europe;DRI-EAF_50% bio-CH4;512.9
tech_moratorium;2044;Europe;DRI-EAF_50% green H2;494.9
tech_moratorium;2044;Europe;DRI-Melt-BOF;425.9
tech_moratorium;2044;Europe;DRI-Melt-BOF+CCUS;522.6
tech_moratorium;2044;Europe;DRI-Melt-BOF_100% zero-C H2;574
tech_moratorium;2044;Europe;EAF;402.7
tech_moratorium;2044;Europe;Electrolyzer-EAF;618.4
tech_moratorium;2044;Europe;Electrowinning-EAF;596.9
tech_moratorium;2044;Europe;Smelting Reduction;405.8
tech_moratorium;2044;Europe;Smelting Reduction+CCUS;480.6
tech_moratorium;2044;India;Avg BF-BOF;442.2
tech_moratorium;2044;India;BAT BF-BOF;471.9
tech_moratorium;2044;India;BAT BF-BOF+BECCUS;844.9
tech_moratorium;2044;India;BAT BF-BOF+CCU;726.7
tech_moratorium;2044;India;BAT BF-BOF+CCUS;764.4
tech_moratorium;2044;India;BAT BF-BOF_H2 PCI;479.8
tech_moratorium;2044;India;BAT BF-BOF_bio PCI;526.2
tech_moratorium;2044;India;DRI-EAF;480.3
tech_moratorium;2044;India;DRI-EAF+CCUS;635.7
tech_moratorium;2044;India;DRI-EAF_100% green H2;553.7
tech_moratorium;2044;India;DRI-EAF_50% bio-CH4;531.1
tech_moratorium;2044;India;DRI-EAF_50% green H2;484.4
tech_moratorium;2044;India;DRI-Melt-BOF;427.5
tech_moratorium;2044;India;DRI-Melt-BOF+CCUS;563.3
tech_moratorium;2044;India;DRI-Melt-BOF_100% zero-C H2;536.4
tech_moratorium;2044;India;EAF;407.3
tech_moratorium;2044;India;Electrolyzer-EAF;647.5
tech_moratorium;2044;India;Electrowinning-EAF;623.1
tech_moratorium;2044;India;Smelting Reduction;409.7
tech_moratorium;2044;India;Smelting Reduction+CCUS;536
tech_moratorium;2044;Japan, South Korea, and Taiwan;Avg BF-BOF;441.2
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF;471.1
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;829
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;766.6
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;745.9
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;483.4
tech_moratorium;2044;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;530.1
tech_moratorium;2044;Japan, South Korea, and Taiwan;DRI-EAF;485.9
