scenario,scenario_geography,technology,year,capacity_factor,units
WEO2021_SDS,Advanced Economies,CoalCap,2021,0.4726182752193448,NA
WEO2021_SDS,Advanced Economies,CoalCap,2022,0.4282218690067069,NA
WEO2021_SDS,Advanced Economies,CoalCap,2023,0.3754776693884631,NA
WEO2021_SDS,Advanced Economies,CoalCap,2024,0.3117869205090534,NA
WEO2021_SDS,Advanced Economies,CoalCap,2025,0.23334727639920314,NA
WEO2021_SDS,Advanced Economies,CoalCap,2026,0.21684321186730132,NA
WEO2021_SDS,Advanced Economies,CoalCap,2027,0.19733404838330248,NA
WEO2021_SDS,Advanced Economies,CoalCap,2028,0.17391681517942692,NA
WEO2021_SDS,Advanced Economies,CoalCap,2029,0.14528650823697853,NA
WEO2021_SDS,Advanced Economies,CoalCap,2030,0.10948431723792178,NA
WEO2021_SDS,Advanced Economies,CoalCap,2031,0.11267143630652562,NA
WEO2021_SDS,Advanced Economies,CoalCap,2032,0.11632262910507873,NA
WEO2021_SDS,Advanced Economies,CoalCap,2033,0.12054721463656742,NA
WEO2021_SDS,Advanced Economies,CoalCap,2034,0.12549177318402366,NA
WEO2021_SDS,Advanced Economies,CoalCap,2035,0.13135750070874974,NA
WEO2021_SDS,Advanced Economies,CoalCap,2036,0.13842825889467375,NA
WEO2021_SDS,Advanced Economies,CoalCap,2037,0.14711789165712763,NA
WEO2021_SDS,Advanced Economies,CoalCap,2038,0.1580542429296928,NA
WEO2021_SDS,Advanced Economies,CoalCap,2039,0.17223801881797232,NA
WEO2021_SDS,Advanced Economies,CoalCap,2040,0.19136784094920503,NA
WEO2021_SDS,Advanced Economies,HydroCap,2021,0.32545730123211303,NA
WEO2021_SDS,Advanced Economies,HydroCap,2022,0.3311006409346492,NA
WEO2021_SDS,Advanced Economies,HydroCap,2023,0.3366479873705146,NA
WEO2021_SDS,Advanced Economies,HydroCap,2024,0.3421017691540193,NA
WEO2021_SDS,Advanced Economies,HydroCap,2025,0.34746433365985124,NA
WEO2021_SDS,Advanced Economies,HydroCap,2026,0.34798740951851886,NA
WEO2021_SDS,Advanced Economies,HydroCap,2027,0.34850176412358597,NA
WEO2021_SDS,Advanced Economies,HydroCap,2028,0.34900761378620987,NA
WEO2021_SDS,Advanced Economies,HydroCap,2029,0.34950516772272,NA
WEO2021_SDS,Advanced Economies,HydroCap,2030,0.34999462834313305,NA
WEO2021_SDS,Advanced Economies,HydroCap,2031,0.3506050541166793,NA
WEO2021_SDS,Advanced Economies,HydroCap,2032,0.35120928866526024,NA
WEO2021_SDS,Advanced Economies,HydroCap,2033,0.35180742570508705,NA
WEO2021_SDS,Advanced Economies,HydroCap,2034,0.3523995570704311,NA
WEO2021_SDS,Advanced Economies,HydroCap,2035,0.35298577276062687,NA
WEO2021_SDS,Advanced Economies,HydroCap,2036,0.3535661609856747,NA
WEO2021_SDS,Advanced Economies,HydroCap,2037,0.3541408082104889,NA
WEO2021_SDS,Advanced Economies,HydroCap,2038,0.35470979919783985,NA
WEO2021_SDS,Advanced Economies,HydroCap,2039,0.35527321705003495,NA
WEO2021_SDS,Advanced Economies,HydroCap,2040,0.35583114324937926,NA
WEO2021_SDS,Advanced Economies,GasCap,2021,0.39777548215287617,NA
WEO2021_SDS,Advanced Economies,GasCap,2022,0.4058479838835693,NA
WEO2021_SDS,Advanced Economies,GasCap,2023,0.41391856637822294,NA
WEO2021_SDS,Advanced Economies,GasCap,2024,0.4219872303212029,NA
WEO2021_SDS,Advanced Economies,GasCap,2025,0.4300539763965496,NA
WEO2021_SDS,Advanced Economies,GasCap,2026,0.41273579306768954,NA
WEO2021_SDS,Advanced Economies,GasCap,2027,0.3953784188962645,NA
WEO2021_SDS,Advanced Economies,GasCap,2028,0.3779817206989637,NA
WEO2021_SDS,Advanced Economies,GasCap,2029,0.36054556468832444,NA
WEO2021_SDS,Advanced Economies,GasCap,2030,0.34306981646930296,NA
WEO2021_SDS,Advanced Economies,GasCap,2031,0.32434120616879575,NA
WEO2021_SDS,Advanced Economies,GasCap,2032,0.30569611530973745,NA
WEO2021_SDS,Advanced Economies,GasCap,2033,0.2871339864579572,NA
WEO2021_SDS,Advanced Economies,GasCap,2034,0.2686542671289195,NA
WEO2021_SDS,Advanced Economies,GasCap,2035,0.2502564097329088,NA
WEO2021_SDS,Advanced Economies,GasCap,2036,0.23193987152094203,NA
WEO2021_SDS,Advanced Economies,GasCap,2037,0.21370411453139518,NA
WEO2021_SDS,Advanced Economies,GasCap,2038,0.1955486055373359,NA
WEO2021_SDS,Advanced Economies,GasCap,2039,0.17747281599454928,NA
WEO2021_SDS,Advanced Economies,GasCap,2040,0.1594762219902466,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2021,0.7693927944123975,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2022,0.7709978350549307,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2023,0.7726423297050016,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2024,0.7743277512118999,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2025,0.7760556466588223,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2026,0.7827133213033428,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2027,0.789373262859064,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2028,0.7960354724839944,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2029,0.802699951336931,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2030,0.8093667005774605,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2031,0.8092150410196867,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2032,0.809063891064922,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2033,0.8089132481489401,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2034,0.808763109724689,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2035,0.8086134732621482,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2036,0.808464336248186,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2037,0.8083156961864201,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2038,0.8081675505970761,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2039,0.8080198970168518,NA
WEO2021_SDS,Advanced Economies,NuclearCap,2040,0.807872732998779,NA
WEO2021_SDS,Advanced Economies,OilCap,2021,0.12216980373638253,NA
WEO2021_SDS,Advanced Economies,OilCap,2022,0.11798951714181276,NA
WEO2021_SDS,Advanced Economies,OilCap,2023,0.1127860780543861,NA
WEO2021_SDS,Advanced Economies,OilCap,2024,0.10613147188956222,NA
WEO2021_SDS,Advanced Economies,OilCap,2025,0.09732026525508268,NA
WEO2021_SDS,Advanced Economies,OilCap,2026,0.0947525240844542,NA
WEO2021_SDS,Advanced Economies,OilCap,2027,0.09175134341081102,NA
WEO2021_SDS,Advanced Economies,OilCap,2028,0.08819685843757216,NA
WEO2021_SDS,Advanced Economies,OilCap,2029,0.08392051946231852,NA
WEO2021_SDS,Advanced Economies,OilCap,2030,0.07867758071649548,NA
WEO2021_SDS,Advanced Economies,OilCap,2031,0.07613665720002967,NA
WEO2021_SDS,Advanced Economies,OilCap,2032,0.0733775650284873,NA
WEO2021_SDS,Advanced Economies,OilCap,2033,0.07037094521159801,NA
WEO2021_SDS,Advanced Economies,OilCap,2034,0.0670819235740599,NA
WEO2021_SDS,Advanced Economies,OilCap,2035,0.06346875188067268,NA
WEO2021_SDS,Advanced Economies,OilCap,2036,0.0594810263645233,NA
WEO2021_SDS,Advanced Economies,OilCap,2037,0.05505732194906714,NA
WEO2021_SDS,Advanced Economies,OilCap,2038,0.050122005646760275,NA
WEO2021_SDS,Advanced Economies,OilCap,2039,0.04458087648634941,NA
WEO2021_SDS,Advanced Economies,OilCap,2040,0.038315094847932905,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2021,0.2452241505008607,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2022,0.24402407484051913,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2023,0.24310836566559102,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2024,0.24238665557619243,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2025,0.24180319955226653,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2026,0.24373421098565623,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2027,0.24537173864178155,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2028,0.2467779646333633,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2029,0.24799866335848011,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2030,0.2490682783843512,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2031,0.2525414798808826,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2032,0.2556689221475403,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2033,0.2584997878991574,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2034,0.2610743540885958,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2035,0.263425920371525,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2036,0.2655822572619576,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2037,0.26756670798116955,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2038,0.2693990369137422,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2039,0.2710960901462223,NA
WEO2021_SDS,Advanced Economies,RenewablesCap,2040,0.2726723149167429,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2021,0.5060536581171632,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2022,0.5009544246520744,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2023,0.49505224204183285,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2024,0.48814124808348613,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2025,0.4799386318120485,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2026,0.4821737861763821,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2027,0.4846470439580433,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2028,0.4873985921752687,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2029,0.49047820064275693,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2030,0.49394825937516984,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2031,0.4929593576797838,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2032,0.4919063059041599,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2033,0.490782652671596,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2034,0.48958105154053927,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2035,0.48829310020031663,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2036,0.4869091437073418,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2037,0.4854180320170035,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2038,0.4838068189268652,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2039,0.4820603852215367,NA
WEO2021_STEPS,Advanced Economies,CoalCap,2040,0.480160962779278,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2021,0.32571592505511654,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2022,0.33163954241634996,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2023,0.3374877740261446,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2024,0.3432620498582715,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2025,0.3489637639473149,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2026,0.349599117450775,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2027,0.3502293707993376,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2028,0.3508545851579988,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2029,0.3514748207175981,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2030,0.3520901367141363,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2031,0.35259005661614173,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2032,0.35308665209099166,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2033,0.35357995618955324,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2034,0.3540700015260262,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2035,0.3545568202851306,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2036,0.3550404442291534,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2037,0.3555209047048561,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2038,0.3559982326502479,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2039,0.3564724586012263,NA
WEO2021_STEPS,Advanced Economies,HydroCap,2040,0.3569436126980894,NA
WEO2021_STEPS,Advanced Economies,GasCap,2021,0.3899714480934924,NA
WEO2021_STEPS,Advanced Economies,GasCap,2022,0.3902348108219115,NA
WEO2021_STEPS,Advanced Economies,GasCap,2023,0.39049141894248507,NA
WEO2021_STEPS,Advanced Economies,GasCap,2024,0.3907415290237157,NA
WEO2021_STEPS,Advanced Economies,GasCap,2025,0.3909853848025001,NA
WEO2021_STEPS,Advanced Economies,GasCap,2026,0.38354516804645916,NA
WEO2021_STEPS,Advanced Economies,GasCap,2027,0.37631568791557146,NA
WEO2021_STEPS,Advanced Economies,GasCap,2028,0.3692881160834496,NA
WEO2021_STEPS,Advanced Economies,GasCap,2029,0.36245411055570004,NA
WEO2021_STEPS,Advanced Economies,GasCap,2030,0.35580578263623663,NA
WEO2021_STEPS,Advanced Economies,GasCap,2031,0.3519750821045867,NA
WEO2021_STEPS,Advanced Economies,GasCap,2032,0.34821766189965747,NA
WEO2021_STEPS,Advanced Economies,GasCap,2033,0.3445314391924296,NA
WEO2021_STEPS,Advanced Economies,GasCap,2034,0.34091440934606615,NA
WEO2021_STEPS,Advanced Economies,GasCap,2035,0.3373646422807308,NA
WEO2021_STEPS,Advanced Economies,GasCap,2036,0.33388027903933976,NA
WEO2021_STEPS,Advanced Economies,GasCap,2037,0.3304595285414061,NA
WEO2021_STEPS,Advanced Economies,GasCap,2038,0.32710066451306835,NA
WEO2021_STEPS,Advanced Economies,GasCap,2039,0.32380202258224633,NA
WEO2021_STEPS,Advanced Economies,GasCap,2040,0.3205619975286537,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2021,0.7674302726494676,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2022,0.7670232747762401,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2023,0.7666043052527559,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2024,0.7661728279838627,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2025,0.7657282743806488,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2026,0.7747784509146137,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2027,0.78415568645997,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2028,0.7938780363524244,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2029,0.8039649098381922,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2030,0.8144371994051758,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2031,0.8157187953916463,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2032,0.8170326278063866,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2033,0.8183799284220878,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2034,0.8197619925767324,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2035,0.8211801833275212,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2036,0.8226359359348604,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2037,0.8241307627074154,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2038,0.8256662582426137,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2039,0.8272441051007706,NA
WEO2021_STEPS,Advanced Economies,NuclearCap,2040,0.828866079955283,NA
WEO2021_STEPS,Advanced Economies,OilCap,2021,0.12324273446132866,NA
WEO2021_STEPS,Advanced Economies,OilCap,2022,0.12045582373087065,NA
WEO2021_STEPS,Advanced Economies,OilCap,2023,0.11711289700322743,NA
WEO2021_STEPS,Advanced Economies,OilCap,2024,0.11302912021616182,NA
WEO2021_STEPS,Advanced Economies,OilCap,2025,0.10792752524669783,NA
WEO2021_STEPS,Advanced Economies,OilCap,2026,0.10645992243337979,NA
WEO2021_STEPS,Advanced Economies,OilCap,2027,0.10480593140506805,NA
WEO2021_STEPS,Advanced Economies,OilCap,2028,0.1029276370570255,NA
WEO2021_STEPS,Advanced Economies,OilCap,2029,0.10077609267637928,NA
WEO2021_STEPS,Advanced Economies,OilCap,2030,0.09828699307704399,NA
WEO2021_STEPS,Advanced Economies,OilCap,2031,0.09691407952854487,NA
WEO2021_STEPS,Advanced Economies,OilCap,2032,0.09545074997313503,NA
WEO2021_STEPS,Advanced Economies,OilCap,2033,0.09388776849137113,NA
WEO2021_STEPS,Advanced Economies,OilCap,2034,0.0922145969001732,NA
WEO2021_STEPS,Advanced Economies,OilCap,2035,0.09041915684271079,NA
WEO2021_STEPS,Advanced Economies,OilCap,2036,0.08848753774386495,NA
WEO2021_STEPS,Advanced Economies,OilCap,2037,0.08640363569399138,NA
WEO2021_STEPS,Advanced Economies,OilCap,2038,0.08414870341997657,NA
WEO2021_STEPS,Advanced Economies,OilCap,2039,0.08170078471027578,NA
WEO2021_STEPS,Advanced Economies,OilCap,2040,0.07903399713546463,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2021,0.24624433309886115,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2022,0.24574685251961872,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2023,0.24533940895568673,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2024,0.24499958762981908,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2025,0.24471184388971853,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2026,0.24634741208657315,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2027,0.2478167550961944,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2028,0.24914398805359522,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2029,0.2503487765904568,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2030,0.25144731781181023,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2031,0.25389970607864965,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2032,0.2561904547825741,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2033,0.25833503482913167,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2034,0.26034700382334464,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2035,0.26223829297374374,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2036,0.26401944387327614,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2037,0.2656998050841679,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2038,0.2672876962686801,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2039,0.26879054594917884,NA
WEO2021_STEPS,Advanced Economies,RenewablesCap,2040,0.2702150077117085,NA
WEO2021_SDS,Africa,CoalCap,2021,0.5689696811405516,NA
WEO2021_SDS,Africa,CoalCap,2022,0.545099374495978,NA
WEO2021_SDS,Africa,CoalCap,2023,0.5211293479515542,NA
WEO2021_SDS,Africa,CoalCap,2024,0.4970589753188702,NA
WEO2021_SDS,Africa,CoalCap,2025,0.4728876251556747,NA
WEO2021_SDS,Africa,CoalCap,2026,0.4631784570843602,NA
WEO2021_SDS,Africa,CoalCap,2027,0.45269654196756626,NA
WEO2021_SDS,Africa,CoalCap,2028,0.44134580271276685,NA
WEO2021_SDS,Africa,CoalCap,2029,0.42901354633855304,NA
WEO2021_SDS,Africa,CoalCap,2030,0.41556670964489456,NA
WEO2021_SDS,Africa,CoalCap,2031,0.40534584344430175,NA
WEO2021_SDS,Africa,CoalCap,2032,0.3940184411960464,NA
WEO2021_SDS,Africa,CoalCap,2033,0.3813945246859343,NA
WEO2021_SDS,Africa,CoalCap,2034,0.36723798663954493,NA
WEO2021_SDS,Africa,CoalCap,2035,0.35125168501683546,NA
WEO2021_SDS,Africa,CoalCap,2036,0.33305635818920715,NA
WEO2021_SDS,Africa,CoalCap,2037,0.31216015074035275,NA
WEO2021_SDS,Africa,CoalCap,2038,0.2879134807224142,NA
WEO2021_SDS,Africa,CoalCap,2039,0.2594403052645037,NA
WEO2021_SDS,Africa,CoalCap,2040,0.2255300104794631,NA
WEO2021_SDS,Africa,HydroCap,2021,0.44997501029839937,NA
WEO2021_SDS,Africa,HydroCap,2022,0.4561543574443558,NA
WEO2021_SDS,Africa,HydroCap,2023,0.46174362176186584,NA
WEO2021_SDS,Africa,HydroCap,2024,0.46682347443891675,NA
WEO2021_SDS,Africa,HydroCap,2025,0.4714605226483684,NA
WEO2021_SDS,Africa,HydroCap,2026,0.473405534320888,NA
WEO2021_SDS,Africa,HydroCap,2027,0.47510076620882036,NA
WEO2021_SDS,Africa,HydroCap,2028,0.4765914305641747,NA
WEO2021_SDS,Africa,HydroCap,2029,0.4779124488147172,NA
WEO2021_SDS,Africa,HydroCap,2030,0.4790912218150051,NA
WEO2021_SDS,Africa,HydroCap,2031,0.47350862424621976,NA
WEO2021_SDS,Africa,HydroCap,2032,0.4686094811817445,NA
WEO2021_SDS,Africa,HydroCap,2033,0.4642755234330439,NA
WEO2021_SDS,Africa,HydroCap,2034,0.4604142816640838,NA
WEO2021_SDS,Africa,HydroCap,2035,0.4569524150784235,NA
WEO2021_SDS,Africa,HydroCap,2036,0.45383100839231655,NA
WEO2021_SDS,Africa,HydroCap,2037,0.4510021913432001,NA
WEO2021_SDS,Africa,HydroCap,2038,0.4484266662647081,NA
WEO2021_SDS,Africa,HydroCap,2039,0.4460718713442064,NA
WEO2021_SDS,Africa,HydroCap,2040,0.4439105967184153,NA
WEO2021_SDS,Africa,GasCap,2021,0.3449981161943572,NA
WEO2021_SDS,Africa,GasCap,2022,0.3451774003452249,NA
WEO2021_SDS,Africa,GasCap,2023,0.34534848033609106,NA
WEO2021_SDS,Africa,GasCap,2024,0.3455119067118986,NA
WEO2021_SDS,Africa,GasCap,2025,0.34566818183582604,NA
WEO2021_SDS,Africa,GasCap,2026,0.33723729657535306,NA
WEO2021_SDS,Africa,GasCap,2027,0.3289748248581361,NA
WEO2021_SDS,Africa,GasCap,2028,0.3208757702986789,NA
WEO2021_SDS,Africa,GasCap,2029,0.312935332215578,NA
WEO2021_SDS,Africa,GasCap,2030,0.30514889614249185,NA
WEO2021_SDS,Africa,GasCap,2031,0.29154423068026014,NA
WEO2021_SDS,Africa,GasCap,2032,0.2781066844062568,NA
WEO2021_SDS,Africa,GasCap,2033,0.2648331967896653,NA
WEO2021_SDS,Africa,GasCap,2034,0.25172078157812133,NA
WEO2021_SDS,Africa,GasCap,2035,0.2387665245578994,NA
WEO2021_SDS,Africa,GasCap,2036,0.22596758139466205,NA
WEO2021_SDS,Africa,GasCap,2037,0.2133211755514094,NA
WEO2021_SDS,Africa,GasCap,2038,0.20082459628043003,NA
WEO2021_SDS,Africa,GasCap,2039,0.18847519668620197,NA
WEO2021_SDS,Africa,GasCap,2040,0.17627039185633536,NA
WEO2021_SDS,Africa,NuclearCap,2021,0.7111166031163206,NA
WEO2021_SDS,Africa,NuclearCap,2022,0.7408322741609,NA
WEO2021_SDS,Africa,NuclearCap,2023,0.7705479452054794,NA
WEO2021_SDS,Africa,NuclearCap,2024,0.8002636162500588,NA
WEO2021_SDS,Africa,NuclearCap,2025,0.8299792872946382,NA
WEO2021_SDS,Africa,NuclearCap,2026,0.7964974749765641,NA
WEO2021_SDS,Africa,NuclearCap,2027,0.774037338082697,NA
WEO2021_SDS,Africa,NuclearCap,2028,0.7579257909521797,NA
WEO2021_SDS,Africa,NuclearCap,2029,0.745804408459605,NA
WEO2021_SDS,Africa,NuclearCap,2030,0.7363542195163201,NA
WEO2021_SDS,Africa,NuclearCap,2031,0.7577951146038518,NA
WEO2021_SDS,Africa,NuclearCap,2032,0.7738841656335784,NA
WEO2021_SDS,Africa,NuclearCap,2033,0.7864028411973616,NA
WEO2021_SDS,Africa,NuclearCap,2034,0.7964209139275117,NA
WEO2021_SDS,Africa,NuclearCap,2035,0.8046195907002242,NA
WEO2021_SDS,Africa,NuclearCap,2036,0.8114532462097703,NA
WEO2021_SDS,Africa,NuclearCap,2037,0.8172365821335401,NA
WEO2021_SDS,Africa,NuclearCap,2038,0.8221944657606809,NA
WEO2021_SDS,Africa,NuclearCap,2039,0.8264918498029519,NA
WEO2021_SDS,Africa,NuclearCap,2040,0.8302524810535024,NA
WEO2021_SDS,Africa,OilCap,2021,0.19500249339312345,NA
WEO2021_SDS,Africa,OilCap,2022,0.20004320298728984,NA
WEO2021_SDS,Africa,OilCap,2023,0.20524906976936916,NA
WEO2021_SDS,Africa,OilCap,2024,0.21062834591040672,NA
WEO2021_SDS,Africa,OilCap,2025,0.21618984265875868,NA
WEO2021_SDS,Africa,OilCap,2026,0.21501386920609808,NA
WEO2021_SDS,Africa,OilCap,2027,0.2138448447964868,NA
WEO2021_SDS,Africa,OilCap,2028,0.21268270801661915,NA
WEO2021_SDS,Africa,OilCap,2029,0.21152739817473074,NA
WEO2021_SDS,Africa,OilCap,2030,0.21037885529003283,NA
WEO2021_SDS,Africa,OilCap,2031,0.2042016669997927,NA
WEO2021_SDS,Africa,OilCap,2032,0.19809707467497817,NA
WEO2021_SDS,Africa,OilCap,2033,0.1920638060409037,NA
WEO2021_SDS,Africa,OilCap,2034,0.18610061837974695,NA
WEO2021_SDS,Africa,OilCap,2035,0.18020629767719168,NA
WEO2021_SDS,Africa,OilCap,2036,0.17437965779846643,NA
WEO2021_SDS,Africa,OilCap,2037,0.16861953969260438,NA
WEO2021_SDS,Africa,OilCap,2038,0.16292481062380273,NA
WEO2021_SDS,Africa,OilCap,2039,0.15729436342881156,NA
WEO2021_SDS,Africa,OilCap,2040,0.15172711579932902,NA
WEO2021_SDS,Africa,RenewablesCap,2021,0.26902673720305614,NA
WEO2021_SDS,Africa,RenewablesCap,2022,0.2600117318734015,NA
WEO2021_SDS,Africa,RenewablesCap,2023,0.2553595093615996,NA
WEO2021_SDS,Africa,RenewablesCap,2024,0.2525200697399733,NA
WEO2021_SDS,Africa,RenewablesCap,2025,0.250606632104398,NA
WEO2021_SDS,Africa,RenewablesCap,2026,0.2524698567817093,NA
WEO2021_SDS,Africa,RenewablesCap,2027,0.25358957045690966,NA
WEO2021_SDS,Africa,RenewablesCap,2028,0.25433678891054884,NA
WEO2021_SDS,Africa,RenewablesCap,2029,0.2548708805996884,NA
WEO2021_SDS,Africa,RenewablesCap,2030,0.25527164872902885,NA
WEO2021_SDS,Africa,RenewablesCap,2031,0.2564139238752941,NA
WEO2021_SDS,Africa,RenewablesCap,2032,0.25729222354041764,NA
WEO2021_SDS,Africa,RenewablesCap,2033,0.257988575211071,NA
WEO2021_SDS,Africa,RenewablesCap,2034,0.25855421066107215,NA
WEO2021_SDS,Africa,RenewablesCap,2035,0.2590227780017521,NA
WEO2021_SDS,Africa,RenewablesCap,2036,0.2594172893277582,NA
WEO2021_SDS,Africa,RenewablesCap,2037,0.2597540154374599,NA
WEO2021_SDS,Africa,RenewablesCap,2038,0.2600447859253198,NA
WEO2021_SDS,Africa,RenewablesCap,2039,0.2602984076977593,NA
WEO2021_SDS,Africa,RenewablesCap,2040,0.26052157244728824,NA
WEO2021_STEPS,Africa,CoalCap,2021,0.5926453009808372,NA
WEO2021_STEPS,Africa,CoalCap,2022,0.5925506709722594,NA
WEO2021_STEPS,Africa,CoalCap,2023,0.5924569845219945,NA
WEO2021_STEPS,Africa,CoalCap,2024,0.5923642275876837,NA
WEO2021_STEPS,Africa,CoalCap,2025,0.5922723864042371,NA
WEO2021_STEPS,Africa,CoalCap,2026,0.5952114513056573,NA
WEO2021_STEPS,Africa,CoalCap,2027,0.5982229252899807,NA
