year,model,scenario,scenario_geography,variable,unit,carbon_tax
2019,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2020,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2021,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2022,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2023,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2024,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2025,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2026,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2027,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2028,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2029,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2030,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2031,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2032,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2033,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2034,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2035,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2036,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2037,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2038,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2039,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2040,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2041,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2042,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2043,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2044,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2045,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2046,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2047,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2048,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2049,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2050,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2051,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2052,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2053,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2054,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2055,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2056,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2057,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2058,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2059,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2060,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2061,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2062,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2063,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2064,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2065,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2066,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2067,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2068,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2069,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2070,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2071,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2072,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2073,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2074,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2075,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2076,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2077,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2078,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2079,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2080,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2081,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2082,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2083,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2084,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2085,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2086,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2087,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2088,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2089,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2090,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2091,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2092,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2093,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2094,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2095,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2096,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2097,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2098,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2099,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2100,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
