Source,Scenario,ScenarioGeography,Sector,Technology,Sub_Technology,Indicator,Units,Year,AnnualvalIEAtech,refvalIEAtech,refvalIEAsec,techFSRatio,mktFSRatio,Direction,FairSharePerc
GECO2021,CurPol,Algeria&Libya,Power,HydroCap,NA,Capacity,MW,2025,335.077178955078,335.077178955078,125032.73634171486,0,0,increasing,0
GECO2021,CurPol,Algeria&Libya,Power,NuclearCap,NA,Capacity,MW,2025,0.820814669132232,0.820814669132232,125032.73634171486,0,0,increasing,0
GECO2021,CurPol,Algeria&Libya,Power,OilCap,NA,Capacity,MW,2025,4094.09521484375,4094.09521484375,125032.73634171486,0,0,declining,0
GECO2021,CurPol,Algeria&Libya,Power,RenewablesCap,NA,Capacity,MW,2025,741.928680419921,741.928680419921,125032.73634171486,0,0,increasing,0
GECO2021,CurPol,Algeria&Libya,Power,CoalCap,NA,Capacity,MW,2030,87.03782532096378,7.59251117706298,125032.73634171486,10.463641381774393,0.0025213137114503533,declining,10.463641381774393
GECO2021,CurPol,Algeria&Libya,Power,GasCap,NA,Capacity,MW,2030,26738.173939236112,25994.900390625,125032.73634171486,0.028593052384965945,0.023588877577815352,declining,0.028593052384965945
GECO2021,CurPol,Algeria&Libya,Power,HydroCap,NA,Capacity,MW,2030,706.2800903320319,335.077178955078,125032.73634171486,1.1078131686990211,0.011780669511731762,increasing,0.011780669511731762
GECO2021,CurPol,Algeria&Libya,Power,NuclearCap,NA,Capacity,MW,2030,10.3492670059204,0.820814669132232,125032.73634171486,11.608530762323824,3.023994276381065e-4,increasing,3.023994276381065e-4
GECO2021,CurPol,Algeria&Libya,Power,OilCap,NA,Capacity,MW,2030,4003.50146484375,4094.09521484375,125032.73634171486,-0.02212790500610218,-0.002875125695053236,declining,-0.02212790500610218
GECO2021,CurPol,Algeria&Libya,Power,RenewablesCap,NA,Capacity,MW,2030,1566.1269172304892,741.928680419921,125032.73634171486,1.1108860710763788,0.026157141397410266,increasing,0.026157141397410266
GECO2021,CurPol,Algeria&Libya,Power,CoalCap,NA,Capacity,MW,2040,639.5753695714524,7.59251117706298,125032.73634171486,83.23765927452477,0.02005690409109789,declining,83.23765927452477
GECO2021,CurPol,Algeria&Libya,Power,GasCap,NA,Capacity,MW,2040,40537.58995486111,25994.900390625,125032.73634171486,0.559443942685039,0.4615336095626662,declining,0.559443942685039
GECO2021,CurPol,Algeria&Libya,Power,HydroCap,NA,Capacity,MW,2040,823.229248046876,335.077178955078,125032.73634171486,1.4568347227169474,0.015492222774079127,increasing,0.015492222774079127
GECO2021,CurPol,Algeria&Libya,Power,NuclearCap,NA,Capacity,MW,2040,91.3227996826172,0.820814669132232,125032.73634171486,110.2587324726591,0.002872213398447393,increasing,0.002872213398447393
GECO2021,CurPol,Algeria&Libya,Power,OilCap,NA,Capacity,MW,2040,5902.86376953125,4094.09521484375,125032.73634171486,0.44179933777053865,0.05740392629719308,declining,0.44179933777053865
GECO2021,CurPol,Algeria&Libya,Power,RenewablesCap,NA,Capacity,MW,2040,7371.006724702716,741.928680419921,125032.73634171486,8.934926252656567,0.21038352667408863,increasing,0.21038352667408863
GECO2021,CurPol,Algeria&Libya,Power,CoalCap,NA,Capacity,MW,2050,1860.2460849034883,7.59251117706298,125032.73634171486,244.01064819282746,0.05879668182245519,declining,244.01064819282746
GECO2021,CurPol,Algeria&Libya,Power,GasCap,NA,Capacity,MW,2050,50932.05870486111,25994.900390625,125032.73634171486,0.9593096314856294,0.7914173398371376,declining,0.9593096314856294
GECO2021,CurPol,Algeria&Libya,Power,HydroCap,NA,Capacity,MW,2050,968.100524902344,335.077178955078,125032.73634171486,1.8891866880380177,0.020089925491566008,increasing,0.020089925491566008
GECO2021,CurPol,Algeria&Libya,Power,NuclearCap,NA,Capacity,MW,2050,310.291229248047,0.820814669132232,125032.73634171486,377.0283673244874,0.009821498070392442,increasing,0.009821498070392442
GECO2021,CurPol,Algeria&Libya,Power,OilCap,NA,Capacity,MW,2050,5334.74951171875,4094.09521484375,125032.73634171486,0.3030350374795446,0.03937398603792776,declining,0.3030350374795446
GECO2021,CurPol,Algeria&Libya,Power,RenewablesCap,NA,Capacity,MW,2050,25509.308772432203,741.928680419921,125032.73634171486,33.38242710605863,0.7860291786320192,increasing,0.7860291786320192
GECO2021,CurPol,Argentina,Power,CoalCap,NA,Capacity,MW,2025,572.580444335937,572.580444335937,209781.3608398437,0,0,declining,0
GECO2021,CurPol,Argentina,Power,GasCap,NA,Capacity,MW,2025,22233.16015625,22233.16015625,209781.3608398437,0,0,declining,0
GECO2021,CurPol,Argentina,Power,HydroCap,NA,Capacity,MW,2025,12703.4482421875,12703.4482421875,209781.3608398437,0,0,increasing,0
GECO2021,CurPol,Argentina,Power,HydroCap,NA,Capacity,MW,2025,12703.4482421875,12703.4482421875,209781.3608398437,0,0,increasing,0
GECO2021,CurPol,Argentina,Power,NuclearCap,NA,Capacity,MW,2025,1289.96472167968,1289.96472167968,209781.3608398437,0,0,increasing,0
GECO2021,CurPol,Argentina,Power,OilCap,NA,Capacity,MW,2025,1996.89587402343,1996.89587402343,209781.3608398437,0,0,declining,0
GECO2021,CurPol,Argentina,Power,RenewablesCap,NA,Capacity,MW,2025,10473.4287109375,10473.4287109375,209781.3608398437,0,0,increasing,0
GECO2021,CurPol,Argentina,Power,CoalCap,NA,Capacity,MW,2030,577.4724642980143,572.580444335937,209781.3608398437,0.008543812507866708,7.893801772672484e-5,declining,0.008543812507866708
GECO2021,CurPol,Argentina,Power,GasCap,NA,Capacity,MW,2030,20885.810657986112,22233.16015625,209781.3608398437,-0.06060089923317231,-0.0217409371593993,declining,-0.06060089923317231
GECO2021,CurPol,Argentina,Power,HydroCap,NA,Capacity,MW,2030,25955.126953125,12703.4482421875,209781.3608398437,1.0431560359280525,0.21383012683960237,increasing,0.21383012683960237
GECO2021,CurPol,Argentina,Power,NuclearCap,NA,Capacity,MW,2030,1304.724609375,1289.96472167968,209781.3608398437,0.011442086320082428,2.381667052811667e-4,increasing,2.381667052811667e-4
GECO2021,CurPol,Argentina,Power,OilCap,NA,Capacity,MW,2030,1880.41333007812,1996.89587402343,209781.3608398437,-0.05833180661073532,-0.001879571463339764,declining,-0.05833180661073532
GECO2021,CurPol,Argentina,Power,RenewablesCap,NA,Capacity,MW,2030,21876.169734346266,10473.4287109375,209781.3608398437,1.0887304757706304,0.18399552332506994,increasing,0.18399552332506994
GECO2021,CurPol,Argentina,Power,CoalCap,NA,Capacity,MW,2040,2842.9792392003583,572.580444335937,209781.3608398437,3.965204919804006,0.03663533299231293,declining,3.965204919804006
GECO2021,CurPol,Argentina,Power,GasCap,NA,Capacity,MW,2040,25019.834095486116,22233.16015625,209781.3608398437,0.1253386347083345,0.04496598920676047,declining,0.1253386347083345
GECO2021,CurPol,Argentina,Power,HydroCap,NA,Capacity,MW,2040,26904.087890625,12703.4482421875,209781.3608398437,1.1178570871236286,0.22914263494198886,increasing,0.22914263494198886
GECO2021,CurPol,Argentina,Power,NuclearCap,NA,Capacity,MW,2040,2435.93139648438,1289.96472167968,209781.3608398437,0.8883705542834704,0.018491408128179003,increasing,0.018491408128179003
GECO2021,CurPol,Argentina,Power,OilCap,NA,Capacity,MW,2040,2431.451171875,1996.89587402343,209781.3608398437,0.21761540173650099,0.0070120183627549355,declining,0.21761540173650099
GECO2021,CurPol,Argentina,Power,RenewablesCap,NA,Capacity,MW,2040,39036.78893600642,10473.4287109375,209781.3608398437,2.7272215253864225,0.46090062045125196,increasing,0.46090062045125196
GECO2021,CurPol,Argentina,Power,CoalCap,NA,Capacity,MW,2050,5205.858633731608,572.580444335937,209781.3608398437,8.09192530976013,0.07476294019292211,declining,8.09192530976013
GECO2021,CurPol,Argentina,Power,GasCap,NA,Capacity,MW,2050,30572.777454861116,22233.16015625,209781.3608398437,0.375098152489436,0.13456871870006262,declining,0.375098152489436
GECO2021,CurPol,Argentina,Power,HydroCap,NA,Capacity,MW,2050,34202.10546875,12703.4482421875,209781.3608398437,1.69234815749999,0.34690401887292444,increasing,0.34690401887292444
GECO2021,CurPol,Argentina,Power,NuclearCap,NA,Capacity,MW,2050,2193.20874023437,1289.96472167968,209781.3608398437,0.7002083106416772,0.014574816313290894,increasing,0.014574816313290894
GECO2021,CurPol,Argentina,Power,OilCap,NA,Capacity,MW,2050,1632.4775390625,1996.89587402343,209781.3608398437,-0.18249240719130966,-0.005880282829605336,declining,-0.18249240719130966
GECO2021,CurPol,Argentina,Power,RenewablesCap,NA,Capacity,MW,2050,70668.04333053766,10473.4287109375,209781.3608398437,5.747364715123173,0.9713050217967054,increasing,0.9713050217967054
GECO2021,CurPol,Australia,Power,CoalCap,NA,Capacity,MW,2025,17413.6875,17413.6875,423773.37996974215,0,0,declining,0
GECO2021,CurPol,Australia,Power,GasCap,NA,Capacity,MW,2025,21922.71484375,21922.71484375,423773.37996974215,0,0,declining,0
GECO2021,CurPol,Australia,Power,HydroCap,NA,Capacity,MW,2025,10552.5283203125,10552.5283203125,423773.37996974215,0,0,increasing,0
GECO2021,CurPol,Australia,Power,HydroCap,NA,Capacity,MW,2025,10552.5283203125,10552.5283203125,423773.37996974215,0,0,increasing,0
GECO2021,CurPol,Australia,Power,NuclearCap,NA,Capacity,MW,2025,2.6587303727865e-4,2.6587303727865e-4,423773.37996974215,0,0,increasing,0
GECO2021,CurPol,Australia,Power,OilCap,NA,Capacity,MW,2025,2470.26342773437,2470.26342773437,423773.37996974215,0,0,declining,0
GECO2021,CurPol,Australia,Power,RenewablesCap,NA,Capacity,MW,2025,50946.0185546875,50946.0185546875,423773.37996974215,0,0,increasing,0
GECO2021,CurPol,Australia,Power,CoalCap,NA,Capacity,MW,2030,12888.564688419106,17413.6875,423773.37996974215,-0.25986011357909655,-0.03974365521913649,declining,-0.25986011357909655
GECO2021,CurPol,Australia,Power,GasCap,NA,Capacity,MW,2030,26398.013782986112,21922.71484375,423773.37996974215,0.20413981439493048,0.03930605763635145,declining,0.20413981439493048
GECO2021,CurPol,Australia,Power,HydroCap,NA,Capacity,MW,2030,21607.193359375,10552.5283203125,423773.37996974215,1.0475844938301127,0.09709190538456348,increasing,0.09709190538456348
GECO2021,CurPol,Australia,Power,NuclearCap,NA,Capacity,MW,2030,2.64472735580057e-4,2.6587303727865e-4,423773.37996974215,-0.00526680596470342,-1.2298695577769035e-11,increasing,-1.2298695577769035e-11
GECO2021,CurPol,Australia,Power,OilCap,NA,Capacity,MW,2030,2856.42626953125,2470.26342773437,423773.37996974215,0.15632455934104714,0.0033916257042878686,declining,0.15632455934104714
GECO2021,CurPol,Australia,Power,RenewablesCap,NA,Capacity,MW,2030,105382.24643520557,50946.0185546875,423773.37996974215,1.0685079899243557,0.4781073934118969,increasing,0.4781073934118969
GECO2021,CurPol,Australia,Power,CoalCap,NA,Capacity,MW,2040,15114.432852481608,17413.6875,423773.37996974215,-0.13203720622173745,-0.020194100309963398,declining,-0.13203720622173745
GECO2021,CurPol,Australia,Power,GasCap,NA,Capacity,MW,2040,42028.73057986111,21922.71484375,423773.37996974215,0.9171316545150969,0.17658892156506234,declining,0.9171316545150969
GECO2021,CurPol,Australia,Power,HydroCap,NA,Capacity,MW,2040,22329.9609375,10552.5283203125,423773.37996974215,1.1160768547303672,0.10343989341155248,increasing,0.10343989341155248
GECO2021,CurPol,Australia,Power,NuclearCap,NA,Capacity,MW,2040,2.6171372155658895e-4,2.6587303727865e-4,423773.37996974215,-0.015643992202571,-3.653081184494473e-11,increasing,-3.653081184494473e-11
GECO2021,CurPol,Australia,Power,OilCap,NA,Capacity,MW,2040,2378.767578125,2470.26342773437,423773.37996974215,-0.03703890386026014,-8.035979689988486e-4,declining,-0.03703890386026014
GECO2021,CurPol,Australia,Power,RenewablesCap,NA,Capacity,MW,2040,136590.24497312083,50946.0185546875,423773.37996974215,1.68107791046516,0.7522038070597075,increasing,0.7522038070597075
GECO2021,CurPol,Australia,Power,CoalCap,NA,Capacity,MW,2050,14131.153555606606,17413.6875,423773.37996974215,-0.18850309243193858,-0.028830134067788053,declining,-0.18850309243193858
GECO2021,CurPol,Australia,Power,GasCap,NA,Capacity,MW,2050,54599.04307986111,21922.71484375,423773.37996974215,1.4905238000405268,0.28699259165291685,declining,1.4905238000405268
GECO2021,CurPol,Australia,Power,HydroCap,NA,Capacity,MW,2050,22003.078125,10552.5283203125,423773.37996974215,1.0851001254975459,0.10056891767497951,increasing,0.10056891767497951
GECO2021,CurPol,Australia,Power,NuclearCap,NA,Capacity,MW,2050,2.59009277215227e-4,2.6587303727865e-4,423773.37996974215,-0.025815931294414847,-6.028364860494497e-11,increasing,-6.028364860494497e-11
GECO2021,CurPol,Australia,Power,OilCap,NA,Capacity,MW,2050,2097.24755859375,2470.26342773437,423773.37996974215,-0.15100246595268413,-0.0032761572915657685,declining,-0.15100246595268413
GECO2021,CurPol,Australia,Power,RenewablesCap,NA,Capacity,MW,2050,137524.89976098153,50946.0185546875,423773.37996974215,1.6994238934168484,0.7604127771107706,increasing,0.7604127771107706
GECO2021,CurPol,Brazil,Power,CoalCap,NA,Capacity,MW,2025,5132.15771484375,5132.15771484375,900579.36328125,0,0,declining,0
GECO2021,CurPol,Brazil,Power,GasCap,NA,Capacity,MW,2025,13229.6103515625,13229.6103515625,900579.36328125,0,0,declining,0
GECO2021,CurPol,Brazil,Power,HydroCap,NA,Capacity,MW,2025,118593.2578125,118593.2578125,900579.36328125,0,0,increasing,0
GECO2021,CurPol,Brazil,Power,HydroCap,NA,Capacity,MW,2025,118593.2578125,118593.2578125,900579.36328125,0,0,increasing,0
GECO2021,CurPol,Brazil,Power,NuclearCap,NA,Capacity,MW,2025,3013.14013671875,3013.14013671875,900579.36328125,0,0,increasing,0
GECO2021,CurPol,Brazil,Power,OilCap,NA,Capacity,MW,2025,7941.5712890625,7941.5712890625,900579.36328125,0,0,declining,0
GECO2021,CurPol,Brazil,Power,RenewablesCap,NA,Capacity,MW,2025,47586.7890625,47586.7890625,900579.36328125,0,0,increasing,0
GECO2021,CurPol,Brazil,Power,CoalCap,NA,Capacity,MW,2030,4391.816641544109,5132.15771484375,900579.36328125,-0.1442553238686237,-0.0023571001369344104,declining,-0.1442553238686237
GECO2021,CurPol,Brazil,Power,GasCap,NA,Capacity,MW,2030,13404.046009548614,13229.6103515625,900579.36328125,0.013185245320963835,5.553687727911626e-4,declining,0.013185245320963835
GECO2021,CurPol,Brazil,Power,HydroCap,NA,Capacity,MW,2030,253051.765625,118593.2578125,900579.36328125,1.133778684325238,0.42808940177302196,increasing,0.42808940177302196
GECO2021,CurPol,Brazil,Power,NuclearCap,NA,Capacity,MW,2030,3026.28002929688,3013.14013671875,900579.36328125,0.004360863412227181,4.1834829529548804e-5,increasing,4.1834829529548804e-5
GECO2021,CurPol,Brazil,Power,OilCap,NA,Capacity,MW,2030,8036.0537109375,7941.5712890625,900579.36328125,0.01189719495499909,3.00813419073024e-4,declining,0.01189719495499909
GECO2021,CurPol,Brazil,Power,RenewablesCap,NA,Capacity,MW,2030,110898.93297897516,47586.7890625,900579.36328125,1.330456312850225,0.20157339431407595,increasing,0.20157339431407595
GECO2021,CurPol,Brazil,Power,CoalCap,NA,Capacity,MW,2040,6535.677969669108,5132.15771484375,900579.36328125,0.27347566711871574,0.004468532010650875,declining,0.27347566711871574
GECO2021,CurPol,Brazil,Power,GasCap,NA,Capacity,MW,2040,5259.516712673612,13229.6103515625,900579.36328125,-0.6024435661438486,-0.02537520811033217,declining,-0.6024435661438486
GECO2021,CurPol,Brazil,Power,HydroCap,NA,Capacity,MW,2040,266323.40625,118593.2578125,900579.36328125,1.2456875809168377,0.470343691130639,increasing,0.470343691130639
GECO2021,CurPol,Brazil,Power,NuclearCap,NA,Capacity,MW,2040,2423.28002929687,3013.14013671875,900579.36328125,-0.19576258675583075,-0.0018779983849599744,increasing,-0.0018779983849599744
GECO2021,CurPol,Brazil,Power,OilCap,NA,Capacity,MW,2040,7027.572265625,7941.5712890625,900579.36328125,-0.11509045126829016,-0.002909992841138095,declining,-0.11509045126829016
GECO2021,CurPol,Brazil,Power,RenewablesCap,NA,Capacity,MW,2040,245676.7034867877,47586.7890625,900579.36328125,4.162708144987855,0.6306792656171285,increasing,0.6306792656171285
GECO2021,CurPol,Brazil,Power,CoalCap,NA,Capacity,MW,2050,15769.308829044108,5132.15771484375,900579.36328125,2.0726469655120896,0.033866593725681175,declining,2.0726469655120896
GECO2021,CurPol,Brazil,Power,GasCap,NA,Capacity,MW,2050,17656.546986111112,13229.6103515625,900579.36328125,0.3346233575220727,0.014094494178186985,declining,0.3346233575220727
GECO2021,CurPol,Brazil,Power,HydroCap,NA,Capacity,MW,2050,272319.59375,118593.2578125,900579.36328125,1.2962485285676746,0.4894343709362886,increasing,0.4894343709362886
GECO2021,CurPol,Brazil,Power,NuclearCap,NA,Capacity,MW,2050,1694.28015136719,3013.14013671875,900579.36328125,-0.43770283674484933,-0.004198990389948671,increasing,-0.004198990389948671
GECO2021,CurPol,Brazil,Power,OilCap,NA,Capacity,MW,2050,8109.500976562501,7941.5712890625,900579.36328125,0.021145650071955086,5.346550443803358e-4,declining,0.021145650071955086
GECO2021,CurPol,Brazil,Power,RenewablesCap,NA,Capacity,MW,2050,355127.91039596725,47586.7890625,900579.36328125,6.462741601025988,0.9791503475245988,increasing,0.9791503475245988
GECO2021,CurPol,Canada,Power,CoalCap,NA,Capacity,MW,2025,558.558288574218,558.558288574218,722213.9362792969,0,0,declining,0
GECO2021,CurPol,Canada,Power,GasCap,NA,Capacity,MW,2025,13145.0126953125,13145.0126953125,722213.9362792969,0,0,declining,0
GECO2021,CurPol,Canada,Power,HydroCap,NA,Capacity,MW,2025,88339.7265625,88339.7265625,722213.9362792969,0,0,increasing,0
GECO2021,CurPol,Canada,Power,HydroCap,NA,Capacity,MW,2025,88339.7265625,88339.7265625,722213.9362792969,0,0,increasing,0
GECO2021,CurPol,Canada,Power,NuclearCap,NA,Capacity,MW,2025,13614.0107421875,13614.0107421875,722213.9362792969,0,0,increasing,0
GECO2021,CurPol,Canada,Power,OilCap,NA,Capacity,MW,2025,5613.197265625,5613.197265625,722213.9362792969,0,0,declining,0
GECO2021,CurPol,Canada,Power,RenewablesCap,NA,Capacity,MW,2025,37198.046875,37198.046875,722213.9362792969,0,0,increasing,0
GECO2021,CurPol,Canada,Power,CoalCap,NA,Capacity,MW,2030,69.69769928336608,558.558288574218,722213.9362792969,-0.8752185748397411,-0.0019807301087630593,declining,-0.8752185748397411
GECO2021,CurPol,Canada,Power,GasCap,NA,Capacity,MW,2030,11229.285267361114,13145.0126953125,722213.9362792969,-0.14573796711771397,-0.007762006346698834,declining,-0.14573796711771397
GECO2021,CurPol,Canada,Power,HydroCap,NA,Capacity,MW,2030,181466.765625,88339.7265625,722213.9362792969,1.0541920683511852,0.3773254262091917,increasing,0.3773254262091917
GECO2021,CurPol,Canada,Power,NuclearCap,NA,Capacity,MW,2030,13497.916015625,13614.0107421875,722213.9362792969,-0.008527591814125886,-4.70384247387441e-4,increasing,-4.70384247387441e-4
GECO2021,CurPol,Canada,Power,OilCap,NA,Capacity,MW,2030,5632.412109375,5613.197265625,722213.9362792969,0.003423154904544501,7.785331929909144e-5,declining,0.003423154904544501
GECO2021,CurPol,Canada,Power,RenewablesCap,NA,Capacity,MW,2030,100377.9003099078,37198.046875,722213.9362792969,1.6984723323570412,0.255987577454939,increasing,0.255987577454939
GECO2021,CurPol,Canada,Power,CoalCap,NA,Capacity,MW,2040,706.2816696166999,558.558288574218,722213.9362792969,0.2644726326048482,5.985349504724283e-4,declining,0.2644726326048482
GECO2021,CurPol,Canada,Power,GasCap,NA,Capacity,MW,2040,11507.569854736328,13145.0126953125,722213.9362792969,-0.12456761195522334,-0.006634472908549568,declining,-0.12456761195522334
GECO2021,CurPol,Canada,Power,HydroCap,NA,Capacity,MW,2040,184894.84375,88339.7265625,722213.9362792969,1.0929976913522326,0.3912150661313407,increasing,0.3912150661313407
GECO2021,CurPol,Canada,Power,NuclearCap,NA,Capacity,MW,2040,13966.70703125,13614.0107421875,722213.9362792969,0.025906861375505918,0.0014290294089946717,increasing,0.0014290294089946717
GECO2021,CurPol,Canada,Power,OilCap,NA,Capacity,MW,2040,6101.6318359375,5613.197265625,722213.9362792969,0.08701539375850091,0.0019790039957651795,declining,0.08701539375850091
GECO2021,CurPol,Canada,Power,RenewablesCap,NA,Capacity,MW,2040,188574.447722435,37198.046875,722213.9362792969,4.0694717482377225,0.6133359928842831,increasing,0.6133359928842831
GECO2021,CurPol,Canada,Power,CoalCap,NA,Capacity,MW,2050,2141.4829406738313,558.558288574218,722213.9362792969,2.8339471179278433,0.00641358004101982,declining,2.8339471179278433
GECO2021,CurPol,Canada,Power,GasCap,NA,Capacity,MW,2050,24110.92938232422,13145.0126953125,722213.9362792969,0.8342264051918455,0.04443091103674253,declining,0.8342264051918455
GECO2021,CurPol,Canada,Power,HydroCap,NA,Capacity,MW,2050,186278.0625,88339.7265625,722213.9362792969,1.1086556382785384,0.3968194921888901,increasing,0.3968194921888901
GECO2021,CurPol,Canada,Power,NuclearCap,NA,Capacity,MW,2050,10468.06640625,13614.0107421875,722213.9362792969,-0.23108137605538642,-0.012746510565973786,increasing,-0.012746510565973786
GECO2021,CurPol,Canada,Power,OilCap,NA,Capacity,MW,2050,5172.70263671875,5613.197265625,722213.9362792969,-0.07847481712496046,-0.0017847643956913817,declining,-0.07847481712496046
GECO2021,CurPol,Canada,Power,RenewablesCap,NA,Capacity,MW,2050,256708.2589569092,37198.046875,722213.9362792969,5.901121981472561,0.88939565957304,increasing,0.88939565957304
GECO2021,CurPol,Chile,Power,CoalCap,NA,Capacity,MW,2025,4652.37646484375,4652.37646484375,143765.56063380465,0,0,declining,0
GECO2021,CurPol,Chile,Power,GasCap,NA,Capacity,MW,2025,4921.5322265625,4921.5322265625,143765.56063380465,0,0,declining,0
GECO2021,CurPol,Chile,Power,HydroCap,NA,Capacity,MW,2025,9979.5869140625,9979.5869140625,143765.56063380465,0,0,increasing,0
GECO2021,CurPol,Chile,Power,HydroCap,NA,Capacity,MW,2025,9979.5869140625,9979.5869140625,143765.56063380465,0,0,increasing,0
GECO2021,CurPol,Chile,Power,NuclearCap,NA,Capacity,MW,2025,2.6587303727865e-4,2.6587303727865e-4,143765.56063380465,0,0,increasing,0
GECO2021,CurPol,Chile,Power,OilCap,NA,Capacity,MW,2025,4426.16259765625,4426.16259765625,143765.56063380465,0,0,declining,0
GECO2021,CurPol,Chile,Power,RenewablesCap,NA,Capacity,MW,2025,9466.8349609375,9466.8349609375,143765.56063380465,0,0,increasing,0
GECO2021,CurPol,Chile,Power,CoalCap,NA,Capacity,MW,2030,4398.316153262859,4652.37646484375,143765.56063380465,-0.05460871739437437,-0.00585040854639336,declining,-0.05460871739437437
GECO2021,CurPol,Chile,Power,GasCap,NA,Capacity,MW,2030,1254.3351941189223,4921.5322265625,143765.56063380465,-0.7451331950344605,-0.08444688084657921,declining,-0.7451331950344605
GECO2021,CurPol,Chile,Power,HydroCap,NA,Capacity,MW,2030,23521.5625,9979.5869140625,143765.56063380465,1.3569675481111492,0.31183969353589497,increasing,0.31183969353589497
GECO2021,CurPol,Chile,Power,NuclearCap,NA,Capacity,MW,2030,2.64472735580057e-4,2.6587303727865e-4,143765.56063380465,-0.00526680596470342,-3.2245638738301317e-11,increasing,-3.2245638738301317e-11
GECO2021,CurPol,Chile,Power,OilCap,NA,Capacity,MW,2030,4294.1923828125,4426.16259765625,143765.56063380465,-0.029815943705644957,-0.003038962158185887,declining,-0.029815943705644957
GECO2021,CurPol,Chile,Power,RenewablesCap,NA,Capacity,MW,2030,21464.92014126026,9466.8349609375,143765.56063380465,1.2673808331749548,0.2762875462229238,increasing,0.2762875462229238
GECO2021,CurPol,Chile,Power,CoalCap,NA,Capacity,MW,2040,3780.4638583409883,4652.37646484375,143765.56063380465,-0.1874123070416755,-0.020078086707249174,declining,-0.1874123070416755
GECO2021,CurPol,Chile,Power,GasCap,NA,Capacity,MW,2040,872.0822033962683,4921.5322265625,143765.56063380465,-0.82280270386334875,-0.09324926383151941,declining,-0.82280270386334875
GECO2021,CurPol,Chile,Power,HydroCap,NA,Capacity,MW,2040,30923.962890625,9979.5869140625,143765.56063380465,2.0987217363725974,0.4822994801891496,increasing,0.4822994801891496
GECO2021,CurPol,Chile,Power,NuclearCap,NA,Capacity,MW,2040,222.40499877929702,2.6587303727865e-4,143765.56063380465,836507.2862697504,0.005121455382214769,increasing,0.005121455382214769
GECO2021,CurPol,Chile,Power,OilCap,NA,Capacity,MW,2040,4373.51025390625,4426.16259765625,143765.56063380465,-0.01189570933925486,-0.001212459041500326,declining,-0.01189570933925486
GECO2021,CurPol,Chile,Power,RenewablesCap,NA,Capacity,MW,2040,39932.87508712948,9466.8349609375,143765.56063380465,3.218186463786724,0.7015609026846634,increasing,0.7015609026846634
GECO2021,CurPol,Chile,Power,CoalCap,NA,Capacity,MW,2050,4745.682364200358,4652.37646484375,143765.56063380465,0.020055535071524345,0.002148614349199586,declining,0.020055535071524345
GECO2021,CurPol,Chile,Power,GasCap,NA,Capacity,MW,2050,2540.269154079862,4921.5322265625,143765.56063380465,-0.48384587621523273,-0.05483486083983527,declining,-0.48384587621523273
GECO2021,CurPol,Chile,Power,HydroCap,NA,Capacity,MW,2050,38104.4609375,9979.5869140625,143765.56063380465,2.8182403004883896,0.6476493802951448,increasing,0.6476493802951448
GECO2021,CurPol,Chile,Power,NuclearCap,NA,Capacity,MW,2050,548.969116210937,2.6587303727865e-4,143765.56063380465,2064778.196228109,0.012641455226657897,increasing,0.012641455226657897
GECO2021,CurPol,Chile,Power,OilCap,NA,Capacity,MW,2050,3701.96435546875,4426.16259765625,143765.56063380465,-0.16361763179937827,-0.016676573995414536,declining,-0.16361763179937827
GECO2021,CurPol,Chile,Power,RenewablesCap,NA,Capacity,MW,2050,58635.89379440485,9466.8349609375,143765.56063380465,5.193822331999136,1.1322472220374606,increasing,1.1322472220374606
GECO2021,CurPol,China,Power,CoalCap,NA,Capacity,MW,2025,1182475.625,1182475.625,10979438.4921875,0,0,declining,0
GECO2021,CurPol,China,Power,GasCap,NA,Capacity,MW,2025,279594.65625,279594.65625,10979438.4921875,0,0,declining,0
GECO2021,CurPol,China,Power,HydroCap,NA,Capacity,MW,2025,494528.125,494528.125,10979438.4921875,0,0,increasing,0
GECO2021,CurPol,China,Power,HydroCap,NA,Capacity,MW,2025,494528.125,494528.125,10979438.4921875,0,0,increasing,0
GECO2021,CurPol,China,Power,NuclearCap,NA,Capacity,MW,2025,70000,70000,10979438.4921875,0,0,increasing,0
GECO2021,CurPol,China,Power,OilCap,NA,Capacity,MW,2025,14304.435546875,14304.435546875,10979438.4921875,0,0,declining,0
GECO2021,CurPol,China,Power,RenewablesCap,NA,Capacity,MW,2025,580324.75,580324.75,10979438.4921875,0,0,increasing,0
GECO2021,CurPol,China,Power,CoalCap,NA,Capacity,MW,2030,1220930.625235294,1182475.625,10979438.4921875,0.03252075511940806,0.012342110142969525,declining,0.03252075511940806
GECO2021,CurPol,China,Power,GasCap,NA,Capacity,MW,2030,624177.0626111112,279594.65625,10979438.4921875,1.2324355943806105,0.11059352455119816,declining,1.2324355943806105
GECO2021,CurPol,China,Power,HydroCap,NA,Capacity,MW,2030,986853,494528.125,10979438.4921875,0.9955447427787854,0.15801138463644712,increasing,0.15801138463644712
GECO2021,CurPol,China,Power,NuclearCap,NA,Capacity,MW,2030,76020.8046875,70000,10979438.4921875,0.08601149553571429,0.0019323737913861986,increasing,0.0019323737913861986
GECO2021,CurPol,China,Power,OilCap,NA,Capacity,MW,2030,48522.39453125,14304.435546875,10979438.4921875,2.3921222806900886,0.010982234197600211,declining,2.3921222806900886
