Source,Scenario,ScenarioGeography,Sector,Technology,Sub_Technology,Indicator,Units,Year,AnnualvalIEAtech,refvalIEAtech,refvalIEAsec,techFSRatio,mktFSRatio,Direction,FairSharePerc
GECO2021,1.5C-Unif,Australia,Power,NuclearCap,NA,Capacity,MW,2040,2.6171372155658895e-4,2.6587303727865e-4,407078.44832911715,-0.015643992202571,-3.784122741473069e-11,increasing,-3.784122741473069e-11
GECO2021,1.5C-Unif,Australia,Power,OilCap,NA,Capacity,MW,2040,2656.990234375,2546.20727539062,407078.44832911715,0.04350901046238842,0.001007897314062843,declining,0.04350901046238842
GECO2021,1.5C-Unif,Australia,Power,RenewablesCap,NA,Capacity,MW,2040,184869.444135259,50162.8544921875,407078.44832911715,2.6853852518311347,1.2255531999913496,increasing,1.2255531999913496
GECO2021,1.5C-Unif,Australia,Power,CoalCap,NA,Capacity,MW,2050,781.0646438598629,14031.5732421875,407078.44832911715,-0.9443352052988966,-0.1205524039857435,declining,-0.9443352052988966
GECO2021,1.5C-Unif,Australia,Power,GasCap,NA,Capacity,MW,2050,18897.111694335938,21453.453125,407078.44832911715,-0.1191575741103013,-0.02325745480545573,declining,-0.1191575741103013
GECO2021,1.5C-Unif,Australia,Power,HydroCap,NA,Capacity,MW,2050,28559.15625,10860.4189453125,407078.44832911715,1.6296551167877835,0.16102214596211983,increasing,0.16102214596211983
GECO2021,1.5C-Unif,Australia,Power,NuclearCap,NA,Capacity,MW,2050,2.59009277215227e-4,2.6587303727865e-4,407078.44832911715,-0.025815931294414847,-6.244611441793394e-11,increasing,-6.244611441793394e-11
GECO2021,1.5C-Unif,Australia,Power,OilCap,NA,Capacity,MW,2050,2229.69506835938,2546.20727539062,407078.44832911715,-0.12430732175277563,-0.002879610783639285,declining,-0.12430732175277563
GECO2021,1.5C-Unif,Australia,Power,RenewablesCap,NA,Capacity,MW,2050,242088.0785984126,50162.8544921875,407078.44832911715,3.8260427172483986,1.7461252132184693,increasing,1.7461252132184693
GECO2021,1.5C-Unif,Brazil,Power,CoalCap,NA,Capacity,MW,2025,5132.15771484375,5132.15771484375,904003.78515625,0,0,declining,0
GECO2021,1.5C-Unif,Brazil,Power,GasCap,NA,Capacity,MW,2025,13475.3017578125,13475.3017578125,904003.78515625,0,0,declining,0
GECO2021,1.5C-Unif,Brazil,Power,HydroCap,NA,Capacity,MW,2025,118936.2265625,118936.2265625,904003.78515625,0,0,increasing,0
GECO2021,1.5C-Unif,Brazil,Power,HydroCap,NA,Capacity,MW,2025,118936.2265625,118936.2265625,904003.78515625,0,0,increasing,0
GECO2021,1.5C-Unif,Brazil,Power,NuclearCap,NA,Capacity,MW,2025,3013.14013671875,3013.14013671875,904003.78515625,0,0,increasing,0
GECO2021,1.5C-Unif,Brazil,Power,OilCap,NA,Capacity,MW,2025,7941.5712890625,7941.5712890625,904003.78515625,0,0,declining,0
GECO2021,1.5C-Unif,Brazil,Power,RenewablesCap,NA,Capacity,MW,2025,47768.4921875,47768.4921875,904003.78515625,0,0,increasing,0
GECO2021,1.5C-Unif,Brazil,Power,CoalCap,NA,Capacity,MW,2030,3810.8461825597383,5132.15771484375,904003.78515625,-0.25745731244041464,-0.004191936768162454,declining,-0.25745731244041464
GECO2021,1.5C-Unif,Brazil,Power,GasCap,NA,Capacity,MW,2030,11350.840931423614,13475.3017578125,904003.78515625,-0.15765589999921145,-0.006739974058401036,declining,-0.15765589999921145
GECO2021,1.5C-Unif,Brazil,Power,HydroCap,NA,Capacity,MW,2030,255349.671875,118936.2265625,904003.78515625,1.1469461345388814,0.4327794945441167,increasing,0.4327794945441167
GECO2021,1.5C-Unif,Brazil,Power,NuclearCap,NA,Capacity,MW,2030,3026.28002929688,3013.14013671875,904003.78515625,0.004360863412227181,4.168706431613016e-5,increasing,4.168706431613016e-5
GECO2021,1.5C-Unif,Brazil,Power,OilCap,NA,Capacity,MW,2030,8036.0537109375,7941.5712890625,904003.78515625,0.01189719495499909,2.9975091303276104e-4,declining,0.01189719495499909
GECO2021,1.5C-Unif,Brazil,Power,RenewablesCap,NA,Capacity,MW,2030,117658.45617233454,47768.4921875,904003.78515625,1.4630975520538465,0.22172992711805356,increasing,0.22172992711805356
GECO2021,1.5C-Unif,Brazil,Power,CoalCap,NA,Capacity,MW,2040,1036.077863693238,5132.15771484375,904003.78515625,-0.7981204161562323,-0.01299504871775877,declining,-0.7981204161562323
GECO2021,1.5C-Unif,Brazil,Power,GasCap,NA,Capacity,MW,2040,8704.56226348877,13475.3017578125,904003.78515625,-0.3540358190166558,-0.015135445206484245,declining,-0.3540358190166558
GECO2021,1.5C-Unif,Brazil,Power,HydroCap,NA,Capacity,MW,2040,265340.59375,118936.2265625,904003.78515625,1.230948479020105,0.4644762683422347,increasing,0.4644762683422347
GECO2021,1.5C-Unif,Brazil,Power,NuclearCap,NA,Capacity,MW,2040,7340.4677734375,3013.14013671875,904003.78515625,1.4361521337773304,0.013728695606622281,increasing,0.013728695606622281
GECO2021,1.5C-Unif,Brazil,Power,OilCap,NA,Capacity,MW,2040,7082.1630859375,7941.5712890625,904003.78515625,-0.1082163934369785,-0.0027265219121433886,declining,-0.1082163934369785
GECO2021,1.5C-Unif,Brazil,Power,RenewablesCap,NA,Capacity,MW,2040,309701.9255981445,47768.4921875,904003.78515625,5.483393371147413,0.8309988700598875,increasing,0.8309988700598875
