scenario_geography,scenario,ald_sector,units,technology,year,direction,fair_share_perc
EU27,WEO2021_APS,Power,GW,OilCap,2030,declining,0
EU27,WEO2021_APS,Power,GW,RenewablesCap,2030,increasing,0
EU27,WEO2021_APS,Power,GW,CoalCap,2035,declining,-0.9421696918531024
EU27,WEO2021_APS,Power,GW,GasCap,2035,declining,-0.16275659824046929
EU27,WEO2021_APS,Power,GW,HydroCap,2035,increasing,0.00364743536453569
EU27,WEO2021_APS,Power,GW,NuclearCap,2035,increasing,-0.00186528389724831
EU27,WEO2021_APS,Power,GW,OilCap,2035,declining,-0.9140480591497228
EU27,WEO2021_APS,Power,GW,RenewablesCap,2035,increasing,0.19647310665890785
EU27,WEO2021_APS,Power,GW,CoalCap,2040,declining,-0.9814267623469818
EU27,WEO2021_APS,Power,GW,GasCap,2040,declining,-0.46609237536656895
EU27,WEO2021_APS,Power,GW,HydroCap,2040,increasing,0.00637002244575608
EU27,WEO2021_APS,Power,GW,NuclearCap,2040,increasing,2.3900573613766407e-4
EU27,WEO2021_APS,Power,GW,OilCap,2040,declining,-1
EU27,WEO2021_APS,Power,GW,RenewablesCap,2040,increasing,0.35467412087455324
EU27,WEO2021_APS,Power,GW,CoalCap,2045,declining,-0.9991557619248628
EU27,WEO2021_APS,Power,GW,GasCap,2045,declining,-0.8398093841642229
EU27,WEO2021_APS,Power,GW,HydroCap,2045,increasing,0.00868733893091693
EU27,WEO2021_APS,Power,GW,NuclearCap,2045,increasing,6.390805553246269e-4
EU27,WEO2021_APS,Power,GW,OilCap,2045,declining,-0.9990757855822552
EU27,WEO2021_APS,Power,GW,RenewablesCap,2045,increasing,0.45454214814199007
EU27,WEO2021_APS,Power,GW,CoalCap,2050,declining,-1
EU27,WEO2021_APS,Power,GW,GasCap,2050,declining,-0.85410557184750735
EU27,WEO2021_APS,Power,GW,HydroCap,2050,increasing,0.01066173414248897
EU27,WEO2021_APS,Power,GW,NuclearCap,2050,increasing,6.390805553246269e-4
EU27,WEO2021_APS,Power,GW,OilCap,2050,declining,-0.9990757855822552
EU27,WEO2021_APS,Power,GW,RenewablesCap,2050,increasing,0.4985815529137917
EU27,WEO2021_SDS,Power,GW,CoalCap,2030,declining,0
EU27,WEO2021_SDS,Power,GW,GasCap,2030,declining,0
EU27,WEO2021_SDS,Power,GW,HydroCap,2030,increasing,0
EU27,WEO2021_SDS,Power,GW,NuclearCap,2030,increasing,0
EU27,WEO2021_SDS,Power,GW,OilCap,2030,declining,0
EU27,WEO2021_SDS,Power,GW,RenewablesCap,2030,increasing,0
EU27,WEO2021_SDS,Power,GW,CoalCap,2035,declining,-0.9421696918531024
EU27,WEO2021_SDS,Power,GW,GasCap,2035,declining,-0.16275659824046929
EU27,WEO2021_SDS,Power,GW,HydroCap,2035,increasing,0.00364743536453569
EU27,WEO2021_SDS,Power,GW,NuclearCap,2035,increasing,-0.00186528389724831
EU27,WEO2021_SDS,Power,GW,OilCap,2035,declining,-0.9140480591497228
EU27,WEO2021_SDS,Power,GW,RenewablesCap,2035,increasing,0.19647310665890785
EU27,WEO2021_SDS,Power,GW,CoalCap,2040,declining,-0.9814267623469818
EU27,WEO2021_SDS,Power,GW,GasCap,2040,declining,-0.46609237536656895
EU27,WEO2021_SDS,Power,GW,HydroCap,2040,increasing,0.00637002244575608
EU27,WEO2021_SDS,Power,GW,NuclearCap,2040,increasing,2.3900573613766407e-4
EU27,WEO2021_SDS,Power,GW,OilCap,2040,declining,-1
EU27,WEO2021_SDS,Power,GW,RenewablesCap,2040,increasing,0.35467412087455324
EU27,WEO2021_SDS,Power,GW,CoalCap,2045,declining,-0.9991557619248628
EU27,WEO2021_SDS,Power,GW,GasCap,2045,declining,-0.8398093841642229
EU27,WEO2021_SDS,Power,GW,HydroCap,2045,increasing,0.00868733893091693
EU27,WEO2021_SDS,Power,GW,NuclearCap,2045,increasing,6.390805553246269e-4
EU27,WEO2021_SDS,Power,GW,OilCap,2045,declining,-0.9990757855822552
EU27,WEO2021_SDS,Power,GW,RenewablesCap,2045,increasing,0.45454214814199007
EU27,WEO2021_SDS,Power,GW,CoalCap,2050,declining,-1
EU27,WEO2021_SDS,Power,GW,GasCap,2050,declining,-0.85410557184750735
EU27,WEO2021_SDS,Power,GW,HydroCap,2050,increasing,0.01066173414248897
EU27,WEO2021_SDS,Power,GW,NuclearCap,2050,increasing,6.390805553246269e-4
EU27,WEO2021_SDS,Power,GW,OilCap,2050,declining,-0.9990757855822552
EU27,WEO2021_SDS,Power,GW,RenewablesCap,2050,increasing,0.4985815529137917
EU27,WEO2021_STEPS,Power,GW,CoalCap,2030,declining,0
EU27,WEO2021_STEPS,Power,GW,GasCap,2030,declining,0
EU27,WEO2021_STEPS,Power,GW,HydroCap,2030,increasing,0
EU27,WEO2021_STEPS,Power,GW,NuclearCap,2030,increasing,0
EU27,WEO2021_STEPS,Power,GW,OilCap,2030,declining,0
EU27,WEO2021_STEPS,Power,GW,RenewablesCap,2030,increasing,0
EU27,WEO2021_STEPS,Power,GW,CoalCap,2035,declining,-0.5244239631336405
EU27,WEO2021_STEPS,Power,GW,GasCap,2035,declining,0.0289314271868185
EU27,WEO2021_STEPS,Power,GW,HydroCap,2035,increasing,0.00381951901923109
EU27,WEO2021_STEPS,Power,GW,NuclearCap,2035,increasing,-0.00473666796305863
EU27,WEO2021_STEPS,Power,GW,OilCap,2035,declining,-0.20904578047435188
EU27,WEO2021_STEPS,Power,GW,RenewablesCap,2035,increasing,0.09422834686805256
EU27,WEO2021_STEPS,Power,GW,CoalCap,2040,declining,-0.7096774193548386
EU27,WEO2021_STEPS,Power,GW,GasCap,2040,declining,0.04458444390598506
EU27,WEO2021_STEPS,Power,GW,HydroCap,2040,increasing,0.00713983038549276
EU27,WEO2021_STEPS,Power,GW,NuclearCap,2040,increasing,-0.00583376385156118
EU27,WEO2021_STEPS,Power,GW,OilCap,2040,declining,-0.4379481522338665
EU27,WEO2021_STEPS,Power,GW,RenewablesCap,2040,increasing,0.1310478136446222
EU27,WEO2021_STEPS,Power,GW,CoalCap,2045,declining,-0.7170506912442396
EU27,WEO2021_STEPS,Power,GW,GasCap,2045,declining,-0.05602132299491157
EU27,WEO2021_STEPS,Power,GW,HydroCap,2045,increasing,0.00986805825637215
EU27,WEO2021_STEPS,Power,GW,NuclearCap,2045,increasing,-0.00583376385156118
EU27,WEO2021_STEPS,Power,GW,OilCap,2045,declining,-0.5714285714285714
EU27,WEO2021_STEPS,Power,GW,RenewablesCap,2045,increasing,0.14529264597470307
EU27,WEO2021_STEPS,Power,GW,CoalCap,2050,declining,-0.75
EU27,WEO2021_STEPS,Power,GW,GasCap,2050,declining,-0.215556094015023
EU27,WEO2021_STEPS,Power,GW,HydroCap,2050,increasing,0.01253823872574342
EU27,WEO2021_STEPS,Power,GW,NuclearCap,2050,increasing,-0.00583376385156118
EU27,WEO2021_STEPS,Power,GW,OilCap,2050,declining,-0.653061224489796
EU27,WEO2021_STEPS,Power,GW,RenewablesCap,2050,increasing,0.15523616585303565
Eurasia,WEO2021_APS,Coal,Mtce,Coal,2030,declining,0
Eurasia,WEO2021_APS,Coal,Mtce,Coal,2035,declining,0.01534526854219948
Eurasia,WEO2021_APS,Coal,Mtce,Coal,2040,declining,0.0741687979539642
Eurasia,WEO2021_APS,Coal,Mtce,Coal,2045,declining,0.09462915601023018
Eurasia,WEO2021_APS,Coal,Mtce,Coal,2050,declining,0.09462915601023018
Eurasia,WEO2021_APS,Oil&Gas,bcm,Gas,2030,declining,0
Eurasia,WEO2021_APS,Oil&Gas,mb/d,Oil,2030,declining,0
Eurasia,WEO2021_APS,Oil&Gas,bcm,Gas,2035,declining,-0.00867052023121387
Eurasia,WEO2021_APS,Oil&Gas,mb/d,Oil,2035,declining,-0.09352517985611516
Eurasia,WEO2021_APS,Oil&Gas,bcm,Gas,2040,declining,-0.02890173410404624
Eurasia,WEO2021_APS,Oil&Gas,mb/d,Oil,2040,declining,-0.16546762589928063
Eurasia,WEO2021_APS,Oil&Gas,bcm,Gas,2045,declining,-0.03468208092485549
Eurasia,WEO2021_APS,Oil&Gas,mb/d,Oil,2045,declining,-0.2374100719424461
Eurasia,WEO2021_APS,Oil&Gas,bcm,Gas,2050,declining,-0.04624277456647398
Eurasia,WEO2021_APS,Oil&Gas,mb/d,Oil,2050,declining,-0.2661870503597123
Eurasia,WEO2021_APS,Power,GW,CoalCap,2030,declining,0
Eurasia,WEO2021_APS,Power,GW,GasCap,2030,declining,0
Eurasia,WEO2021_APS,Power,GW,HydroCap,2030,increasing,0
Eurasia,WEO2021_APS,Power,GW,NuclearCap,2030,increasing,0
Eurasia,WEO2021_APS,Power,GW,OilCap,2030,declining,0
Eurasia,WEO2021_APS,Power,GW,RenewablesCap,2030,increasing,0
Eurasia,WEO2021_APS,Power,GW,CoalCap,2035,declining,-0.04139351938565275
Eurasia,WEO2021_APS,Power,GW,GasCap,2035,declining,0.02346026066956301
Eurasia,WEO2021_APS,Power,GW,HydroCap,2035,increasing,0.01783348404870557
Eurasia,WEO2021_APS,Power,GW,NuclearCap,2035,increasing,0.00582532438855123
Eurasia,WEO2021_APS,Power,GW,OilCap,2035,declining,-0.42857142857142855
Eurasia,WEO2021_APS,Power,GW,RenewablesCap,2035,increasing,0.03863220542154738
Eurasia,WEO2021_APS,Power,GW,CoalCap,2040,declining,-0.08166323281513391
Eurasia,WEO2021_APS,Power,GW,GasCap,2040,declining,0.07794531050345004
Eurasia,WEO2021_APS,Power,GW,HydroCap,2040,increasing,0.03259658051355386
Eurasia,WEO2021_APS,Power,GW,NuclearCap,2040,increasing,0.00666652646632036
Eurasia,WEO2021_APS,Power,GW,OilCap,2040,declining,-0.6872586872586872
Eurasia,WEO2021_APS,Power,GW,RenewablesCap,2040,increasing,0.08813694769826085
Eurasia,WEO2021_APS,Power,GW,CoalCap,2045,declining,-0.0719235811949804
Eurasia,WEO2021_APS,Power,GW,GasCap,2045,declining,0.14612829031433683
Eurasia,WEO2021_APS,Power,GW,HydroCap,2045,increasing,0.04428928939454481
Eurasia,WEO2021_APS,Power,GW,NuclearCap,2045,increasing,0.0098210342579546
Eurasia,WEO2021_APS,Power,GW,OilCap,2045,declining,-0.7335907335907336
Eurasia,WEO2021_APS,Power,GW,RenewablesCap,2045,increasing,0.14456057706462533
Eurasia,WEO2021_APS,Power,GW,CoalCap,2050,declining,-0.05600299681588316
Eurasia,WEO2021_APS,Power,GW,GasCap,2050,declining,0.18957321748019423
Eurasia,WEO2021_APS,Power,GW,HydroCap,2050,increasing,0.05484637547054744
Eurasia,WEO2021_APS,Power,GW,NuclearCap,2050,increasing,0.01297554204958885
Eurasia,WEO2021_APS,Power,GW,OilCap,2050,declining,-0.7799227799227799
Eurasia,WEO2021_APS,Power,GW,RenewablesCap,2050,increasing,0.2004794851843284
Eurasia,WEO2021_SDS,Coal,Mtce,Coal,2030,declining,0
Eurasia,WEO2021_SDS,Coal,Mtce,Coal,2035,declining,-0.20481927710843373
Eurasia,WEO2021_SDS,Coal,Mtce,Coal,2040,declining,-0.3895582329317269
Eurasia,WEO2021_SDS,Coal,Mtce,Coal,2045,declining,-0.4136546184738955
Eurasia,WEO2021_SDS,Coal,Mtce,Coal,2050,declining,-0.4738955823293173
Eurasia,WEO2021_SDS,Oil&Gas,bcm,Gas,2030,declining,0
Eurasia,WEO2021_SDS,Oil&Gas,mb/d,Oil,2030,declining,0
Eurasia,WEO2021_SDS,Oil&Gas,bcm,Gas,2035,declining,-0.1043737574552684
Eurasia,WEO2021_SDS,Oil&Gas,mb/d,Oil,2035,declining,-0.1932773109243698
Eurasia,WEO2021_SDS,Oil&Gas,bcm,Gas,2040,declining,-0.24652087475149104
Eurasia,WEO2021_SDS,Oil&Gas,mb/d,Oil,2040,declining,-0.35294117647058826
Eurasia,WEO2021_SDS,Oil&Gas,bcm,Gas,2045,declining,-0.33399602385685884
Eurasia,WEO2021_SDS,Oil&Gas,mb/d,Oil,2045,declining,-0.4789915966386555
Eurasia,WEO2021_SDS,Oil&Gas,bcm,Gas,2050,declining,-0.4025844930417495
Eurasia,WEO2021_SDS,Oil&Gas,mb/d,Oil,2050,declining,-0.5714285714285715
Eurasia,WEO2021_SDS,Power,GW,CoalCap,2030,declining,0
Eurasia,WEO2021_SDS,Power,GW,GasCap,2030,declining,0
Eurasia,WEO2021_SDS,Power,GW,HydroCap,2030,increasing,0
Eurasia,WEO2021_SDS,Power,GW,NuclearCap,2030,increasing,0
Eurasia,WEO2021_SDS,Power,GW,OilCap,2030,declining,0
Eurasia,WEO2021_SDS,Power,GW,RenewablesCap,2030,increasing,0
Eurasia,WEO2021_SDS,Power,GW,CoalCap,2035,declining,-0.3777544596012592
Eurasia,WEO2021_SDS,Power,GW,GasCap,2035,declining,-0.141624649859944
Eurasia,WEO2021_SDS,Power,GW,HydroCap,2035,increasing,0.05355359200922018
Eurasia,WEO2021_SDS,Power,GW,NuclearCap,2035,increasing,0.01321552055320784
Eurasia,WEO2021_SDS,Power,GW,OilCap,2035,declining,-0.42857142857142855
Eurasia,WEO2021_SDS,Power,GW,RenewablesCap,2035,increasing,0.14635036496350365
Eurasia,WEO2021_SDS,Power,GW,CoalCap,2040,declining,-0.7992305001748864
Eurasia,WEO2021_SDS,Power,GW,GasCap,2040,declining,-0.1876750700280112
Eurasia,WEO2021_SDS,Power,GW,HydroCap,2040,increasing,0.1041874759892432
Eurasia,WEO2021_SDS,Power,GW,NuclearCap,2040,increasing,0.0255282366500192
Eurasia,WEO2021_SDS,Power,GW,OilCap,2040,declining,-0.6872586872586872
Eurasia,WEO2021_SDS,Power,GW,RenewablesCap,2040,increasing,0.30466769112562425
Eurasia,WEO2021_SDS,Power,GW,CoalCap,2045,declining,-0.9157047918852744
Eurasia,WEO2021_SDS,Power,GW,GasCap,2045,declining,-0.21266106442577035
Eurasia,WEO2021_SDS,Power,GW,HydroCap,2045,increasing,0.15032654629273912
Eurasia,WEO2021_SDS,Power,GW,NuclearCap,2045,increasing,0.03321167883211679
Eurasia,WEO2021_SDS,Power,GW,OilCap,2045,declining,-0.7335907335907336
Eurasia,WEO2021_SDS,Power,GW,RenewablesCap,2045,increasing,0.42174414137533617
Eurasia,WEO2021_SDS,Power,GW,CoalCap,2050,declining,-0.9268975166142008
Eurasia,WEO2021_SDS,Power,GW,GasCap,2050,declining,-0.21047619047619043
Eurasia,WEO2021_SDS,Power,GW,HydroCap,2050,increasing,0.19393008067614295
Eurasia,WEO2021_SDS,Power,GW,NuclearCap,2050,increasing,0.04254706108336535
Eurasia,WEO2021_SDS,Power,GW,OilCap,2050,declining,-0.7837837837837838
Eurasia,WEO2021_SDS,Power,GW,RenewablesCap,2050,increasing,0.513215520553208
Eurasia,WEO2021_STEPS,Coal,Mtce,Coal,2030,declining,0
Eurasia,WEO2021_STEPS,Coal,Mtce,Coal,2035,declining,-0.0267639902676399
Eurasia,WEO2021_STEPS,Coal,Mtce,Coal,2040,declining,0.0072992700729927
Eurasia,WEO2021_STEPS,Coal,Mtce,Coal,2045,declining,0.0194647201946472
Eurasia,WEO2021_STEPS,Coal,Mtce,Coal,2050,declining,0.0145985401459854
Eurasia,WEO2021_STEPS,Oil&Gas,bcm,Gas,2030,declining,0
Eurasia,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2030,declining,0
Eurasia,WEO2021_STEPS,Oil&Gas,bcm,Gas,2035,declining,0.03216911764705882
Eurasia,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2035,declining,-0.02083333333333338
Eurasia,WEO2021_STEPS,Oil&Gas,bcm,Gas,2040,declining,0.06066176470588235
Eurasia,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2040,declining,-0.03472222222222222
Eurasia,WEO2021_STEPS,Oil&Gas,bcm,Gas,2045,declining,0.08455882352941177
Eurasia,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2045,declining,-0.06944444444444445
Eurasia,WEO2021_STEPS,Oil&Gas,bcm,Gas,2050,declining,0.08731617647058823
Eurasia,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2050,declining,-0.13194444444444448
Eurasia,WEO2021_STEPS,Power,GW,CoalCap,2030,declining,0
Eurasia,WEO2021_STEPS,Power,GW,GasCap,2030,declining,0
Eurasia,WEO2021_STEPS,Power,GW,HydroCap,2030,increasing,0
Eurasia,WEO2021_STEPS,Power,GW,NuclearCap,2030,increasing,0
Eurasia,WEO2021_STEPS,Power,GW,OilCap,2030,declining,0
Eurasia,WEO2021_STEPS,Power,GW,RenewablesCap,2030,increasing,0
Eurasia,WEO2021_STEPS,Power,GW,CoalCap,2035,declining,-0.04139351938565275
Eurasia,WEO2021_STEPS,Power,GW,GasCap,2035,declining,0.02346026066956301
Eurasia,WEO2021_STEPS,Power,GW,HydroCap,2035,increasing,0.01783348404870557
Eurasia,WEO2021_STEPS,Power,GW,NuclearCap,2035,increasing,0.00582532438855123
Eurasia,WEO2021_STEPS,Power,GW,OilCap,2035,declining,-0.42857142857142855
Eurasia,WEO2021_STEPS,Power,GW,RenewablesCap,2035,increasing,0.03863220542154738
Eurasia,WEO2021_STEPS,Power,GW,CoalCap,2040,declining,-0.08166323281513391
Eurasia,WEO2021_STEPS,Power,GW,GasCap,2040,declining,0.07794531050345004
Eurasia,WEO2021_STEPS,Power,GW,HydroCap,2040,increasing,0.03259658051355386
Eurasia,WEO2021_STEPS,Power,GW,NuclearCap,2040,increasing,0.00666652646632036
Eurasia,WEO2021_STEPS,Power,GW,OilCap,2040,declining,-0.6872586872586872
Eurasia,WEO2021_STEPS,Power,GW,RenewablesCap,2040,increasing,0.08813694769826085
Eurasia,WEO2021_STEPS,Power,GW,CoalCap,2045,declining,-0.0719235811949804
Eurasia,WEO2021_STEPS,Power,GW,GasCap,2045,declining,0.14612829031433683
Eurasia,WEO2021_STEPS,Power,GW,HydroCap,2045,increasing,0.04428928939454481
Eurasia,WEO2021_STEPS,Power,GW,NuclearCap,2045,increasing,0.0098210342579546
Eurasia,WEO2021_STEPS,Power,GW,OilCap,2045,declining,-0.7335907335907336
Eurasia,WEO2021_STEPS,Power,GW,RenewablesCap,2045,increasing,0.14456057706462533
Eurasia,WEO2021_STEPS,Power,GW,CoalCap,2050,declining,-0.05600299681588316
Eurasia,WEO2021_STEPS,Power,GW,GasCap,2050,declining,0.18957321748019423
Eurasia,WEO2021_STEPS,Power,GW,HydroCap,2050,increasing,0.05484637547054744
Eurasia,WEO2021_STEPS,Power,GW,NuclearCap,2050,increasing,0.01297554204958885
Eurasia,WEO2021_STEPS,Power,GW,OilCap,2050,declining,-0.7799227799227799
Eurasia,WEO2021_STEPS,Power,GW,RenewablesCap,2050,increasing,0.2004794851843284
Europe,WEO2021_APS,Coal,Mtce,Coal,2030,declining,0
Europe,WEO2021_APS,Coal,Mtce,Coal,2035,declining,-0.3230769230769231
Europe,WEO2021_APS,Coal,Mtce,Coal,2040,declining,-0.5230769230769231
Europe,WEO2021_APS,Coal,Mtce,Coal,2045,declining,-0.5538461538461539
Europe,WEO2021_APS,Coal,Mtce,Coal,2050,declining,-0.5538461538461539
Europe,WEO2021_APS,Oil&Gas,bcm,Gas,2030,declining,0
Europe,WEO2021_APS,Oil&Gas,mb/d,Oil,2030,declining,0
Europe,WEO2021_APS,Oil&Gas,bcm,Gas,2035,declining,-0.18435754189944137
Europe,WEO2021_APS,Oil&Gas,mb/d,Oil,2035,declining,-0.2758620689655172
Europe,WEO2021_APS,Oil&Gas,bcm,Gas,2040,declining,-0.29608938547486036
Europe,WEO2021_APS,Oil&Gas,mb/d,Oil,2040,declining,-0.48275862068965514
Europe,WEO2021_APS,Oil&Gas,bcm,Gas,2045,declining,-0.39106145251396646
Europe,WEO2021_APS,Oil&Gas,mb/d,Oil,2045,declining,-0.6206896551724137
Europe,WEO2021_APS,Oil&Gas,bcm,Gas,2050,declining,-0.4636871508379888
Europe,WEO2021_APS,Oil&Gas,mb/d,Oil,2050,declining,-0.7586206896551725
Europe,WEO2021_APS,Power,GW,CoalCap,2030,declining,0
Europe,WEO2021_APS,Power,GW,GasCap,2030,declining,0
Europe,WEO2021_APS,Power,GW,HydroCap,2030,increasing,0
Europe,WEO2021_APS,Power,GW,NuclearCap,2030,increasing,0
Europe,WEO2021_APS,Power,GW,OilCap,2030,declining,0
Europe,WEO2021_APS,Power,GW,RenewablesCap,2030,increasing,0
Europe,WEO2021_APS,Power,GW,CoalCap,2035,declining,-0.285506287227002
Europe,WEO2021_APS,Power,GW,GasCap,2035,declining,-0.06065908428113147
Europe,WEO2021_APS,Power,GW,HydroCap,2035,increasing,0.00809810968915889
Europe,WEO2021_APS,Power,GW,NuclearCap,2035,increasing,-0.00178579484788787
Europe,WEO2021_APS,Power,GW,OilCap,2035,declining,-0.5903544450900639
Europe,WEO2021_APS,Power,GW,RenewablesCap,2035,increasing,0.17233484217333106
Europe,WEO2021_APS,Power,GW,CoalCap,2040,declining,-0.24923891462607545
Europe,WEO2021_APS,Power,GW,GasCap,2040,declining,-0.2240813648293963
Europe,WEO2021_APS,Power,GW,HydroCap,2040,increasing,0.01553453539257412
Europe,WEO2021_APS,Power,GW,NuclearCap,2040,increasing,1.9549754124246056e-4
Europe,WEO2021_APS,Power,GW,OilCap,2040,declining,-0.6641487507263218
Europe,WEO2021_APS,Power,GW,RenewablesCap,2040,increasing,0.3048032242056032
Europe,WEO2021_APS,Power,GW,CoalCap,2045,declining,-0.2014559894109861
Europe,WEO2021_APS,Power,GW,GasCap,2045,declining,-0.5060877806940799
Europe,WEO2021_APS,Power,GW,HydroCap,2045,increasing,0.02267019564792394
Europe,WEO2021_APS,Power,GW,NuclearCap,2045,increasing,7.105583710543334e-4
Europe,WEO2021_APS,Power,GW,OilCap,2045,declining,-0.7077280650784428
Europe,WEO2021_APS,Power,GW,RenewablesCap,2045,increasing,0.39441252988856645
Europe,WEO2021_APS,Power,GW,CoalCap,2050,declining,-0.14877564526803436
Europe,WEO2021_APS,Power,GW,GasCap,2050,declining,-0.5793963254593176
Europe,WEO2021_APS,Power,GW,HydroCap,2050,increasing,0.02956524354482156
Europe,WEO2021_APS,Power,GW,NuclearCap,2050,increasing,7.105583710543334e-4
Europe,WEO2021_APS,Power,GW,OilCap,2050,declining,-0.7327135386403254
Europe,WEO2021_APS,Power,GW,RenewablesCap,2050,increasing,0.44336210656119823
Europe,WEO2021_SDS,Coal,Mtce,Coal,2030,declining,0
Europe,WEO2021_SDS,Coal,Mtce,Coal,2035,declining,-0.5294117647058824
Europe,WEO2021_SDS,Coal,Mtce,Coal,2040,declining,-0.8235294117647058
Europe,WEO2021_SDS,Coal,Mtce,Coal,2045,declining,-0.8450980392156863
Europe,WEO2021_SDS,Coal,Mtce,Coal,2050,declining,-0.8529411764705882
Europe,WEO2021_SDS,Oil&Gas,bcm,Gas,2030,declining,0
Europe,WEO2021_SDS,Oil&Gas,mb/d,Oil,2030,declining,0
Europe,WEO2021_SDS,Oil&Gas,bcm,Gas,2035,declining,-0.2616279069767442
Europe,WEO2021_SDS,Oil&Gas,mb/d,Oil,2035,declining,-0.2692307692307693
Europe,WEO2021_SDS,Oil&Gas,bcm,Gas,2040,declining,-0.436046511627907
Europe,WEO2021_SDS,Oil&Gas,mb/d,Oil,2040,declining,-0.5
Europe,WEO2021_SDS,Oil&Gas,bcm,Gas,2045,declining,-0.6162790697674418
Europe,WEO2021_SDS,Oil&Gas,mb/d,Oil,2045,declining,-0.6538461538461539
Europe,WEO2021_SDS,Oil&Gas,bcm,Gas,2050,declining,-0.7616279069767442
Europe,WEO2021_SDS,Oil&Gas,mb/d,Oil,2050,declining,-0.7307692307692308
Europe,WEO2021_SDS,Power,GW,CoalCap,2030,declining,0
Europe,WEO2021_SDS,Power,GW,GasCap,2030,declining,0
Europe,WEO2021_SDS,Power,GW,HydroCap,2030,increasing,0
Europe,WEO2021_SDS,Power,GW,NuclearCap,2030,increasing,0
Europe,WEO2021_SDS,Power,GW,OilCap,2030,declining,0
Europe,WEO2021_SDS,Power,GW,RenewablesCap,2030,increasing,0
Europe,WEO2021_SDS,Power,GW,CoalCap,2035,declining,-0.7135941912061314
Europe,WEO2021_SDS,Power,GW,GasCap,2035,declining,-0.01663479233572696
Europe,WEO2021_SDS,Power,GW,HydroCap,2035,increasing,0.00672128626968612
Europe,WEO2021_SDS,Power,GW,NuclearCap,2035,increasing,-0.00144602836412092
Europe,WEO2021_SDS,Power,GW,OilCap,2035,declining,-0.6475662353666052
Europe,WEO2021_SDS,Power,GW,RenewablesCap,2035,increasing,0.19387396489994943
Europe,WEO2021_SDS,Power,GW,CoalCap,2040,declining,-0.8400564743848326
Europe,WEO2021_SDS,Power,GW,GasCap,2040,declining,-0.16032187060224443
Europe,WEO2021_SDS,Power,GW,HydroCap,2040,increasing,0.01196359669353719
Europe,WEO2021_SDS,Power,GW,NuclearCap,2040,increasing,7.028796099018172e-4
Europe,WEO2021_SDS,Power,GW,OilCap,2040,declining,-0.7541589648798521
Europe,WEO2021_SDS,Power,GW,RenewablesCap,2040,increasing,0.35132998001186094
Europe,WEO2021_SDS,Power,GW,CoalCap,2045,declining,-0.9045986284792256
Europe,WEO2021_SDS,Power,GW,GasCap,2045,declining,-0.4413091328979179
Europe,WEO2021_SDS,Power,GW,HydroCap,2045,increasing,0.01689839728805616
Europe,WEO2021_SDS,Power,GW,NuclearCap,2045,increasing,0.00120441349821717
Europe,WEO2021_SDS,Power,GW,OilCap,2045,declining,-0.8490449784349969
Europe,WEO2021_SDS,Power,GW,RenewablesCap,2045,increasing,0.4633184703582491
Europe,WEO2021_SDS,Power,GW,CoalCap,2050,declining,-0.9298104074223478
Europe,WEO2021_SDS,Power,GW,GasCap,2050,declining,-0.4817233789196406
Europe,WEO2021_SDS,Power,GW,HydroCap,2050,increasing,0.0221553510371135
Europe,WEO2021_SDS,Power,GW,NuclearCap,2050,increasing,0.00120441349821717
Europe,WEO2021_SDS,Power,GW,OilCap,2050,declining,-0.918052988293284
Europe,WEO2021_SDS,Power,GW,RenewablesCap,2050,increasing,0.5306777663071732
Europe,WEO2021_STEPS,Coal,Mtce,Coal,2030,declining,0
Europe,WEO2021_STEPS,Coal,Mtce,Coal,2035,declining,-0.2272727272727273
Europe,WEO2021_STEPS,Coal,Mtce,Coal,2040,declining,-0.3522727272727273
Europe,WEO2021_STEPS,Coal,Mtce,Coal,2045,declining,-0.3977272727272727
Europe,WEO2021_STEPS,Coal,Mtce,Coal,2050,declining,-0.5340909090909091
Europe,WEO2021_STEPS,Oil&Gas,bcm,Gas,2030,declining,0
Europe,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2030,declining,0
Europe,WEO2021_STEPS,Oil&Gas,bcm,Gas,2035,declining,-0.04
Europe,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2035,declining,-0.1250000000000001
Europe,WEO2021_STEPS,Oil&Gas,bcm,Gas,2040,declining,-0.055
Europe,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2040,declining,-0.3125
Europe,WEO2021_STEPS,Oil&Gas,bcm,Gas,2045,declining,-0.075
Europe,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2045,declining,-0.40625000000000006
Europe,WEO2021_STEPS,Oil&Gas,bcm,Gas,2050,declining,-0.095
Europe,WEO2021_STEPS,Oil&Gas,mb/d,Oil,2050,declining,-0.5
Europe,WEO2021_STEPS,Power,GW,CoalCap,2030,declining,0
Europe,WEO2021_STEPS,Power,GW,GasCap,2030,declining,0
Europe,WEO2021_STEPS,Power,GW,HydroCap,2030,increasing,0
Europe,WEO2021_STEPS,Power,GW,NuclearCap,2030,increasing,0
Europe,WEO2021_STEPS,Power,GW,OilCap,2030,declining,0
Europe,WEO2021_STEPS,Power,GW,RenewablesCap,2030,increasing,0
