scenario_geography,country,country_iso,reg_count,scenario
Africa,Algeria,DZ,56,WEO2021_APS
Africa,Algeria,DZ,56,WEO2021_SDS
Africa,Algeria,DZ,56,WEO2021_STEPS
Africa,Algeria,DZ,56,IPR2021_baseline
Africa,Angola,AO,56,WEO2021_APS
Africa,Angola,AO,56,WEO2021_SDS
Africa,Angola,AO,56,WEO2021_STEPS
Africa,Angola,AO,56,IPR2021_baseline
Africa,Benin,BJ,56,WEO2021_APS
Africa,Benin,BJ,56,WEO2021_SDS
Africa,Benin,BJ,56,WEO2021_STEPS
Africa,Benin,BJ,56,IPR2021_baseline
Africa,Botswana,BW,56,WEO2021_APS
Africa,Botswana,BW,56,WEO2021_SDS
Africa,Botswana,BW,56,WEO2021_STEPS
Africa,Botswana,BW,56,IPR2021_baseline
Africa,Burkina Faso,BF,56,WEO2021_APS
Africa,Burkina Faso,BF,56,WEO2021_SDS
Africa,Burkina Faso,BF,56,WEO2021_STEPS
Africa,Burkina Faso,BF,56,IPR2021_baseline
Africa,Burundi,BI,56,WEO2021_APS
Africa,Burundi,BI,56,WEO2021_SDS
Africa,Burundi,BI,56,WEO2021_STEPS
Africa,Burundi,BI,56,IPR2021_baseline
Africa,Cape Verde,CV,56,WEO2021_APS
Africa,Cape Verde,CV,56,WEO2021_SDS
Africa,Cape Verde,CV,56,WEO2021_STEPS
Africa,Cape Verde,CV,56,IPR2021_baseline
Africa,Cameroon,CM,56,WEO2021_APS
Africa,Cameroon,CM,56,WEO2021_SDS
Africa,Cameroon,CM,56,WEO2021_STEPS
Africa,Cameroon,CM,56,IPR2021_baseline
Africa,Central African Republic,CF,56,WEO2021_APS
Africa,Central African Republic,CF,56,WEO2021_SDS
Africa,Central African Republic,CF,56,WEO2021_STEPS
Africa,Central African Republic,CF,56,IPR2021_baseline
Africa,Chad,TD,56,WEO2021_APS
Africa,Chad,TD,56,WEO2021_SDS
Africa,Chad,TD,56,WEO2021_STEPS
Africa,Chad,TD,56,IPR2021_baseline
Africa,Comoros,KM,56,WEO2021_APS
Africa,Comoros,KM,56,WEO2021_SDS
Africa,Comoros,KM,56,WEO2021_STEPS
Africa,Comoros,KM,56,IPR2021_baseline
Africa,Cote d'Ivoire,CI,56,WEO2021_APS
Africa,Cote d'Ivoire,CI,56,WEO2021_SDS
Africa,Cote d'Ivoire,CI,56,WEO2021_STEPS
Africa,Cote d'Ivoire,CI,56,IPR2021_baseline
Africa,Djibouti,DJ,56,WEO2021_APS
Africa,Djibouti,DJ,56,WEO2021_SDS
Africa,Djibouti,DJ,56,WEO2021_STEPS
Africa,Djibouti,DJ,56,IPR2021_baseline
Africa,Egypt,EG,56,WEO2021_APS
Africa,Egypt,EG,56,WEO2021_SDS
Africa,Egypt,EG,56,WEO2021_STEPS
Africa,Egypt,EG,56,IPR2021_baseline
Africa,Equatorial Guinea,GQ,56,WEO2021_APS
Africa,Equatorial Guinea,GQ,56,WEO2021_SDS
Africa,Equatorial Guinea,GQ,56,WEO2021_STEPS
Africa,Equatorial Guinea,GQ,56,IPR2021_baseline
Africa,Eritrea,ER,56,WEO2021_APS
Africa,Eritrea,ER,56,WEO2021_SDS
Africa,Eritrea,ER,56,WEO2021_STEPS
Africa,Eritrea,ER,56,IPR2021_baseline
Africa,Ethiopia,ET,56,WEO2021_APS
Africa,Ethiopia,ET,56,WEO2021_SDS
Africa,Ethiopia,ET,56,WEO2021_STEPS
Africa,Ethiopia,ET,56,IPR2021_baseline
Africa,Gabon,GA,56,WEO2021_APS
Africa,Gabon,GA,56,WEO2021_SDS
Africa,Gabon,GA,56,WEO2021_STEPS
Africa,Gabon,GA,56,IPR2021_baseline
Africa,Gambia,GM,56,WEO2021_APS
Africa,Gambia,GM,56,WEO2021_SDS
Africa,Gambia,GM,56,WEO2021_STEPS
Africa,Gambia,GM,56,IPR2021_baseline
Africa,Ghana,GH,56,WEO2021_APS
Africa,Ghana,GH,56,WEO2021_SDS
Africa,Ghana,GH,56,WEO2021_STEPS
Africa,Ghana,GH,56,IPR2021_baseline
Africa,Guinea,GN,56,WEO2021_APS
Africa,Guinea,GN,56,WEO2021_SDS
Africa,Guinea,GN,56,WEO2021_STEPS
Africa,Guinea,GN,56,IPR2021_baseline
Africa,GuineaBissau,GW,56,WEO2021_APS
Africa,GuineaBissau,GW,56,WEO2021_SDS
Africa,GuineaBissau,GW,56,WEO2021_STEPS
Africa,GuineaBissau,GW,56,IPR2021_baseline
Africa,Kenya,KE,56,WEO2021_APS
Africa,Kenya,KE,56,WEO2021_SDS
Africa,Kenya,KE,56,WEO2021_STEPS
Africa,Kenya,KE,56,IPR2021_baseline
Africa,Lesotho,LS,56,WEO2021_APS
Africa,Lesotho,LS,56,WEO2021_SDS
Africa,Lesotho,LS,56,WEO2021_STEPS
Africa,Lesotho,LS,56,IPR2021_baseline
Africa,Liberia,LR,56,WEO2021_APS
Africa,Liberia,LR,56,WEO2021_SDS
Africa,Liberia,LR,56,WEO2021_STEPS
Africa,Liberia,LR,56,IPR2021_baseline
Africa,Libya,LY,56,WEO2021_APS
Africa,Libya,LY,56,WEO2021_SDS
Africa,Libya,LY,56,WEO2021_STEPS
Africa,Libya,LY,56,IPR2021_baseline
Africa,Madagascar,MG,56,WEO2021_APS
Africa,Madagascar,MG,56,WEO2021_SDS
Africa,Madagascar,MG,56,WEO2021_STEPS
Africa,Madagascar,MG,56,IPR2021_baseline
Africa,Malawi,MW,56,WEO2021_APS
Africa,Malawi,MW,56,WEO2021_SDS
Africa,Malawi,MW,56,WEO2021_STEPS
Africa,Malawi,MW,56,IPR2021_baseline
Africa,Mali,ML,56,WEO2021_APS
Africa,Mali,ML,56,WEO2021_SDS
Africa,Mali,ML,56,WEO2021_STEPS
Africa,Mali,ML,56,IPR2021_baseline
Africa,Mauritania,MR,56,WEO2021_APS
Africa,Mauritania,MR,56,WEO2021_SDS
Africa,Mauritania,MR,56,WEO2021_STEPS
Africa,Mauritania,MR,56,IPR2021_baseline
Africa,Mauritius,MU,56,WEO2021_APS
Africa,Mauritius,MU,56,WEO2021_SDS
Africa,Mauritius,MU,56,WEO2021_STEPS
Africa,Mauritius,MU,56,IPR2021_baseline
Africa,Morocco,MA,56,WEO2021_APS
Africa,Morocco,MA,56,WEO2021_SDS
Africa,Morocco,MA,56,WEO2021_STEPS
Africa,Morocco,MA,56,IPR2021_baseline
Africa,Mozambique,MZ,56,WEO2021_APS
Africa,Mozambique,MZ,56,WEO2021_SDS
Africa,Mozambique,MZ,56,WEO2021_STEPS
Africa,Mozambique,MZ,56,IPR2021_baseline
Africa,Namibia,NA,56,WEO2021_APS
Africa,Namibia,NA,56,WEO2021_SDS
Africa,Namibia,NA,56,WEO2021_STEPS
Africa,Namibia,NA,56,IPR2021_baseline
Africa,Niger,NE,56,WEO2021_APS
Africa,Niger,NE,56,WEO2021_SDS
Africa,Niger,NE,56,WEO2021_STEPS
Africa,Niger,NE,56,IPR2021_baseline
Africa,Nigeria,NG,56,WEO2021_APS
Africa,Nigeria,NG,56,WEO2021_SDS
Africa,Nigeria,NG,56,WEO2021_STEPS
Africa,Nigeria,NG,56,IPR2021_baseline
Africa,Reunion,RE,56,WEO2021_APS
Africa,Reunion,RE,56,WEO2021_SDS
Africa,Reunion,RE,56,WEO2021_STEPS
Africa,Reunion,RE,56,IPR2021_baseline
Africa,Rwanda,RW,56,WEO2021_APS
Africa,Rwanda,RW,56,WEO2021_SDS
Africa,Rwanda,RW,56,WEO2021_STEPS
Africa,Rwanda,RW,56,IPR2021_baseline
Africa,Sao Tome and Principe,ST,56,WEO2021_APS
Africa,Sao Tome and Principe,ST,56,WEO2021_SDS
Africa,Sao Tome and Principe,ST,56,WEO2021_STEPS
Africa,Sao Tome and Principe,ST,56,IPR2021_baseline
Africa,Senegal,SN,56,WEO2021_APS
Africa,Senegal,SN,56,WEO2021_SDS
Africa,Senegal,SN,56,WEO2021_STEPS
Africa,Senegal,SN,56,IPR2021_baseline
Africa,Seychelles,SC,56,WEO2021_APS
Africa,Seychelles,SC,56,WEO2021_SDS
Africa,Seychelles,SC,56,WEO2021_STEPS
Africa,Seychelles,SC,56,IPR2021_baseline
Africa,Sierra Leone,SL,56,WEO2021_APS
Africa,Sierra Leone,SL,56,WEO2021_SDS
Africa,Sierra Leone,SL,56,WEO2021_STEPS
Africa,Sierra Leone,SL,56,IPR2021_baseline
Africa,Somalia,SO,56,WEO2021_APS
Africa,Somalia,SO,56,WEO2021_SDS
Africa,Somalia,SO,56,WEO2021_STEPS
Africa,Somalia,SO,56,IPR2021_baseline
Africa,South Africa,ZA,56,WEO2021_APS
Africa,South Africa,ZA,56,WEO2021_SDS
Africa,South Africa,ZA,56,WEO2021_STEPS
Africa,South Africa,ZA,56,IPR2021_baseline
Africa,South Sudan,SS,56,WEO2021_APS
Africa,South Sudan,SS,56,WEO2021_SDS
Africa,South Sudan,SS,56,WEO2021_STEPS
Africa,South Sudan,SS,56,IPR2021_baseline
Africa,Sudan,SD,56,WEO2021_APS
Africa,Sudan,SD,56,WEO2021_SDS
Africa,Sudan,SD,56,WEO2021_STEPS
Africa,Sudan,SD,56,IPR2021_baseline
Africa,Swaziland,SZ,56,WEO2021_APS
Africa,Swaziland,SZ,56,WEO2021_SDS
Africa,Swaziland,SZ,56,WEO2021_STEPS
Africa,Swaziland,SZ,56,IPR2021_baseline
Africa,Democratic Republic of the Congo,CD,56,WEO2021_APS
Africa,Democratic Republic of the Congo,CD,56,WEO2021_SDS
Africa,Democratic Republic of the Congo,CD,56,WEO2021_STEPS
Africa,Democratic Republic of the Congo,CD,56,IPR2021_baseline
Africa,Congo Republic,CG,56,WEO2021_APS
Africa,Congo Republic,CG,56,WEO2021_SDS
Africa,Congo Republic,CG,56,WEO2021_STEPS
Africa,Congo Republic,CG,56,IPR2021_baseline
Africa,United Republic of Tanzania,TZ,56,WEO2021_APS
Africa,United Republic of Tanzania,TZ,56,WEO2021_SDS
Africa,United Republic of Tanzania,TZ,56,WEO2021_STEPS
Africa,United Republic of Tanzania,TZ,56,IPR2021_baseline
Africa,Togo,TG,56,WEO2021_APS
Africa,Togo,TG,56,WEO2021_SDS
Africa,Togo,TG,56,WEO2021_STEPS
Africa,Togo,TG,56,IPR2021_baseline
Africa,Tunisia,TN,56,WEO2021_APS
Africa,Tunisia,TN,56,WEO2021_SDS
Africa,Tunisia,TN,56,WEO2021_STEPS
Africa,Tunisia,TN,56,IPR2021_baseline
Africa,Uganda,UG,56,WEO2021_APS
Africa,Uganda,UG,56,WEO2021_SDS
Africa,Uganda,UG,56,WEO2021_STEPS
Africa,Uganda,UG,56,IPR2021_baseline
Africa,Western Sahara,EH,56,WEO2021_APS
Africa,Western Sahara,EH,56,WEO2021_SDS
Africa,Western Sahara,EH,56,WEO2021_STEPS
Africa,Western Sahara,EH,56,IPR2021_baseline
Africa,Zambia,ZM,56,WEO2021_APS
Africa,Zambia,ZM,56,WEO2021_SDS
Africa,Zambia,ZM,56,WEO2021_STEPS
Africa,Zambia,ZM,56,IPR2021_baseline
Africa,Zimbabwe,ZW,56,WEO2021_APS
Africa,Zimbabwe,ZW,56,WEO2021_SDS
Africa,Zimbabwe,ZW,56,WEO2021_STEPS
Africa,Zimbabwe,ZW,56,IPR2021_baseline
AfricaWoZA,Algeria,DZ,55,NA
AfricaWoZA,Angola,AO,55,NA
AfricaWoZA,Benin,BJ,55,NA
AfricaWoZA,Botswana,BW,55,NA
AfricaWoZA,Burkina Faso,BF,55,NA
AfricaWoZA,Burundi,BI,55,NA
AfricaWoZA,Cape Verde,CV,55,NA
AfricaWoZA,Cameroon,CM,55,NA
AfricaWoZA,Central African Republic,CF,55,NA
AfricaWoZA,Chad,TD,55,NA
AfricaWoZA,Comoros,KM,55,NA
AfricaWoZA,Cote d'Ivoire,CI,55,NA
AfricaWoZA,Djibouti,DJ,55,NA
AfricaWoZA,Egypt,EG,55,NA
AfricaWoZA,Equatorial Guinea,GQ,55,NA
AfricaWoZA,Eritrea,ER,55,NA
AfricaWoZA,Ethiopia,ET,55,NA
AfricaWoZA,Gabon,GA,55,NA
AfricaWoZA,Gambia,GM,55,NA
AfricaWoZA,Ghana,GH,55,NA
AfricaWoZA,Guinea,GN,55,NA
AfricaWoZA,GuineaBissau,GW,55,NA
AfricaWoZA,Kenya,KE,55,NA
AfricaWoZA,Lesotho,LS,55,NA
AfricaWoZA,Liberia,LR,55,NA
AfricaWoZA,Libya,LY,55,NA
AfricaWoZA,Madagascar,MG,55,NA
AfricaWoZA,Malawi,MW,55,NA
AfricaWoZA,Mali,ML,55,NA
AfricaWoZA,Mauritania,MR,55,NA
AfricaWoZA,Mauritius,MU,55,NA
AfricaWoZA,Morocco,MA,55,NA
AfricaWoZA,Mozambique,MZ,55,NA
AfricaWoZA,Namibia,NA,55,NA
AfricaWoZA,Niger,NE,55,NA
AfricaWoZA,Nigeria,NG,55,NA
AfricaWoZA,Reunion,RE,55,NA
AfricaWoZA,Rwanda,RW,55,NA
AfricaWoZA,Sao Tome and Principe,ST,55,NA
AfricaWoZA,Senegal,SN,55,NA
AfricaWoZA,Seychelles,SC,55,NA
AfricaWoZA,Sierra Leone,SL,55,NA
AfricaWoZA,Somalia,SO,55,NA
AfricaWoZA,South Sudan,SS,55,NA
AfricaWoZA,Sudan,SD,55,NA
AfricaWoZA,Swaziland,SZ,55,NA
AfricaWoZA,Democratic Republic of the Congo,CD,55,NA
AfricaWoZA,Congo Republic,CG,55,NA
AfricaWoZA,United Republic of Tanzania,TZ,55,NA
AfricaWoZA,Togo,TG,55,NA
AfricaWoZA,Tunisia,TN,55,NA
AfricaWoZA,Uganda,UG,55,NA
AfricaWoZA,Western Sahara,EH,55,NA
AfricaWoZA,Zambia,ZM,55,NA
AfricaWoZA,Zimbabwe,ZW,55,NA
Algeria&Libya,Algeria,DZ,2,NA
Algeria&Libya,Libya,LY,2,NA
Argentina,Argentina,AR,1,NA
ASEAN,Indonesia,ID,10,NA
ASEAN,Brunei Darussalam,BN,10,NA
ASEAN,Cambodia,KH,10,NA
ASEAN,Lao People's Democratic Republic,LA,10,NA
ASEAN,Malaysia,MY,10,NA
ASEAN,Myanmar,MM,10,NA
ASEAN,Philippines,PH,10,NA
ASEAN,Singapore,SG,10,NA
ASEAN,Thailand,TH,10,NA
ASEAN,Vietnam,VN,10,NA
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_B2DS
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_CP
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_DN0
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_DT
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_NDC
Asia (R5),Afghanistan,AF,27,NGFS2021_GCAM_NZ2050
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_CP
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_DN0
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_DT
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_NDC
Asia (R5),Afghanistan,AF,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_B2DS
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_CP
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_DN0
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_DT
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_NDC
Asia (R5),Afghanistan,AF,27,NGFS2021_REMIND_NZ2050
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_B2DS
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_CP
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_DN0
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_DT
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_NDC
Asia (R5),Bangladesh,BD,27,NGFS2021_GCAM_NZ2050
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_CP
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_DN0
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_DT
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_NDC
Asia (R5),Bangladesh,BD,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_B2DS
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_CP
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_DN0
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_DT
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_NDC
Asia (R5),Bangladesh,BD,27,NGFS2021_REMIND_NZ2050
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_B2DS
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_CP
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_DN0
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_DT
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_NDC
Asia (R5),Bhutan,BT,27,NGFS2021_GCAM_NZ2050
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_CP
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_DN0
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_DT
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_NDC
Asia (R5),Bhutan,BT,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_B2DS
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_CP
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_DN0
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_DT
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_NDC
Asia (R5),Bhutan,BT,27,NGFS2021_REMIND_NZ2050
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_B2DS
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_CP
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_DN0
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_DT
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_NDC
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_GCAM_NZ2050
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_CP
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_DN0
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_DT
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_NDC
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_B2DS
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_CP
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_DN0
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_DT
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_NDC
Asia (R5),Brunei Darussalam,BN,27,NGFS2021_REMIND_NZ2050
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_B2DS
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_CP
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_DN0
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_DT
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_NDC
Asia (R5),Cambodia,KH,27,NGFS2021_GCAM_NZ2050
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_CP
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_DN0
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_DT
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_NDC
Asia (R5),Cambodia,KH,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_B2DS
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_CP
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_DN0
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_DT
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_NDC
Asia (R5),Cambodia,KH,27,NGFS2021_REMIND_NZ2050
Asia (R5),China,CN,27,NGFS2021_GCAM_B2DS
Asia (R5),China,CN,27,NGFS2021_GCAM_CP
Asia (R5),China,CN,27,NGFS2021_GCAM_DN0
Asia (R5),China,CN,27,NGFS2021_GCAM_DT
Asia (R5),China,CN,27,NGFS2021_GCAM_NDC
Asia (R5),China,CN,27,NGFS2021_GCAM_NZ2050
Asia (R5),China,CN,27,NGFS2021_MESSAGE_B2DS
Asia (R5),China,CN,27,NGFS2021_MESSAGE_CP
Asia (R5),China,CN,27,NGFS2021_MESSAGE_DN0
Asia (R5),China,CN,27,NGFS2021_MESSAGE_DT
Asia (R5),China,CN,27,NGFS2021_MESSAGE_NDC
Asia (R5),China,CN,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),China,CN,27,NGFS2021_REMIND_B2DS
Asia (R5),China,CN,27,NGFS2021_REMIND_CP
Asia (R5),China,CN,27,NGFS2021_REMIND_DN0
Asia (R5),China,CN,27,NGFS2021_REMIND_DT
Asia (R5),China,CN,27,NGFS2021_REMIND_NDC
Asia (R5),China,CN,27,NGFS2021_REMIND_NZ2050
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_B2DS
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_CP
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_DN0
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_DT
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_NDC
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_GCAM_NZ2050
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_CP
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_DN0
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_DT
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_NDC
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_B2DS
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_CP
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_DN0
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_DT
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_NDC
Asia (R5),Hong Kong Special Administrative Region of China,HK,27,NGFS2021_REMIND_NZ2050
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_B2DS
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_CP
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_DN0
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_DT
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_NDC
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_GCAM_NZ2050
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_CP
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_DN0
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_DT
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_NDC
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_B2DS
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_CP
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_DN0
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_DT
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_NDC
Asia (R5),Macau Special Administrative Region of China,MO,27,NGFS2021_REMIND_NZ2050
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_B2DS
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_CP
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_DN0
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_DT
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_NDC
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_GCAM_NZ2050
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_B2DS
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_CP
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_DN0
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_DT
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_NDC
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_B2DS
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_CP
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_DN0
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_DT
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_NDC
Asia (R5),Democratic People's Republic of Korea,KP,27,NGFS2021_REMIND_NZ2050
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_B2DS
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_CP
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_DN0
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_DT
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_NDC
Asia (R5),TimorLeste,TL,27,NGFS2021_GCAM_NZ2050
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_B2DS
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_CP
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_DN0
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_DT
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_NDC
Asia (R5),TimorLeste,TL,27,NGFS2021_MESSAGE_NZ2050
Asia (R5),TimorLeste,TL,27,NGFS2021_REMIND_B2DS
Asia (R5),TimorLeste,TL,27,NGFS2021_REMIND_CP
Asia (R5),TimorLeste,TL,27,NGFS2021_REMIND_DN0
Asia (R5),TimorLeste,TL,27,NGFS2021_REMIND_DT
